ID TIME VOTE
14 117.93 2609756
14 122.937 2535545
14 179.924 2615131
14 354.975 2302100
14 367.024 2335937
14 394.108 2427953
14 453.977 2566204
14 477.9 2676646
14 526.964 2560043
14 755.002 2358993
14 773.001 2360594
14 792.022 2325834
14 930.058 2331880
14 994.043 2274315
14 1021.065 2229461
14 1028.063 2218151
14 1065.051 2200109
14 1104.0 2163943
14 1125.063 2170201
14 1134.094 2153490
14 1161.079 2139989
14 1194.14 2173170
14 1401.079 2132200
14 1434.089 2165386
14 1511.057 2174664
14 1586.085 2177981
14 1623.162 2208842
14 1696.111 2213990
14 1702.109 2215168
14 1859.157 2420771
14 1899.165 2446253
14 1932.117 2468335
14 1991.187 2538731
14 2020.089 2546162
14 2178.132 2548102
14 2197.113 2550291
14 2213.096 2547343
14 2245.18 2540813
14 2270.198 2571026
14 2536.181 2587036
14 2548.145 2583257
14 2552.173 2584282
14 2586.125 2579160
14 2636.231 2591409
14 2673.227 2575494
14 2677.244 2570468
14 2953.276 2546834
14 3021.215 2572282
14 3025.247 2569310
14 3058.2 2583745
14 3210.273 2556602
14 3214.222 2554249
14 3276.253 2531072
14 3282.236 2527034
14 3299.233 2517624
14 3574.307 2486174
14 3621.289 2471088
14 3631.341 2465149
14 3638.455 2466815
14 3732.366 2489093
14 3752.299 2479857
14 3798.388 2467085
14 3834.319 2450295
14 3978.352 2404702
14 4006.383 2401420
14 4010.366 2411321
14 4026.474 2409143
14 4217.306 2393309
14 4286.298 2375694
14 4367.364 2390986
14 4373.414 2388129
14 4388.425 2388859
14 4461.338 2393001
14 4465.428 2397634
14 4573.417 2379655
14 4629.4 2382352
14 4675.34 2384462
14 4727.426 2391251
14 4738.387 2393324
14 4865.393 2391304
14 4870.429 2391977
14 4963.39 2386098
14 5073.446 2370645
14 5129.476 2373178
14 5153.394 2373214
14 5222.398 Value Error
14 5351.419 2404741
14 5378.534 2409242
14 5394.497 2426668
14 5422.546 2426556
14 5510.467 2428240
14 5705.494 2433929
14 5757.551 2442621
14 5795.535 2439500
14 5868.552 2438771
14 5950.522 2436184
14 5971.485 2431999
14 6331.561 2426240
14 6403.582 2415602
14 6406.584 2413620
14 6544.544 2419354
14 6624.574 2417402
14 6669.668 2409390
14 6675.625 2408365
14 6688.577 2409432
14 6730.603 2420196
14 6854.64 2409479
14 6875.638 2407817
14 6950.642 2407906
14 6957.655 2408608
14 7003.647 2403298
14 7050.693 2394594
14 7063.743 2398954
14 7079.674 2404722
14 7110.624 2406613
14 7155.646 2406436
14 7207.666 2398942
14 7270.716 2391760
14 7299.767 Value Error
14 7352.684 2404513
14 7375.654 2403639
14 7381.722 2403731
14 7407.77 2402294
14 7544.69 2391929
14 7550.663 2393364
14 7661.799 2390671
14 7759.75 2391633
14 7799.81 2392547
14 7835.758 2390571
14 7841.786 2390457
14 7886.709 2390834
14 7948.783 2388010
14 8029.795 2403937
14 8145.771 2420821
14 8153.813 2421610
14 8183.775 2418486
14 8226.781 2422477
14 8249.779 2423260
14 8286.759 2417204
14 8421.822 2417823
14 8453.822 2410136
14 8497.804 2411467
14 8593.789 2406141
14 8701.904 2397338
14 8740.874 2404667
14 8755.88 2405679
14 8775.9 2408399
14 8815.864 2413137
14 8884.844 Value Error
14 8899.862 2416969
14 9039.942 2431967
14 9045.822 2431371
14 9067.925 2429764
14 9076.009 2429994
14 9181.934 2424929
14 9187.028 2423536
14 9378.901 2428660
14 9407.89 2428704
14 9412.857 2427966
14 9519.906 2428035
14 9522.969 2426692
14 9730.992 2426691
14 9735.003 2427181
14 9745.023 2427123
14 9761.911 2429349
14 9843.924 2431252
14 9872.931 2438713
14 9880.977 2436549
14 9930.942 2428781
14 9950.993 2431868
14 9972.989 2427909
14 10000.998 2431034
