ID TIME %RAM %CPU
1 0.003 22.8 14.1
1 5.017 22.9 2.1
1 13.012 22.9 2.8
1 19.019 22.9 2.9
1 26.024 22.9 3.9
1 32.059 22.9 5.1
1 37.08 22.9 2.8
1 43.033 22.9 3.2
1 49.015 22.9 1.9
1 54.025 23.0 3.0
1 60.017 23.0 2.2
1 65.071 23.0 3.1
1 71.073 23.0 3.9
1 78.053 23.0 3.6
1 85.058 23.0 2.3
1 92.02 23.0 1.4
1 97.028 22.3 3.5
1 105.043 22.3 2.2
1 111.015 22.3 2.4
1 116.028 22.3 2.5
1 121.073 22.3 4.2
1 128.029 22.3 2.7
1 133.039 22.3 2.2
1 138.055 22.3 2.9
1 145.057 22.3 1.9
1 151.048 22.3 2.2
1 157.032 22.3 3.2
1 163.093 22.3 4.3
1 169.027 22.3 2.0
1 174.098 22.3 8.1
1 180.091 22.2 3.4
1 186.033 22.2 3.3
1 191.045 22.2 3.2
1 196.102 22.2 36.8
1 202.044 22.2 2.3
1 207.091 22.2 3.0
1 213.073 22.2 2.5
1 219.034 22.2 3.2
1 224.082 22.2 3.4
1 231.063 22.2 1.1
1 237.071 22.2 5.1
1 243.061 22.2 3.7
1 251.046 22.2 2.4
1 258.045 22.2 2.6
1 263.063 22.2 3.0
1 270.052 22.2 2.1
1 276.031 22.2 2.3
1 282.108 22.2 2.8
1 290.038 22.2 2.3
1 295.101 22.2 3.1
1 303.041 22.2 2.5
1 309.041 22.2 3.5
1 318.043 22.2 3.0
1 325.057 22.2 2.2
1 331.045 22.2 2.1
1 336.061 22.3 3.4
1 345.05 22.2 2.7
1 351.059 22.3 2.1
1 357.053 22.3 2.0
1 364.063 22.3 2.6
1 372.059 22.3 2.9
1 378.042 22.2 1.9
1 384.108 22.2 3.3
1 390.061 22.2 2.3
1 396.066 22.2 2.5
1 401.096 22.2 2.7
1 408.106 22.2 3.0
1 414.089 22.2 2.8
1 423.062 22.3 2.5
1 428.069 22.3 3.2
1 435.057 22.3 3.1
1 441.063 22.3 2.5
1 446.072 22.3 3.4
1 451.077 22.3 2.3
1 457.051 22.3 3.6
1 463.115 22.3 3.6
1 470.121 22.3 3.6
1 475.135 22.3 4.2
1 481.111 22.3 3.5
1 487.076 22.3 2.5
1 492.128 22.3 4.7
1 499.057 22.3 3.3
1 507.119 22.3 3.8
1 514.11 22.3 4.3
1 523.081 22.3 2.9
1 530.072 22.3 2.8
1 536.09 22.3 4.0
1 542.119 22.3 2.7
1 548.072 22.3 2.2
1 554.096 22.3 3.4
1 559.102 22.3 3.1
1 565.106 22.3 2.9
1 572.101 22.3 2.2
1 578.149 22.3 5.1
1 584.07 22.3 4.1
1 589.11 22.3 2.6
1 595.09 22.3 3.7
1 604.121 22.3 3.5
1 612.107 22.3 3.6
1 618.082 22.3 3.8
1 623.136 22.3 3.9
1 629.071 22.3 6.3
1 636.077 22.3 3.4
1 641.087 22.3 3.0
1 647.114 22.3 3.1
1 655.133 22.3 4.1
1 661.096 22.3 2.0
1 666.126 22.3 3.4
1 673.133 22.3 3.4
1 679.094 22.3 3.4
1 685.084 22.3 3.5
1 690.131 22.4 3.5
1 696.098 22.4 4.0
1 701.11 22.4 3.2
1 706.131 22.4 2.8
1 712.11 22.4 3.1
1 719.119 22.4 3.2
1 725.144 22.4 4.7
1 731.16 22.4 3.9
1 737.15 22.4 5.3
1 743.142 22.4 3.4
1 749.093 22.4 3.0
1 755.121 22.4 2.8
1 761.105 22.4 3.2
1 768.121 22.4 3.1
1 773.125 22.4 2.8
1 780.087 22.4 4.5
1 785.093 22.4 2.6
1 791.136 22.4 4.2
1 797.149 22.4 4.1
1 806.101 22.4 3.0
1 812.132 22.4 2.8
1 819.14 22.4 3.7
1 826.112 22.4 4.0
1 832.106 22.4 3.9
1 838.127 22.4 2.9
1 846.117 22.4 3.3
1 851.12 22.4 2.3
1 858.143 22.4 3.0
1 865.139 22.4 3.0
1 870.152 22.4 3.3
1 877.119 22.4 2.7
1 883.153 22.4 3.8
1 889.108 22.4 2.4
1 895.116 22.4 3.1
1 901.107 22.4 3.0
1 907.14 22.4 2.9
1 914.123 22.4 3.3
1 919.13 22.4 50.0
1 924.186 22.4 4.0
1 930.166 22.4 2.9
1 938.111 22.4 4.0
1 946.105 22.4 3.4
1 951.161 22.4 3.9
1 957.133 22.4 3.5
1 964.133 22.5 5.8
1 969.156 22.5 5.7
1 975.179 22.6 5.0
1 981.118 24.4 17.7
1 986.134 26.8 32.0
1 992.161 26.7 18.8
1 999.158 26.4 18.2
1 1006.139 26.5 20.2
1 1012.12 27.0 20.5
1 1017.145 25.8 12.5
1 1022.173 22.5 39.5
1 1030.118 22.5 3.7
1 1036.151 24.4 11.7
1 1042.123 24.3 5.3
1 1047.178 24.3 4.2
1 1054.124 24.3 4.1
1 1060.18 24.2 4.4
1 1066.119 24.7 26.5
1 1072.124 27.1 11.3
1 1077.13 26.5 22.4
1 1083.163 26.3 16.6
1 1089.133 27.0 18.1
1 1095.163 27.0 24.6
1 1101.139 26.9 14.2
1 1106.176 27.8 13.4
1 1112.192 27.1 8.1
