ID TIME pos
2 0.1 [0, 0] [0.05469106741684591, -0.40379182311109]
2 5.108 [0, 0] [0.05469106741684591, -0.40379182311109]
2 10.113 [0, 0] [0.05469106741684591, -0.40379182311109]
2 15.12 [0, 0] [0.05469106741684591, -0.40379182311109]
2 20.125 [0, 0] [0.05469106741684591, -0.40379182311109]
2 25.132 [0, 0] [0.05469106741684591, -0.40379182311109]
2 30.139 [0, 0] [0.05469106741684591, -0.40379182311109]
2 35.145 [0, 0] [0.05469106741684591, -0.40379182311109]
2 40.151 [0, 0] [0.05469106741684591, -0.40379182311109]
2 45.158 [0, 0] [0.05469106741684591, -0.40379182311109]
2 50.165 [0, 0] [0.05469106741684591, -0.40379182311109]
2 55.173 [0, 0] [0.05469106741684591, -0.40379182311109]
2 60.179 [0, 0] [0.05469106741684591, -0.40379182311109]
2 65.184 [0, 0] [0.05469106741684591, -0.40379182311109]
2 70.191 [0, 0] [0.05469106741684591, -0.40379182311109]
2 75.198 [0, 0] [0.05469106741684591, -0.40379182311109]
2 80.206 [0, 0] [0.05469106741684591, -0.40379182311109]
2 85.21 [0.11480999999999986, -0.33423] [0.05469106741684591, -0.40379182311109]
2 90.217 [0.11480999999999986, -0.33423] [0.05469106741684591, -0.40379182311109]
2 95.224 [0.11480999999999986, -0.33423] [0.05469106741684591, -0.40379182311109]
2 100.23 [0.11480999999999986, -0.33423] [0.05469106741684591, -0.40379182311109]
2 105.237 [0.11308999999999991, -0.33625000000000005] [0.05469106741684591, -0.40379182311109]
2 110.242 [0.11308999999999991, -0.33625000000000005] [0.05469106741684591, -0.40379182311109]
2 115.249 [0.11308999999999991, -0.336245] [0.05469106741684591, -0.40379182311109]
2 120.256 [0.11308999999999991, -0.336245] [0.05469106741684591, -0.40379182311109]
2 125.261 [0.11308999999999991, -0.336245] [0.05469106741684591, -0.40379182311109]
2 130.268 [0.11308999999999991, -0.336245] [0.05469106741684591, -0.40379182311109]
2 135.275 [0.11308999999999991, -0.336245] [0.05469106741684591, -0.40379182311109]
2 140.281 [0.11308999999999991, -0.336245] [0.05469106741684591, -0.40379182311109]
2 145.289 [0.11308999999999991, -0.336245] [0.05469106741684591, -0.40379182311109]
2 150.294 [0.11405333333333327, -0.33725] [0.05469106741684591, -0.40379182311109]
2 155.3 [0.11501499999999998, -0.3401525] [0.05469106741684591, -0.40379182311109]
2 160.307 [0.11545599999999992, -0.34332799999999997] [0.05469106741684591, -0.40379182311109]
2 165.314 [0.10458021586971254, -0.3568809259991464] [0.05469106741684591, -0.40379182311109]
2 170.32 [0.1046230730125697, -0.3570437831420035] [0.05469106741684591, -0.40379182311109]
2 175.327 [0.10624893888599851, -0.35575206024925304] [0.05469106741684591, -0.40379182311109]
2 180.333 [0.10640018888599845, -0.35595081024925307] [0.05469106741684591, -0.40379182311109]
2 185.339 [0.10841016789866526, -0.3577896091104472] [0.05469106741684591, -0.40379182311109]
2 190.346 [0.10841016789866526, -0.3577896091104472] [0.05469106741684591, -0.40379182311109]
2 195.352 [0.10841016789866526, -0.3577896091104472] [0.05469106741684591, -0.40379182311109]
2 200.359 [0.10841016789866526, -0.3577896091104472] [0.05469106741684591, -0.40379182311109]
2 205.366 [0.10876015110879873, -0.35590564819940246] [0.05469106741684591, -0.40379182311109]
2 210.373 [0.10872315110879875, -0.3559126481994025] [0.05469106741684591, -0.40379182311109]
2 215.381 [0.10872315110879875, -0.3559126481994025] [0.05469106741684591, -0.40379182311109]
2 220.387 [0.10874015110879878, -0.3562536481994024] [0.05469106741684591, -0.40379182311109]
2 225.394 [0.10918831918981707, -0.3538387710903659] [0.05469106741684591, -0.40379182311109]
2 230.398 [0.10914831918981709, -0.35368968018127495] [0.05469106741684591, -0.40379182311109]
2 235.405 [0.10914831918981709, -0.35368968018127495] [0.05469106741684591, -0.40379182311109]
2 240.411 [0.10918377373527162, -0.35370149836309317] [0.05469106741684591, -0.40379182311109]
2 245.418 [0.10934831918981706, -0.3532578619994568] [0.05469106741684591, -0.40379182311109]
2 250.425 [0.11045011623753753, -0.35130742169184814] [0.05469106741684591, -0.40379182311109]
2 255.431 [0.11030473162215296, -0.3516097293841558] [0.05469106741684591, -0.40379182311109]
2 260.437 [0.11030550085292215, -0.3516343447687712] [0.05469106741684591, -0.40379182311109]
2 265.443 [0.11030396239138372, -0.35163665246107895] [0.05469106741684591, -0.40379182311109]
2 270.45 [0.11030396239138372, -0.35163665246107895] [0.05469106741684591, -0.40379182311109]
2 275.456 [0.11030473162215296, -0.3516404986149251] [0.05469106741684591, -0.40379182311109]
2 280.462 [0.11026242392984525, -0.351610498614925] [0.05469106741684591, -0.40379182311109]
2 285.469 [0.11026242392984525, -0.351610498614925] [0.05469106741684591, -0.40379182311109]
2 290.475 [0.11026242392984525, -0.351610498614925] [0.05469106741684591, -0.40379182311109]
2 295.482 [0.11022165469907604, -0.3516889601533866] [0.05469106741684591, -0.40379182311109]
2 300.489 [0.1102208854683068, -0.3516889601533866] [0.05469106741684591, -0.40379182311109]
2 305.496 [0.11031088546830681, -0.35191049861492496] [0.05469106741684591, -0.40379182311109]
2 310.502 [0.11033703931446065, -0.3522128063072327] [0.05469106741684591, -0.40379182311109]
2 315.508 [0.11031780854522986, -0.35235511399954045] [0.05469106741684591, -0.40379182311109]
2 320.515 [0.11028396239138373, -0.35229896015338663] [0.05469106741684591, -0.40379182311109]
2 325.522 [0.11025780854522985, -0.3525943447687712] [0.05469106741684591, -0.40379182311109]
2 330.528 [0.11025857777599908, -0.3525997293841558] [0.05469106741684591, -0.40379182311109]
2 335.535 [0.11025857777599908, -0.3525997293841558] [0.05469106741684591, -0.40379182311109]
2 340.541 [0.11035165469907596, -0.3527881909226173] [0.05469106741684591, -0.40379182311109]
2 345.549 [0.11039011623753751, -0.35284742169184813] [0.05469106741684591, -0.40379182311109]
2 350.555 [0.11040934700676831, -0.3529128063072327] [0.05469106741684591, -0.40379182311109]
2 355.56 [0.11075934700676834, -0.3535058832303096] [0.05469106741684591, -0.40379182311109]
2 360.568 [0.11078319316061448, -0.353533575538002] [0.05469106741684591, -0.40379182311109]
2 365.575 [0.11078473162215295, -0.3535366524610789] [0.05469106741684591, -0.40379182311109]
2 370.581 [0.11078550085292219, -0.3535366524610789] [0.05469106741684591, -0.40379182311109]
