ID TIME pos
12 0.094 [0, 0] [0.17429720198973475, -0.24724329663361827]
12 5.105 [0.1314667114544782, -0.43295579482077134] [0.17429720198973475, -0.24724329663361827]
12 10.12 [0.16959335572723916, -0.31379289741038574] [0.17429720198973475, -0.24724329663361827]
12 15.222 [0.16959335572723916, -0.31379289741038574] [0.17429720198973475, -0.24724329663361827]
12 20.224 [0.19423445190907965, -0.2511426324701286] [0.17429720198973475, -0.24724329663361827]
12 25.23 [0.19604095877921113, -0.2466965421172531] [0.17429720198973475, -0.24724329663361827]
12 30.242 [0.19362953020778256, -0.24840225640296737] [0.17429720198973475, -0.24724329663361827]
12 35.244 [0.19741953020778252, -0.2482151135458245] [0.17429720198973475, -0.24724329663361827]
12 40.256 [0.19741953020778252, -0.2482151135458245] [0.17429720198973475, -0.24724329663361827]
12 45.26 [0.19741953020778252, -0.2482151135458245] [0.17429720198973475, -0.24724329663361827]
12 50.264 [0.19741953020778252, -0.2482151135458245] [0.17429720198973475, -0.24724329663361827]
12 55.271 [0.19741953020778252, -0.2482151135458245] [0.17429720198973475, -0.24724329663361827]
12 60.276 [0.19741953020778252, -0.2482151135458245] [0.17429720198973475, -0.24724329663361827]
12 65.283 [0.19741953020778252, -0.2482151135458245] [0.17429720198973475, -0.24724329663361827]
12 70.291 [0.19647238735063968, -0.2492936849743959] [0.17429720198973475, -0.24724329663361827]
12 75.295 [0.2051095889318097, -0.24616697435259646] [0.17429720198973475, -0.24724329663361827]
12 80.302 [0.2051120889318097, -0.24616572435259645] [0.17429720198973475, -0.24724329663361827]
12 85.309 [0.2051120889318097, -0.24616572435259645] [0.17429720198973475, -0.24724329663361827]
12 90.316 [0.20224467114544775, -0.24311157948207712] [0.17429720198973475, -0.24724329663361827]
12 95.323 [0.20298367114544785, -0.24313257948207712] [0.17429720198973475, -0.24724329663361827]
12 100.431 [0.2020551555867707, -0.24222234498370646] [0.17429720198973475, -0.24724329663361827]
12 105.435 [0.19928972595453984, -0.2432046495683976] [0.17429720198973475, -0.24724329663361827]
12 110.437 [0.1964172259545398, -0.24184298290173098] [0.17429720198973475, -0.24724329663361827]
12 115.446 [0.19666639262120647, -0.2416946495683976] [0.17429720198973475, -0.24724329663361827]
12 120.453 [0.19649222595453983, -0.24186881623506426] [0.17429720198973475, -0.24724329663361827]
12 125.457 [0.19649222595453983, -0.24186881623506426] [0.17429720198973475, -0.24724329663361827]
12 130.47 [0.19649222595453983, -0.24186881623506426] [0.17429720198973475, -0.24724329663361827]
12 135.472 [0.19583205472726753, -0.2406819842169824] [0.17429720198973475, -0.24724329663361827]
12 140.478 [0.19578513165034445, -0.2408650611400593] [0.17429720198973475, -0.24724329663361827]
12 145.486 [0.19531667011188295, -0.24232583037082853] [0.17429720198973475, -0.24724329663361827]
12 150.49 [0.195403593188806, -0.2423427534477516] [0.17429720198973475, -0.24724329663361827]
12 155.505 [0.19540436241957526, -0.2423427534477516] [0.17429720198973475, -0.24724329663361827]
12 160.606 [0.19542051626572907, -0.24233890729390545] [0.17429720198973475, -0.24724329663361827]
12 165.611 [0.19487513165034442, -0.24241890729390547] [0.17429720198973475, -0.24724329663361827]
12 170.616 [0.1948543624195752, -0.2424196765246747] [0.17429720198973475, -0.24724329663361827]
12 175.624 [0.1946282085734214, -0.24257429190929009] [0.17429720198973475, -0.24724329663361827]
12 180.631 [0.1946282085734214, -0.24257429190929009] [0.17429720198973475, -0.24724329663361827]
12 185.635 [0.19451051626572907, -0.24249736883236703] [0.17429720198973475, -0.24724329663361827]
12 190.644 [0.19451051626572907, -0.24249736883236703] [0.17429720198973475, -0.24724329663361827]
12 195.648 [0.19451051626572907, -0.24249736883236703] [0.17429720198973475, -0.24724329663361827]
12 200.654 [0.19451051626572907, -0.24249736883236703] [0.17429720198973475, -0.24724329663361827]
12 205.661 [0.19451051626572907, -0.24249736883236703] [0.17429720198973475, -0.24724329663361827]
12 210.667 [0.19451051626572907, -0.24249736883236703] [0.17429720198973475, -0.24724329663361827]
12 215.675 [0.19450513165034447, -0.2424989072939055] [0.17429720198973475, -0.24724329663361827]
12 220.68 [0.19450513165034447, -0.2424989072939055] [0.17429720198973475, -0.24724329663361827]
12 225.687 [0.19450974703495985, -0.24249967652467472] [0.17429720198973475, -0.24724329663361827]
12 230.699 [0.19450974703495985, -0.24249967652467472] [0.17429720198973475, -0.24724329663361827]
12 235.699 [0.19450974703495985, -0.24249967652467472] [0.17429720198973475, -0.24724329663361827]
12 240.713 [0.19450974703495985, -0.24249967652467472] [0.17429720198973475, -0.24724329663361827]
12 245.715 [0.19450974703495985, -0.24249967652467472] [0.17429720198973475, -0.24724329663361827]
12 250.721 [0.19373578076363188, -0.23946705298805143] [0.17429720198973475, -0.24724329663361827]
12 255.725 [0.19376244743029852, -0.23935171965471813] [0.17429720198973475, -0.24724329663361827]
12 260.734 [0.19334778076363185, -0.23931505298805147] [0.17429720198973475, -0.24724329663361827]
12 265.744 [0.19334578076363187, -0.23931505298805147] [0.17429720198973475, -0.24724329663361827]
12 270.748 [0.19334578076363187, -0.23931505298805147] [0.17429720198973475, -0.24724329663361827]
12 275.755 [0.19334578076363187, -0.23931505298805147] [0.17429720198973475, -0.24724329663361827]
12 280.762 [0.19334578076363187, -0.23931505298805147] [0.17429720198973475, -0.24724329663361827]
12 285.769 [0.1928737807636319, -0.23962905298805146] [0.17429720198973475, -0.24724329663361827]
12 290.773 [0.1927357807636319, -0.23969705298805144] [0.17429720198973475, -0.24724329663361827]
12 295.783 [0.1922524474302985, -0.24174838632138476] [0.17429720198973475, -0.24724329663361827]
12 300.791 [0.19252044743029853, -0.24136171965471806] [0.17429720198973475, -0.24724329663361827]
12 305.796 [0.1925331140969652, -0.24133971965471807] [0.17429720198973475, -0.24724329663361827]
12 310.801 [0.1925331140969652, -0.24133971965471807] [0.17429720198973475, -0.24724329663361827]
12 315.815 [0.19222578076363186, -0.24139371965471812] [0.17429720198973475, -0.24724329663361827]
12 320.816 [0.19232511409696518, -0.24142705298805145] [0.17429720198973475, -0.24724329663361827]
12 325.82 [0.19199444743029853, -0.24134105298805145] [0.17429720198973475, -0.24724329663361827]
12 330.829 [0.19199444743029853, -0.24134105298805145] [0.17429720198973475, -0.24724329663361827]
12 335.839 [0.19199444743029853, -0.24134105298805145] [0.17429720198973475, -0.24724329663361827]
12 340.844 [0.1919951140969652, -0.2413397196547181] [0.17429720198973475, -0.24724329663361827]
12 345.847 [0.19199378076363188, -0.24133905298805142] [0.17429720198973475, -0.24724329663361827]
12 350.854 [0.19199378076363188, -0.24133905298805142] [0.17429720198973475, -0.24724329663361827]
12 355.861 [0.19199378076363188, -0.24133905298805142] [0.17429720198973475, -0.24724329663361827]
12 360.872 [0.19199378076363188, -0.24133905298805142] [0.17429720198973475, -0.24724329663361827]
12 365.876 [0.19190844743029853, -0.24132038632138475] [0.17429720198973475, -0.24724329663361827]
12 370.882 [0.19212778076363185, -0.24136905298805142] [0.17429720198973475, -0.24724329663361827]
12 375.895 [0.19212778076363185, -0.24136905298805142] [0.17429720198973475, -0.24724329663361827]
12 380.896 [0.19212778076363185, -0.24136905298805142] [0.17429720198973475, -0.24724329663361827]
12 385.903 [0.1934891140969652, -0.24195905298805143] [0.17429720198973475, -0.24724329663361827]
12 390.907 [0.1934871140969652, -0.24195971965471808] [0.17429720198973475, -0.24724329663361827]
12 395.914 [0.19357244743029853, -0.24197638632138477] [0.17429720198973475, -0.24724329663361827]
12 401.024 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 406.028 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 411.036 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 416.044 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 421.045 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 426.052 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 431.067 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 436.175 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 441.281 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 446.391 [0.19357978076363186, -0.24197238632138474] [0.17429720198973475, -0.24724329663361827]
12 451.493 [0.19357644743029853, -0.24195238632138472] [0.17429720198973475, -0.24724329663361827]
12 456.494 [0.19357644743029853, -0.24195238632138472] [0.17429720198973475, -0.24724329663361827]
12 461.5 [0.19357644743029853, -0.24195238632138472] [0.17429720198973475, -0.24724329663361827]
12 466.506 [0.19357644743029853, -0.24195238632138472] [0.17429720198973475, -0.24724329663361827]
12 471.514 [0.19357644743029853, -0.24195238632138472] [0.17429720198973475, -0.24724329663361827]
12 476.52 [0.19357644743029853, -0.24195238632138472] [0.17429720198973475, -0.24724329663361827]
12 481.531 [0.19385178076363185, -0.24167038632138468] [0.17429720198973475, -0.24724329663361827]
12 486.535 [0.19385178076363185, -0.24166971965471803] [0.17429720198973475, -0.24724329663361827]
12 491.55 [0.19385178076363185, -0.24166971965471803] [0.17429720198973475, -0.24724329663361827]
12 496.551 [0.19388644743029854, -0.2415583863213847] [0.17429720198973475, -0.24724329663361827]
12 501.564 [0.1938931140969652, -0.24155905298805141] [0.17429720198973475, -0.24724329663361827]
12 506.671 [0.1938931140969652, -0.24155905298805141] [0.17429720198973475, -0.24724329663361827]
12 511.676 [0.1938931140969652, -0.24155905298805141] [0.17429720198973475, -0.24724329663361827]
12 516.68 [0.19392911409696517, -0.24144838632138474] [0.17429720198973475, -0.24724329663361827]
12 521.684 [0.19392911409696517, -0.2414477196547181] [0.17429720198973475, -0.24724329663361827]
12 526.692 [0.1938017807636319, -0.24159838632138475] [0.17429720198973475, -0.24724329663361827]
12 531.695 [0.1938017807636319, -0.24159838632138475] [0.17429720198973475, -0.24724329663361827]
12 536.705 [0.19380444743029854, -0.24159371965471807] [0.17429720198973475, -0.24724329663361827]
12 541.713 [0.19379978076363186, -0.24158838632138477] [0.17429720198973475, -0.24724329663361827]
12 546.714 [0.19380044743029853, -0.24158771965471806] [0.17429720198973475, -0.24724329663361827]
12 551.721 [0.1938131140969652, -0.24157838632138473] [0.17429720198973475, -0.24724329663361827]
12 556.727 [0.19402844743029854, -0.24172771965471804] [0.17429720198973475, -0.24724329663361827]
12 561.736 [0.19388644743029854, -0.241567719654718] [0.17429720198973475, -0.24724329663361827]
12 566.743 [0.19387778076363188, -0.24156838632138475] [0.17429720198973475, -0.24724329663361827]
12 571.75 [0.19402511409696518, -0.24151571965471808] [0.17429720198973475, -0.24724329663361827]
12 576.754 [0.19416044743029853, -0.24114571965471804] [0.17429720198973475, -0.24724329663361827]
12 581.763 [0.19416111409696518, -0.24114438632138477] [0.17429720198973475, -0.24724329663361827]
12 586.772 [0.19418178076363188, -0.24111971965471815] [0.17429720198973475, -0.24724329663361827]
12 591.774 [0.19418244743029855, -0.24111638632138474] [0.17429720198973475, -0.24724329663361827]
12 596.779 [0.19419244743029856, -0.24110438632138478] [0.17429720198973475, -0.24724329663361827]
