ID TIME pos
4 0.099 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 5.107 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 10.112 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 15.119 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 20.126 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 25.132 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 30.139 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 35.145 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 40.154 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 45.161 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 50.167 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 55.174 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 60.18 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 65.187 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 70.194 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 75.2 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 80.204 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 85.214 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 90.222 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 95.227 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 100.233 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 105.239 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 110.24 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 115.249 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 120.257 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 125.264 [0, 0] [-0.2547674020358321, 0.3940334880744533]
4 130.27 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 135.278 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 140.284 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 145.286 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 150.296 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 155.302 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 160.309 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 165.316 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 170.322 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 175.328 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 180.335 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 185.341 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 190.348 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 195.355 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 200.362 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 205.367 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 210.374 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 215.381 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 220.386 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 225.393 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
4 230.4 [0.045254999999999934, 0.49332] [-0.2547674020358321, 0.3940334880744533]
4 235.405 [-0.020503333333333318, 0.46092666666666665] [-0.2547674020358321, 0.3940334880744533]
4 240.413 [-0.022406666666666686, 0.4605066666666667] [-0.2547674020358321, 0.3940334880744533]
4 245.42 [-0.05271250000000005, 0.45950250000000004] [-0.2547674020358321, 0.3940334880744533]
4 250.425 [-0.079502, 0.458338] [-0.2547674020358321, 0.3940334880744533]
4 255.431 [-0.07852600000000005, 0.458392] [-0.2547674020358321, 0.3940334880744533]
4 260.438 [-0.15136666666666673, 0.42748555555555545] [-0.2547674020358321, 0.3940334880744533]
4 265.445 [-0.15740111111111113, 0.4261377777777777] [-0.2547674020358321, 0.3940334880744533]
4 270.453 [-0.16842444444444446, 0.42656222222222223] [-0.2547674020358321, 0.3940334880744533]
4 275.46 [-0.16940900000000003, 0.42676300000000006] [-0.2547674020358321, 0.3940334880744533]
4 280.463 [-0.1876008307679055, 0.4281651452283386] [-0.2547674020358321, 0.3940334880744533]
4 285.469 [-0.1892517398588146, 0.42956696341015677] [-0.2547674020358321, 0.3940334880744533]
4 290.477 [-0.1916217398588146, 0.4299124179556113] [-0.2547674020358321, 0.3940334880744533]
4 295.486 [-0.19166446713154184, 0.42992696341015685] [-0.2547674020358321, 0.3940334880744533]
4 300.492 [-0.19166446713154184, 0.42992696341015685] [-0.2547674020358321, 0.3940334880744533]
4 305.498 [-0.19166446713154184, 0.42992696341015685] [-0.2547674020358321, 0.3940334880744533]
4 310.504 [-0.19097076153724668, 0.4280563831259771] [-0.2547674020358321, 0.3940334880744533]
4 315.51 [-0.19097076153724668, 0.4280563831259771] [-0.2547674020358321, 0.3940334880744533]
4 320.518 [-0.19097076153724668, 0.4280563831259771] [-0.2547674020358321, 0.3940334880744533]
4 325.522 [-0.19097076153724668, 0.4280563831259771] [-0.2547674020358321, 0.3940334880744533]
4 330.529 [-0.19097076153724668, 0.4280563831259771] [-0.2547674020358321, 0.3940334880744533]
4 335.533 [-0.19097076153724668, 0.4280563831259771] [-0.2547674020358321, 0.3940334880744533]
4 340.541 [-0.19529492820391336, 0.4269730497926438] [-0.2547674020358321, 0.3940334880744533]
4 345.545 [-0.19529492820391336, 0.4269730497926438] [-0.2547674020358321, 0.3940334880744533]
4 350.551 [-0.20027224141899697, 0.425067430577825] [-0.2547674020358321, 0.3940334880744533]
4 355.557 [-0.2022627956033543, 0.42524832839369464] [-0.2547674020358321, 0.3940334880744533]
4 360.561 [-0.20238493846049718, 0.42482832839369467] [-0.2547674020358321, 0.3940334880744533]
4 365.57 [-0.20486136703192576, 0.4245483283936946] [-0.2547674020358321, 0.3940334880744533]
4 370.576 [-0.204629275896464, 0.4246051065007816] [-0.2547674020358321, 0.3940334880744533]
4 375.582 [-0.2049106092297974, 0.42454510650078164] [-0.2547674020358321, 0.3940334880744533]
4 380.589 [-0.20499660922979734, 0.424538439834115] [-0.2547674020358321, 0.3940334880744533]
4 385.596 [-0.20504994256313067, 0.42453310650078163] [-0.2547674020358321, 0.3940334880744533]
4 390.603 [-0.2052339425631307, 0.4245244398341149] [-0.2547674020358321, 0.3940334880744533]
4 395.61 [-0.2053179425631307, 0.4245197731674483] [-0.2547674020358321, 0.3940334880744533]
4 400.617 [-0.2056999425631307, 0.42444243983411495] [-0.2547674020358321, 0.3940334880744533]
4 405.623 [-0.20569927589646406, 0.42444243983411495] [-0.2547674020358321, 0.3940334880744533]
4 410.629 [-0.20569927589646406, 0.42444243983411495] [-0.2547674020358321, 0.3940334880744533]
4 415.636 [-0.20569927589646406, 0.42444243983411495] [-0.2547674020358321, 0.3940334880744533]
4 420.643 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 425.65 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 430.657 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 435.666 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 440.672 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 445.679 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 450.686 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 455.692 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 460.696 [-0.2058939425631307, 0.42440910650078156] [-0.2547674020358321, 0.3940334880744533]
4 465.704 [-0.20614527589646406, 0.4243977731674483] [-0.2547674020358321, 0.3940334880744533]
4 470.711 [-0.20614527589646406, 0.4243977731674483] [-0.2547674020358321, 0.3940334880744533]
4 475.717 [-0.20614527589646406, 0.4243977731674483] [-0.2547674020358321, 0.3940334880744533]
4 480.724 [-0.21047660922979736, 0.4245111065007816] [-0.2547674020358321, 0.3940334880744533]
4 485.731 [-0.210515275896464, 0.4245091065007816] [-0.2547674020358321, 0.3940334880744533]
4 490.738 [-0.21051594256313064, 0.42451043983411496] [-0.2547674020358321, 0.3940334880744533]
4 495.744 [-0.21051594256313064, 0.42451043983411496] [-0.2547674020358321, 0.3940334880744533]
4 500.75 [-0.21056727589646398, 0.4244957731674483] [-0.2547674020358321, 0.3940334880744533]
