ID TIME POS
13 0.399 0.0420666i + 0.168229j
13 10.582 -0.22153i + 0.126209j
13 20.788 -0.191626i + -0.32962j
13 30.99 0.395587i + -1.03934j
13 41.143 0.874608i + -0.597461j
13 51.144 0.196792i + -1.10465j
13 61.154 0.254258i + -0.206928j
13 71.163 0.164736i + 0.065955j
13 81.257 -0.00260317i + -0.177281j
13 91.353 0.155576i + -0.647853j
13 101.451 -0.333835i + -0.480945j
13 111.456 -0.596141i + 0.00368396j
13 121.559 -0.79595i + -0.428301j
13 131.656 -0.3277i + 0.123015j
13 141.751 -1.11635i + -0.398573j
13 151.85 -0.188104i + -0.986126j
13 161.86 0.359665i + -0.0155892j
13 171.95 -0.063241i + -1.13874j
13 182.05 0.606054i + -0.788956j
13 192.051 -0.428285i + -0.316833j
13 202.144 -0.114673i + -0.310449j
