ID TIME pos
9 0.097 [0, 0] [-0.0014482807622385608, 0.3194076610939437]
9 5.109 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 10.12 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 15.219 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 20.226 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 25.235 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 30.243 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 35.246 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 40.254 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 45.26 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 50.263 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 55.27 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 60.275 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 65.286 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 70.292 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
9 75.301 [0.009806666666666667, 0.7440533333333331] [-0.0014482807622385608, 0.3194076610939437]
9 80.31 [0.004391666666666645, 0.75435] [-0.0014482807622385608, 0.3194076610939437]
9 85.311 [0.004408750000000017, 0.7543537499999998] [-0.0014482807622385608, 0.3194076610939437]
9 90.318 [0.005233333333333324, 0.753211111111111] [-0.0014482807622385608, 0.3194076610939437]
9 95.323 [0.004712222222222253, 0.7559022222222221] [-0.0014482807622385608, 0.3194076610939437]
9 100.332 [0.005932000000000004, 0.7518069999999999] [-0.0014482807622385608, 0.3194076610939437]
9 105.34 [0.006043000000000021, 0.7512589999999999] [-0.0014482807622385608, 0.3194076610939437]
9 110.348 [0.00613100000000002, 0.7509759999999999] [-0.0014482807622385608, 0.3194076610939437]
9 115.446 [0.006533000000000034, 0.7494560000000001] [-0.0014482807622385608, 0.3194076610939437]
9 120.453 [0.0065740000000000355, 0.7492909999999999] [-0.0014482807622385608, 0.3194076610939437]
9 125.465 [0.006705000000000005, 0.748735] [-0.0014482807622385608, 0.3194076610939437]
9 130.568 [0.006875000000000009, 0.747822] [-0.0014482807622385608, 0.3194076610939437]
9 135.575 [0.006875000000000009, 0.747822] [-0.0014482807622385608, 0.3194076610939437]
9 140.577 [0.006960000000000033, 0.746488] [-0.0014482807622385608, 0.3194076610939437]
9 145.587 [0.00782300000000009, 0.7360689999999999] [-0.0014482807622385608, 0.3194076610939437]
9 150.592 [0.010097272727272748, 0.7302390909090909] [-0.0014482807622385608, 0.3194076610939437]
9 155.598 [0.01015363636363639, 0.7300681818181818] [-0.0014482807622385608, 0.3194076610939437]
9 160.605 [0.011067272727272764, 0.7284490909090908] [-0.0014482807622385608, 0.3194076610939437]
9 165.609 [0.01106818181818182, 0.7284454545454545] [-0.0014482807622385608, 0.3194076610939437]
9 170.621 [0.01106818181818182, 0.7284454545454545] [-0.0014482807622385608, 0.3194076610939437]
9 175.624 [0.01116272727272733, 0.7285472727272726] [-0.0014482807622385608, 0.3194076610939437]
9 180.631 [0.011275454545454573, 0.727980909090909] [-0.0014482807622385608, 0.3194076610939437]
9 185.638 [0.011294545454545446, 0.727951818181818] [-0.0014482807622385608, 0.3194076610939437]
9 190.647 [0.011340909090909103, 0.7274872727272725] [-0.0014482807622385608, 0.3194076610939437]
9 195.654 [0.012407272727272782, 0.720281818181818] [-0.0014482807622385608, 0.3194076610939437]
9 200.661 [0.012571818181818266, 0.7194518181818181] [-0.0014482807622385608, 0.3194076610939437]
9 205.664 [0.012665454545454556, 0.7189654545454545] [-0.0014482807622385608, 0.3194076610939437]
9 210.671 [0.01267000000000004, 0.7189445454545453] [-0.0014482807622385608, 0.3194076610939437]
9 215.678 [0.012839090909090927, 0.7184909090909091] [-0.0014482807622385608, 0.3194076610939437]
9 220.682 [0.011110000000000054, 0.7158527272727272] [-0.0014482807622385608, 0.3194076610939437]
9 225.691 [0.010938181818181836, 0.7149699999999999] [-0.0014482807622385608, 0.3194076610939437]
9 230.701 [0.010944545454545474, 0.714900909090909] [-0.0014482807622385608, 0.3194076610939437]
9 235.705 [0.01083454545454548, 0.7143181818181819] [-0.0014482807622385608, 0.3194076610939437]
9 240.71 [0.010860000000000031, 0.714261818181818] [-0.0014482807622385608, 0.3194076610939437]
9 245.717 [0.01085454545454545, 0.7142227272727272] [-0.0014482807622385608, 0.3194076610939437]
9 250.725 [0.010853636363636354, 0.7142181818181818] [-0.0014482807622385608, 0.3194076610939437]
9 255.73 [0.011077272727272748, 0.7137636363636362] [-0.0014482807622385608, 0.3194076610939437]
9 260.737 [0.011077272727272748, 0.7137627272727272] [-0.0014482807622385608, 0.3194076610939437]
9 265.746 [0.011096363636363661, 0.7136945454545454] [-0.0014482807622385608, 0.3194076610939437]
9 270.752 [0.011095454545454565, 0.713670909090909] [-0.0014482807622385608, 0.3194076610939437]
9 275.758 [0.011702727272727314, 0.7094536363636362] [-0.0014482807622385608, 0.3194076610939437]
9 280.765 [0.012149090909090927, 0.7082963636363636] [-0.0014482807622385608, 0.3194076610939437]
9 285.77 [0.012287272727272763, 0.7077318181818181] [-0.0014482807622385608, 0.3194076610939437]
9 290.771 [0.012286363636363706, 0.7075890909090906] [-0.0014482807622385608, 0.3194076610939437]
9 295.782 [0.012286363636363706, 0.7075890909090906] [-0.0014482807622385608, 0.3194076610939437]
9 300.79 [0.012660000000000041, 0.7030474999999998] [-0.0014482807622385608, 0.3194076610939437]
9 305.798 [0.013210833333333394, 0.7001383333333332] [-0.0014482807622385608, 0.3194076610939437]
9 310.803 [0.013250000000000059, 0.6999791666666665] [-0.0014482807622385608, 0.3194076610939437]
9 315.809 [0.013582500000000053, 0.6983316666666665] [-0.0014482807622385608, 0.3194076610939437]
9 320.818 [0.014283333333333351, 0.6968774999999998] [-0.0014482807622385608, 0.3194076610939437]
9 325.822 [0.014180000000000007, 0.6965741666666666] [-0.0014482807622385608, 0.3194076610939437]
9 330.83 [0.01417833333333333, 0.6964591666666665] [-0.0014482807622385608, 0.3194076610939437]
9 335.835 [0.014180833333333346, 0.6964499999999999] [-0.0014482807622385608, 0.3194076610939437]
9 340.842 [0.014182500000000023, 0.6964433333333332] [-0.0014482807622385608, 0.3194076610939437]
9 345.849 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 350.855 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 355.862 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 360.868 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 365.874 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 370.883 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 375.893 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 380.897 [0.014185000000000003, 0.6964266666666665] [-0.0014482807622385608, 0.3194076610939437]
9 385.901 [0.01879000000000001, 0.6732866666666667] [-0.0014482807622385608, 0.3194076610939437]
9 390.912 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 395.917 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 400.922 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 405.929 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 410.935 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 415.947 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 420.949 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 425.956 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 430.962 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 435.97 [0.018803333333333356, 0.6732291666666667] [-0.0014482807622385608, 0.3194076610939437]
9 440.977 [0.020147500000000023, 0.6702733333333333] [-0.0014482807622385608, 0.3194076610939437]
9 445.983 [0.020175000000000054, 0.6701908333333333] [-0.0014482807622385608, 0.3194076610939437]
9 450.988 [0.020175000000000054, 0.6701908333333333] [-0.0014482807622385608, 0.3194076610939437]
9 455.999 [0.020175000000000054, 0.6701908333333333] [-0.0014482807622385608, 0.3194076610939437]
9 461.004 [0.020230833333333382, 0.6698166666666666] [-0.0014482807622385608, 0.3194076610939437]
9 466.012 [0.02026500000000005, 0.6696633333333333] [-0.0014482807622385608, 0.3194076610939437]
9 471.015 [0.02026500000000005, 0.6696633333333333] [-0.0014482807622385608, 0.3194076610939437]
9 476.024 [0.02026500000000005, 0.6696633333333333] [-0.0014482807622385608, 0.3194076610939437]
9 481.028 [0.02176916666666673, 0.6629733333333333] [-0.0014482807622385608, 0.3194076610939437]
9 486.035 [0.021792500000000065, 0.6629141666666666] [-0.0014482807622385608, 0.3194076610939437]
9 491.042 [0.021792500000000065, 0.6629141666666666] [-0.0014482807622385608, 0.3194076610939437]
9 496.049 [0.022131666666666733, 0.6620983333333332] [-0.0014482807622385608, 0.3194076610939437]
9 501.051 [0.022131666666666733, 0.6620983333333332] [-0.0014482807622385608, 0.3194076610939437]
9 506.06 [0.02215833333333343, 0.6620083333333332] [-0.0014482807622385608, 0.3194076610939437]
9 511.066 [0.02563000000000008, 0.6518408333333333] [-0.0014482807622385608, 0.3194076610939437]
9 516.071 [0.025632500000000096, 0.6518341666666666] [-0.0014482807622385608, 0.3194076610939437]
9 521.075 [0.028210833333333407, 0.644085] [-0.0014482807622385608, 0.3194076610939437]
9 526.086 [0.028247500000000092, 0.6439525] [-0.0014482807622385608, 0.3194076610939437]
9 531.096 [0.02846833333333343, 0.6426841666666667] [-0.0014482807622385608, 0.3194076610939437]
9 536.098 [0.02847666666666678, 0.6426491666666667] [-0.0014482807622385608, 0.3194076610939437]
9 541.107 [0.028497500000000103, 0.6425208333333333] [-0.0014482807622385608, 0.3194076610939437]
9 546.11 [0.028842500000000104, 0.6405841666666667] [-0.0014482807622385608, 0.3194076610939437]
9 551.115 [0.028842500000000104, 0.6405824999999999] [-0.0014482807622385608, 0.3194076610939437]
9 556.129 [0.028842500000000104, 0.6405824999999999] [-0.0014482807622385608, 0.3194076610939437]
9 561.131 [0.028842500000000104, 0.6405824999999999] [-0.0014482807622385608, 0.3194076610939437]
9 566.138 [0.028842500000000104, 0.64058] [-0.0014482807622385608, 0.3194076610939437]
9 571.144 [0.029339166666666732, 0.6381683333333333] [-0.0014482807622385608, 0.3194076610939437]
9 576.151 [0.029345833333333404, 0.6381333333333333] [-0.0014482807622385608, 0.3194076610939437]
9 581.156 [0.030424166666666697, 0.6322566666666667] [-0.0014482807622385608, 0.3194076610939437]
9 586.167 [0.030424166666666697, 0.6322558333333334] [-0.0014482807622385608, 0.3194076610939437]
9 591.169 [0.030502500000000026, 0.6318916666666667] [-0.0014482807622385608, 0.3194076610939437]
9 596.179 [0.030502500000000026, 0.6318916666666667] [-0.0014482807622385608, 0.3194076610939437]
