ID TIME %RAM %CPU
1 0.003 47.4 16.3
1 5.008 47.4 17.3
1 10.03 47.4 16.4
1 16.017 47.6 26.5
1 21.019 48.2 20.0
1 27.024 47.7 19.8
1 33.005 48.1 21.7
1 38.061 48.1 21.0
1 45.012 48.2 19.2
1 51.037 48.1 15.0
1 58.008 48.1 16.8
1 63.022 48.2 18.6
1 69.035 48.4 12.5
1 75.03 48.2 23.1
1 81.074 48.7 20.1
1 89.012 48.8 16.4
1 94.046 49.2 28.2
1 100.05 49.1 26.9
1 109.047 49.8 21.7
1 116.034 50.0 24.1
1 123.011 49.7 19.2
1 128.012 49.2 23.4
1 133.097 49.3 20.6
1 139.016 49.4 15.3
1 147.016 49.0 19.2
1 153.073 48.9 19.9
1 159.03 48.9 19.9
1 164.049 48.8 15.2
1 173.024 49.0 19.2
1 179.033 49.0 20.8
1 188.021 49.1 24.3
1 194.072 50.0 21.8
1 205.064 49.9 17.3
1 214.074 49.7 26.5
1 220.025 49.9 21.2
1 227.034 49.8 21.1
1 233.055 49.7 21.8
1 239.036 50.0 22.8
1 246.03 50.5 24.6
1 251.036 50.8 21.3
1 257.026 51.1 20.2
1 263.076 51.2 18.0
1 268.086 50.9 21.3
1 274.052 51.1 20.6
1 281.036 51.1 20.2
1 287.028 50.1 24.8
1 292.033 50.6 15.6
1 298.04 50.5 14.3
1 303.047 50.4 17.9
1 309.037 50.5 13.7
1 316.098 50.5 16.6
1 322.071 50.8 21.4
1 328.068 50.8 24.0
1 335.036 50.6 16.4
1 342.034 50.5 12.1
1 348.069 50.4 13.8
1 354.038 50.3 15.1
1 360.047 50.7 20.2
1 368.043 50.9 14.9
1 374.045 50.7 20.5
1 383.04 50.8 21.7
1 389.047 50.9 15.2
1 395.046 50.8 16.3
1 400.098 50.8 11.4
1 407.066 50.9 20.8
1 414.08 50.8 20.6
1 421.052 51.0 15.9
1 429.046 51.1 21.4
1 434.066 51.3 20.7
1 440.054 51.2 17.9
1 447.066 51.0 16.4
1 457.067 51.1 18.9
1 464.053 51.5 20.4
1 471.089 51.9 20.3
1 477.102 51.7 16.9
1 485.055 51.5 20.9
1 490.059 51.8 16.9
1 495.064 51.9 13.7
1 501.052 52.1 18.4
1 509.051 52.0 18.1
1 515.106 51.8 19.3
1 521.085 51.8 17.1
1 526.097 51.8 17.2
1 532.059 52.0 22.9
1 537.104 52.3 17.2
1 542.109 52.0 16.9
1 548.061 51.8 17.6
1 553.074 51.9 17.8
1 559.07 51.9 15.5
1 565.063 52.0 16.9
1 570.066 51.9 19.4
1 576.062 52.0 14.5
1 581.106 51.5 22.6
1 587.064 51.5 16.8
1 592.081 51.5 16.2
1 597.114 51.5 19.7
1 603.072 51.4 18.6
1 608.109 51.4 14.7
1 613.122 51.4 17.1
1 620.072 51.9 27.4
1 627.074 51.9 23.5
1 634.091 51.9 14.9
1 644.086 51.9 15.3
1 650.067 51.5 13.2
1 655.113 51.5 21.5
1 661.114 52.1 14.1
1 672.074 53.3 29.2
1 678.09 53.0 19.4
1 686.095 53.1 23.2
1 692.108 53.2 22.1
1 700.1 53.5 31.3
1 706.076 53.4 22.8
1 711.079 53.4 21.4
1 716.109 53.2 17.5
1 722.079 53.1 24.9
1 728.074 53.4 20.7
1 734.084 52.9 17.8
1 740.129 52.8 19.0
1 748.095 52.7 14.9
1 757.084 52.7 17.9
1 762.096 52.6 18.6
1 770.076 52.7 19.7
1 777.086 52.7 19.3
1 782.088 52.8 19.5
1 790.076 52.8 19.7
1 796.093 52.8 18.1
1 803.146 53.0 18.7
1 809.076 53.1 21.3
