ID TIME pos
7 0.097 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 5.107 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 10.111 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 15.12 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 20.127 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 25.133 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 30.138 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 35.146 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 40.154 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 45.162 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 50.167 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 55.174 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 60.18 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 65.184 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 70.193 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 75.201 [0, 0] [-0.2547674020358321, 0.3940334880744533]
7 80.204 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 85.213 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 90.222 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 95.228 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 100.232 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 105.238 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 110.34 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 115.348 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 120.357 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 125.363 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 130.368 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 135.37 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 140.383 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 145.391 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 150.395 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 155.404 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 160.408 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 165.418 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 170.423 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 175.43 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 180.44 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 185.441 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 190.449 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 195.459 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 200.462 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 205.466 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 210.474 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 215.479 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 220.485 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 225.491 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 230.497 [0.21988999999999992, 0.5331600000000001] [-0.2547674020358321, 0.3940334880744533]
7 235.506 [0.03168499999999996, 0.46289] [-0.2547674020358321, 0.3940334880744533]
7 240.512 [-0.13000499999999993, 0.41914000000000007] [-0.2547674020358321, 0.3940334880744533]
7 245.518 [-0.1297366666666666, 0.4247866666666667] [-0.2547674020358321, 0.3940334880744533]
7 250.521 [-0.1385266666666667, 0.42837333333333333] [-0.2547674020358321, 0.3940334880744533]
7 255.533 [-0.13295000000000004, 0.43312] [-0.2547674020358321, 0.3940334880744533]
7 260.541 [-0.14536000000000007, 0.43616] [-0.2547674020358321, 0.3940334880744533]
7 265.546 [-0.15832166666666667, 0.42708000000000007] [-0.2547674020358321, 0.3940334880744533]
7 270.552 [-0.17651, 0.42638428571428577] [-0.2547674020358321, 0.3940334880744533]
7 275.557 [-0.17172875, 0.42896] [-0.2547674020358321, 0.3940334880744533]
7 280.563 [-0.17518, 0.4283450000000001] [-0.2547674020358321, 0.3940334880744533]
7 285.568 [-0.186907, 0.426837] [-0.2547674020358321, 0.3940334880744533]
7 290.576 [-0.1912681818181818, 0.4264836363636363] [-0.2547674020358321, 0.3940334880744533]
7 295.581 [-0.1915009090909091, 0.4266009090909089] [-0.2547674020358321, 0.3940334880744533]
7 300.588 [-0.19151727272727273, 0.42660545454545457] [-0.2547674020358321, 0.3940334880744533]
7 305.594 [-0.19008, 0.4264941666666666] [-0.2547674020358321, 0.3940334880744533]
7 310.602 [-0.19131166666666663, 0.42654583333333324] [-0.2547674020358321, 0.3940334880744533]
7 315.608 [-0.19316666666666663, 0.42604749999999997] [-0.2547674020358321, 0.3940334880744533]
7 320.615 [-0.19346833333333335, 0.42598416666666666] [-0.2547674020358321, 0.3940334880744533]
7 325.619 [-0.19493083333333336, 0.42611666666666653] [-0.2547674020358321, 0.3940334880744533]
7 330.626 [-0.19508999999999999, 0.4261283333333332] [-0.2547674020358321, 0.3940334880744533]
7 335.632 [-0.19495916666666666, 0.4261525000000001] [-0.2547674020358321, 0.3940334880744533]
7 340.637 [-0.19606833333333332, 0.4259899999999999] [-0.2547674020358321, 0.3940334880744533]
7 345.645 [-0.19738538461538463, 0.4252338461538462] [-0.2547674020358321, 0.3940334880744533]
7 350.652 [-0.1982184615384615, 0.4251538461538462] [-0.2547674020358321, 0.3940334880744533]
7 355.658 [-0.19832538461538465, 0.42513153846153845] [-0.2547674020358321, 0.3940334880744533]
7 360.666 [-0.20132133256972923, 0.4263129476155637] [-0.2547674020358321, 0.3940334880744533]
7 365.67 [-0.20253466590306252, 0.4258149476155637] [-0.2547674020358321, 0.3940334880744533]
7 370.677 [-0.2026179992363959, 0.4258089476155637] [-0.2547674020358321, 0.3940334880744533]
7 375.687 [-0.20505999923639587, 0.42526294761556366] [-0.2547674020358321, 0.3940334880744533]
7 380.694 [-0.20508333256972922, 0.42525894761556365] [-0.2547674020358321, 0.3940334880744533]
7 385.698 [-0.20517533256972922, 0.425240280948897] [-0.2547674020358321, 0.3940334880744533]
7 390.704 [-0.20666399923639592, 0.425212280948897] [-0.2547674020358321, 0.3940334880744533]
7 395.714 [-0.20770533256972926, 0.42517894761556363] [-0.2547674020358321, 0.3940334880744533]
7 400.719 [-0.20774133256972924, 0.4251669476155636] [-0.2547674020358321, 0.3940334880744533]
7 405.726 [-0.20774133256972924, 0.4251669476155636] [-0.2547674020358321, 0.3940334880744533]
7 410.732 [-0.20976733256972924, 0.4243596142822303] [-0.2547674020358321, 0.3940334880744533]
7 415.738 [-0.20976466590306256, 0.42435894761556364] [-0.2547674020358321, 0.3940334880744533]
7 420.742 [-0.2097693325697292, 0.4243596142822303] [-0.2547674020358321, 0.3940334880744533]
7 425.749 [-0.20975999923639588, 0.42419761428223024] [-0.2547674020358321, 0.3940334880744533]
7 430.755 [-0.20975999923639588, 0.42419761428223024] [-0.2547674020358321, 0.3940334880744533]
7 435.761 [-0.20998799923639588, 0.42435894761556364] [-0.2547674020358321, 0.3940334880744533]
7 440.77 [-0.21038066590306256, 0.4243476142822303] [-0.2547674020358321, 0.3940334880744533]
7 445.776 [-0.21040466590306253, 0.4243436142822303] [-0.2547674020358321, 0.3940334880744533]
7 450.781 [-0.2106479992363959, 0.42422428094889697] [-0.2547674020358321, 0.3940334880744533]
7 455.792 [-0.21069866590306255, 0.4242129476155636] [-0.2547674020358321, 0.3940334880744533]
7 460.8 [-0.21078066590306258, 0.4241436142822303] [-0.2547674020358321, 0.3940334880744533]
7 465.803 [-0.21078066590306258, 0.4241436142822303] [-0.2547674020358321, 0.3940334880744533]
7 470.81 [-0.21078066590306258, 0.4241436142822303] [-0.2547674020358321, 0.3940334880744533]
7 475.818 [-0.21078066590306258, 0.4241436142822303] [-0.2547674020358321, 0.3940334880744533]
7 480.823 [-0.21494733256972923, 0.4241029476155636] [-0.2547674020358321, 0.3940334880744533]
7 485.833 [-0.21501066590306253, 0.424092280948897] [-0.2547674020358321, 0.3940334880744533]
7 490.836 [-0.21501466590306256, 0.4241009476155637] [-0.2547674020358321, 0.3940334880744533]
7 495.844 [-0.21501466590306256, 0.4241009476155637] [-0.2547674020358321, 0.3940334880744533]
7 500.849 [-0.21506599923639586, 0.424086280948897] [-0.2547674020358321, 0.3940334880744533]
7 505.857 [-0.21506599923639586, 0.424086280948897] [-0.2547674020358321, 0.3940334880744533]
7 510.862 [-0.21506599923639586, 0.424086280948897] [-0.2547674020358321, 0.3940334880744533]
7 515.869 [-0.21517066590306252, 0.424114280948897] [-0.2547674020358321, 0.3940334880744533]
7 520.877 [-0.21597933256972918, 0.4241316142822303] [-0.2547674020358321, 0.3940334880744533]
7 525.882 [-0.21597933256972918, 0.4241316142822303] [-0.2547674020358321, 0.3940334880744533]
7 530.889 [-0.21654999923639587, 0.42413094761556364] [-0.2547674020358321, 0.3940334880744533]
7 535.894 [-0.2172833325697292, 0.42402494761556375] [-0.2547674020358321, 0.3940334880744533]
7 540.901 [-0.21729133256972918, 0.42402361428223034] [-0.2547674020358321, 0.3940334880744533]
7 545.91 [-0.21729133256972918, 0.42402361428223034] [-0.2547674020358321, 0.3940334880744533]
7 550.917 [-0.21736466590306253, 0.4240076142822303] [-0.2547674020358321, 0.3940334880744533]
7 555.923 [-0.21736466590306253, 0.4240076142822303] [-0.2547674020358321, 0.3940334880744533]
7 560.931 [-0.21736466590306253, 0.4240076142822303] [-0.2547674020358321, 0.3940334880744533]
7 565.938 [-0.21736466590306253, 0.4240076142822303] [-0.2547674020358321, 0.3940334880744533]
7 570.941 [-0.21736466590306253, 0.4240076142822303] [-0.2547674020358321, 0.3940334880744533]
7 575.948 [-0.21736466590306253, 0.4240076142822303] [-0.2547674020358321, 0.3940334880744533]
7 580.954 [-0.21736466590306253, 0.4240076142822303] [-0.2547674020358321, 0.3940334880744533]
7 585.963 [-0.21791666590306255, 0.4240009476155637] [-0.2547674020358321, 0.3940334880744533]
7 590.968 [-0.2190213325697292, 0.4238556142822304] [-0.2547674020358321, 0.3940334880744533]
7 595.975 [-0.21915866590306254, 0.423842280948897] [-0.2547674020358321, 0.3940334880744533]
