ID TIME pos
13 1.213 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 6.32 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 11.327 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 16.334 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 21.341 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 26.35 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.37977000000000016, 0.6779899999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 31.357 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.37977000000000016, 0.6779899999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 36.365 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.37977000000000016, 0.6779899999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 41.373 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.37977000000000016, 0.6779899999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4364499999999998, 0.37604000000000015], [0, 0]]
13 46.481 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.37977000000000016, 0.6779899999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4364499999999998, 0.37604000000000015], [0, 0]]
13 51.487 [0, 0] [0.3107439809961832, 0.4192642656727748] [[0.3199299999999998, 0.4253499999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.37977000000000016, 0.6779899999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.4364499999999998, 0.37604000000000015], [0, 0]]
