ID TIME POS
5 0.305 0.0309844i + -0.391553j
5 10.315 0.0503485i + -0.275448j
5 20.412 -0.199938i + -0.160893j
5 30.413 -0.220167i + -0.288394j
5 40.514 -0.300944i + -0.0600612j
5 50.514 -0.45441i + -0.264531j
5 60.617 -0.501934i + -0.374463j
5 70.712 -0.262899i + -0.243536j
5 80.714 -0.325459i + -0.274226j
5 90.813 -0.347371i + -0.419092j
5 100.813 -0.173334i + -0.18301j
5 110.814 -0.355074i + -0.0290322j
5 120.815 -0.488695i + 0.100337j
5 130.913 -0.680682i + -0.435173j
5 141.018 -0.317937i + -0.0732723j
5 151.119 -0.517264i + -0.0297842j
5 161.214 -0.138681i + -0.272657j
5 171.313 -0.772127i + -0.0282242j
