ID TIME %RAM %CPU
1 0.003 46.8 14.7
1 5.07 46.9 7.5
1 11.013 46.9 6.8
1 16.054 46.9 6.4
1 23.014 46.9 7.8
1 28.031 46.9 6.6
1 33.034 46.9 8.3
1 38.068 47.2 9.0
1 43.084 47.0 6.5
1 49.022 47.1 7.7
1 55.029 47.0 6.3
1 62.024 47.0 5.9
1 69.017 47.1 8.8
1 75.013 47.1 10.4
1 80.02 46.7 7.7
1 86.049 46.6 9.0
1 92.026 46.6 7.0
1 98.086 45.9 13.1
1 104.031 45.9 7.5
1 111.033 45.9 7.7
1 117.035 46.0 8.8
1 123.024 46.5 17.0
1 129.045 46.7 17.9
1 135.054 46.6 16.0
1 142.042 46.1 9.7
1 147.052 46.1 7.9
1 152.066 46.0 14.6
1 157.086 46.0 7.7
1 163.034 46.0 9.9
1 170.039 46.0 8.2
1 177.064 46.0 8.3
1 183.065 46.0 8.6
1 190.041 46.1 7.4
1 195.099 46.1 7.9
1 202.048 46.1 9.4
1 208.072 46.0 10.0
1 216.029 46.0 7.5
1 221.048 46.0 7.4
1 227.05 46.1 9.4
1 232.076 46.0 7.8
1 238.048 46.0 7.5
1 244.057 46.0 12.8
1 250.071 46.0 12.8
1 256.038 46.0 7.9
1 262.056 46.0 16.5
1 268.074 46.0 14.4
1 274.032 46.0 18.4
1 280.074 46.0 8.0
1 289.068 46.0 12.5
1 295.062 46.0 3.6
1 301.092 46.0 8.5
1 308.081 46.1 7.1
1 314.048 46.1 8.7
1 319.076 46.1 7.1
1 325.102 46.1 13.2
1 331.04 46.1 6.9
1 336.043 46.1 8.7
1 341.063 46.3 8.2
1 348.081 46.1 9.5
1 354.078 46.1 11.7
1 361.04 46.1 7.6
1 366.042 46.1 8.4
1 371.075 46.2 9.0
1 378.076 46.2 8.0
1 384.098 46.2 9.4
1 391.053 46.2 8.3
1 397.061 46.2 7.2
1 402.098 46.2 8.1
1 408.092 46.2 10.6
1 415.09 46.2 8.6
1 422.103 46.2 9.2
1 430.108 46.2 9.3
1 436.062 46.2 9.8
1 442.083 46.0 9.3
1 447.11 46.1 13.9
1 454.065 46.3 7.3
1 459.099 46.3 8.5
1 465.067 46.2 7.1
1 471.114 46.2 9.9
1 477.063 46.2 6.3
1 484.051 46.2 11.3
1 490.059 46.2 8.5
1 495.074 46.2 58.8
1 500.113 45.9 13.1
1 507.055 45.9 11.6
1 514.053 45.9 8.5
1 520.078 45.9 7.7
1 527.056 45.9 10.9
1 534.07 45.9 8.8
1 541.056 45.8 10.0
1 547.094 45.9 8.3
1 554.091 45.9 8.6
1 559.11 45.9 13.6
1 566.104 45.7 8.5
1 571.121 45.8 9.7
1 577.064 45.9 9.8
1 583.132 45.8 7.6
1 589.073 45.8 9.0
1 595.065 45.8 6.1
1 601.066 45.9 10.7
1 608.098 45.8 8.5
1 614.135 45.8 8.5
1 619.143 45.8 10.9
1 625.064 45.8 12.1
1 631.083 45.8 8.1
1 638.077 45.9 8.6
1 644.079 45.9 9.8
1 650.125 45.9 7.9
1 656.129 45.9 9.8
1 662.13 45.9 8.9
1 668.09 46.0 11.6
1 674.139 45.9 15.4
1 681.07 46.0 7.7
1 686.074 45.9 6.9
1 693.093 45.9 9.1
1 699.081 45.9 9.6
1 704.098 45.9 14.5
1 710.088 45.9 12.4
1 716.086 46.0 10.7
1 721.092 45.9 7.9
1 728.089 45.9 9.8
1 733.114 46.0 11.4
1 740.084 45.9 7.9
1 745.107 46.0 8.6
1 750.136 46.0 8.2
1 757.108 46.0 8.0
1 762.117 46.0 7.8
1 770.119 46.0 10.4
1 779.084 46.0 10.4
1 784.085 46.1 10.2
1 791.088 46.0 8.3
1 796.118 46.0 9.1
1 804.139 46.0 9.9
1 810.107 46.0 8.1
1 817.104 46.1 7.8
1 823.083 46.1 7.6
1 828.143 46.1 7.6
1 833.153 46.1 11.5
1 839.144 46.1 8.6
1 845.09 46.1 7.3
1 851.098 46.1 9.6
1 856.138 46.1 10.1
1 863.097 46.1 10.4
1 870.128 46.1 8.3
1 876.106 46.1 7.8
1 881.121 46.2 9.8
1 889.116 46.2 8.8
1 894.129 46.2 7.5
1 900.093 46.2 7.3
1 907.093 46.2 8.2
1 913.134 46.2 9.2
1 920.099 46.2 8.8
1 926.095 46.2 7.2
1 932.099 46.2 8.7
1 938.148 46.2 9.7
1 944.119 46.3 9.3
1 950.166 46.2 11.4
1 956.11 46.3 9.4
1 961.134 46.3 8.3
1 966.146 46.3 8.9
