ID TIME pos
5 0.099 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 5.109 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 10.114 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 15.12 [-0.35656, -0.3822399999999999] [-0.3627042145495745, -0.3886294839370129]
5 20.127 [-0.3568, -0.37512999999999996] [-0.3627042145495745, -0.3886294839370129]
5 25.134 [-0.3820121863096708, -0.42272496192821396] [-0.3627042145495745, -0.3886294839370129]
5 30.139 [-0.39009374904773664, -0.43238396954257113] [-0.3627042145495745, -0.3886294839370129]
5 35.146 [-0.3875297490477366, -0.4277079695425711] [-0.3627042145495745, -0.3886294839370129]
5 40.152 [-0.3871997490477367, -0.4272099695425712] [-0.3627042145495745, -0.3886294839370129]
5 45.159 [-0.3902497908731139, -0.43083997461880935] [-0.3627042145495745, -0.3886294839370129]
5 50.166 [-0.3898981242064472, -0.43112664128547595] [-0.3627042145495745, -0.3886294839370129]
5 55.171 [-0.38994812420644714, -0.43124997461880926] [-0.3627042145495745, -0.3886294839370129]
5 60.178 [-0.3860031939154092, -0.4327466497458728] [-0.3627042145495745, -0.3886294839370129]
5 65.181 [-0.3816109716931871, -0.4370066497458729] [-0.3627042145495745, -0.3886294839370129]
5 70.19 [-0.3813331939154093, -0.4369255386347617] [-0.3627042145495745, -0.3886294839370129]
5 75.196 [-0.3812143050265204, -0.43688331641253947] [-0.3627042145495745, -0.3886294839370129]
5 80.208 [-0.38042874947096483, -0.4365299830792062] [-0.3627042145495745, -0.3886294839370129]
5 85.209 [-0.38112287452386834, -0.4373919847712856] [-0.3627042145495745, -0.3886294839370129]
5 90.216 [-0.3790848745238683, -0.4343829847712855] [-0.3627042145495745, -0.3886294839370129]
5 95.222 [-0.37735687452386835, -0.43392598477128547] [-0.3627042145495745, -0.3886294839370129]
5 100.229 [-0.3774826132035166, -0.43362271342844133] [-0.3627042145495745, -0.3886294839370129]
5 105.236 [-0.3774826132035166, -0.43362362251935044] [-0.3627042145495745, -0.3886294839370129]
5 110.244 [-0.3774826132035166, -0.43362362251935044] [-0.3627042145495745, -0.3886294839370129]
5 115.248 [-0.3768360573260525, -0.4343976805932966] [-0.3627042145495745, -0.3886294839370129]
5 120.252 [-0.37683759578759096, -0.43424921905483505] [-0.3627042145495745, -0.3886294839370129]
5 125.258 [-0.37813374963374485, -0.4409238344394505] [-0.3627042145495745, -0.3886294839370129]
5 130.264 [-0.37813374963374485, -0.4409238344394505] [-0.3627042145495745, -0.3886294839370129]
5 135.268 [-0.37813374963374485, -0.4409238344394505] [-0.3627042145495745, -0.3886294839370129]
5 140.277 [-0.37841682655682174, -0.44136614213175807] [-0.3627042145495745, -0.3886294839370129]
5 145.284 [-0.3784299034798987, -0.4414484498240658] [-0.3627042145495745, -0.3886294839370129]
5 150.291 [-0.3782568265568218, -0.44218075751637353] [-0.3627042145495745, -0.3886294839370129]
5 155.301 [-0.3782568265568218, -0.44218075751637353] [-0.3627042145495745, -0.3886294839370129]
5 160.303 [-0.37815605732605256, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 165.312 [-0.37815605732605256, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 170.32 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 175.325 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 180.332 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 185.338 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 190.343 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 195.35 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 200.359 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 205.365 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 210.369 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 215.377 [-0.3781552880952833, -0.442229219054835] [-0.3627042145495745, -0.3886294839370129]
5 220.383 [-0.3777160573260525, -0.4423253729009889] [-0.3627042145495745, -0.3886294839370129]
5 225.393 [-0.37770759578759106, -0.44229921905483505] [-0.3627042145495745, -0.3886294839370129]
5 230.396 [-0.37770759578759106, -0.44229921905483505] [-0.3627042145495745, -0.3886294839370129]
5 235.398 [-0.37775759578759094, -0.44225844982406576] [-0.3627042145495745, -0.3886294839370129]
5 240.409 [-0.3784460573260525, -0.4377030652086813] [-0.3627042145495745, -0.3886294839370129]
5 245.415 [-0.3786468265568217, -0.43870921905483506] [-0.3627042145495745, -0.3886294839370129]
5 250.424 [-0.378647595787591, -0.43871614213175814] [-0.3627042145495745, -0.3886294839370129]
5 255.432 [-0.378647595787591, -0.43871614213175814] [-0.3627042145495745, -0.3886294839370129]
5 260.439 [-0.378647595787591, -0.43871614213175814] [-0.3627042145495745, -0.3886294839370129]
5 265.446 [-0.3789899034798987, -0.43937921905483507] [-0.3627042145495745, -0.3886294839370129]
5 270.452 [-0.3789360573260525, -0.4395976805932967] [-0.3627042145495745, -0.3886294839370129]
5 275.459 [-0.3789183650183602, -0.4395769113625274] [-0.3627042145495745, -0.3886294839370129]
5 280.463 [-0.3789183650183602, -0.4395769113625274] [-0.3627042145495745, -0.3886294839370129]
5 285.47 [-0.3789183650183602, -0.4395769113625274] [-0.3627042145495745, -0.3886294839370129]
5 290.477 [-0.3789183650183602, -0.4395769113625274] [-0.3627042145495745, -0.3886294839370129]
5 295.483 [-0.3790068265568217, -0.44017537290098896] [-0.3627042145495745, -0.3886294839370129]
5 300.49 [-0.3790037496337448, -0.44015537290098894] [-0.3627042145495745, -0.3886294839370129]
5 305.496 [-0.3790037496337448, -0.44015537290098894] [-0.3627042145495745, -0.3886294839370129]
5 310.503 [-0.3790037496337448, -0.44015537290098894] [-0.3627042145495745, -0.3886294839370129]
5 315.512 [-0.3790037496337448, -0.44015537290098894] [-0.3627042145495745, -0.3886294839370129]
5 320.519 [-0.3790037496337448, -0.44015537290098894] [-0.3627042145495745, -0.3886294839370129]
5 325.524 [-0.3790037496337448, -0.44015537290098894] [-0.3627042145495745, -0.3886294839370129]
5 330.531 [-0.3790037496337448, -0.44015537290098894] [-0.3627042145495745, -0.3886294839370129]
5 335.539 [-0.3789883650183602, -0.4401538344394505] [-0.3627042145495745, -0.3886294839370129]
5 340.543 [-0.3789883650183602, -0.4401538344394505] [-0.3627042145495745, -0.3886294839370129]
5 345.55 [-0.37930298040297566, -0.43957691136252736] [-0.3627042145495745, -0.3886294839370129]
