ID TIME pos
5 0.099 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 5.105 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 10.112 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 15.118 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 20.125 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 25.132 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 30.136 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 35.146 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 40.153 [0, 0] [0.5040544357065714, 0.14495530061428424]
5 45.16 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
5 50.166 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
5 55.173 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
5 60.181 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
5 65.189 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
5 70.193 [0.45253999999999994, 0.2188699999999999] [0.5040544357065714, 0.14495530061428424]
5 75.202 [0.4467599999999998, 0.20326000000000022] [0.5040544357065714, 0.14495530061428424]
5 80.207 [0.4712225, 0.21558749999999993] [0.5040544357065714, 0.14495530061428424]
5 85.214 [0.4704275000000001, 0.21588249999999998] [0.5040544357065714, 0.14495530061428424]
5 90.22 [0.4704250000000001, 0.21588249999999998] [0.5040544357065714, 0.14495530061428424]
5 95.226 [0.4704250000000001, 0.21588249999999998] [0.5040544357065714, 0.14495530061428424]
5 100.233 [0.47225800000000007, 0.22108200000000008] [0.5040544357065714, 0.14495530061428424]
5 105.24 [0.472358, 0.221378] [0.5040544357065714, 0.14495530061428424]
5 110.244 [0.472288, 0.22141599999999997] [0.5040544357065714, 0.14495530061428424]
5 115.25 [0.4795683172138331, 0.21845432427126757] [0.5040544357065714, 0.14495530061428424]
5 120.255 [0.4808197457852617, 0.2188514671284105] [0.5040544357065714, 0.14495530061428424]
5 125.263 [0.4808583172138331, 0.2188971814141247] [0.5040544357065714, 0.14495530061428424]
5 130.269 [0.4820197457852617, 0.22061432427126756] [0.5040544357065714, 0.14495530061428424]
5 135.277 [0.4820883172138331, 0.22078575284269614] [0.5040544357065714, 0.14495530061428424]
5 140.285 [0.48305352756210396, 0.22500503373735906] [0.5040544357065714, 0.14495530061428424]
5 145.289 [0.48349424672187014, 0.2274522522109858] [0.5040544357065714, 0.14495530061428424]
5 150.294 [0.4835309133885369, 0.22767669665543025] [0.5040544357065714, 0.14495530061428424]
5 155.301 [0.4834478220496831, 0.22821102698988724] [0.5040544357065714, 0.14495530061428424]
5 160.308 [0.48405802004516646, 0.23019184271807933] [0.5040544357065714, 0.14495530061428424]
5 165.316 [0.48405802004516646, 0.2301927518089884] [0.5040544357065714, 0.14495530061428424]
5 170.322 [0.48409256549971197, 0.22997638817262478] [0.5040544357065714, 0.14495530061428424]
5 175.328 [0.48382165640880276, 0.22903093362717025] [0.5040544357065714, 0.14495530061428424]
