ID TIME ETH
13 0.423 21
13 5.513 21
13 10.606 21
13 15.697 21
13 20.798 21
13 25.905 21
13 31.001 21
13 36.047 21
13 41.178 21
13 46.31 21
13 51.402 21
13 56.502 21
13 61.604 21
13 66.709 21
13 71.806 21
13 76.904 21
13 82.001 21
13 87.059 21
13 92.2 21
13 97.245 21
13 102.4 21
13 107.422 21
13 112.501 21
13 117.712 21
13 122.808 21
13 127.895 21
13 132.985 21
13 138.085 21
13 143.19 21
13 148.303 21
13 153.384 21
13 158.471 21
13 163.585 21
13 168.655 21
13 173.805 21
13 178.888 21
13 183.927 21
13 189.1 21
13 194.105 21
13 199.303 21
13 204.406 21
13 209.49 21
13 214.613 21
13 219.699 21
13 224.801 21
13 229.908 21
13 234.982 21
13 240.005 21
13 245.19 21
13 250.304 21
13 255.37 21
13 260.483 21
13 265.594 21
13 270.711 21
13 275.801 21
13 280.889 21
13 285.911 21
13 291.101 21
13 296.185 21
13 301.305 21
13 306.397 21
13 311.513 21
13 316.543 21
13 321.677 21
13 326.771 21
13 331.882 21
13 336.958 21
13 342.099 21
13 347.183 21
13 352.251 21
13 357.398 21
13 362.499 21
13 367.576 21
13 372.606 21
13 377.782 21
13 382.886 21
13 388.009 21
13 393.087 21
13 398.208 21
13 403.304 21
13 408.394 21
13 413.491 21
13 418.585 21
13 423.674 21
13 428.757 21
13 433.893 21
13 438.991 21
13 444.064 21
13 449.168 21
13 454.257 21
13 459.407 21
