ID TIME pos
3 0.1 [0, 0] [0.3019231251934492, 0.32744640200502934]
3 5.106 [0, 0] [0.3019231251934492, 0.32744640200502934]
3 10.114 [0, 0] [0.3019231251934492, 0.32744640200502934]
3 15.12 [0, 0] [0.3019231251934492, 0.32744640200502934]
3 20.127 [0, 0] [0.3019231251934492, 0.32744640200502934]
3 25.133 [0.4131100000000001, 0.3366600000000002] [0.3019231251934492, 0.32744640200502934]
3 30.141 [0.4131100000000001, 0.3366600000000002] [0.3019231251934492, 0.32744640200502934]
3 35.147 [0.4131100000000001, 0.3366600000000002] [0.3019231251934492, 0.32744640200502934]
3 40.152 [0.4131100000000001, 0.3366600000000002] [0.3019231251934492, 0.32744640200502934]
3 45.159 [0.35036, 0.3869100000000001] [0.3019231251934492, 0.32744640200502934]
3 50.165 [0.31537031809756966, 0.39346678989801964] [0.3019231251934492, 0.32744640200502934]
3 55.172 [0.31148431809756966, 0.3834167898980196] [0.3019231251934492, 0.32744640200502934]
3 60.179 [0.3045002650813081, 0.4026973249150163] [0.3019231251934492, 0.32744640200502934]
3 65.185 [0.30450193174797474, 0.40269065824834965] [0.3019231251934492, 0.32744640200502934]
3 70.192 [0.30450193174797474, 0.40269065824834965] [0.3019231251934492, 0.32744640200502934]
3 75.2 [0.30450193174797474, 0.40269065824834965] [0.3019231251934492, 0.32744640200502934]
3 80.205 [0.30450193174797474, 0.40269065824834965] [0.3019231251934492, 0.32744640200502934]
3 85.211 [0.30450193174797474, 0.40269065824834965] [0.3019231251934492, 0.32744640200502934]
3 90.218 [0.30450193174797474, 0.40269065824834965] [0.3019231251934492, 0.32744640200502934]
3 95.226 [0.3033552650813081, 0.40251399158168305] [0.3019231251934492, 0.32744640200502934]
3 100.232 [0.30335359841464143, 0.40251399158168305] [0.3019231251934492, 0.32744640200502934]
3 105.238 [0.30335359841464143, 0.40251399158168305] [0.3019231251934492, 0.32744640200502934]
3 110.24 [0.30335359841464143, 0.40251399158168305] [0.3019231251934492, 0.32744640200502934]
3 115.247 [0.30335359841464143, 0.40251399158168305] [0.3019231251934492, 0.32744640200502934]
3 120.251 [0.30335359841464143, 0.40251399158168305] [0.3019231251934492, 0.32744640200502934]
3 125.26 [0.30335359841464143, 0.40251399158168305] [0.3019231251934492, 0.32744640200502934]
3 130.268 [0.3060002650813081, 0.3901256582483497] [0.3019231251934492, 0.32744640200502934]
3 135.275 [0.30665737006969257, 0.3869848499271568] [0.3019231251934492, 0.32744640200502934]
3 140.282 [0.30665879864112117, 0.3870191356414426] [0.3019231251934492, 0.32744640200502934]
3 145.284 [0.30668737006969254, 0.38681342135572827] [0.3019231251934492, 0.32744640200502934]
3 150.294 [0.30713144881098103, 0.38670924368626225] [0.3019231251934492, 0.32744640200502934]
3 155.301 [0.30713144881098103, 0.38670924368626225] [0.3019231251934492, 0.32744640200502934]
3 160.306 [0.307230198810981, 0.3862217436862623] [0.3019231251934492, 0.32744640200502934]
3 165.315 [0.307236448810981, 0.38606674368626226] [0.3019231251934492, 0.32744640200502934]
3 170.319 [0.307660198810981, 0.3857992436862622] [0.3019231251934492, 0.32744640200502934]
3 175.326 [0.3056612878319831, 0.38273932772112196] [0.3019231251934492, 0.32744640200502934]
3 180.333 [0.3056623989430942, 0.38273932772112196] [0.3019231251934492, 0.32744640200502934]
3 185.339 [0.30595684338753865, 0.38273932772112196] [0.3019231251934492, 0.32744640200502934]
3 190.345 [0.30595684338753865, 0.38273932772112196] [0.3019231251934492, 0.32744640200502934]
3 195.351 [0.30595684338753865, 0.38273932772112196] [0.3019231251934492, 0.32744640200502934]
3 200.358 [0.30595684338753865, 0.38273932772112196] [0.3019231251934492, 0.32744640200502934]
3 205.364 [0.30595684338753865, 0.38273932772112196] [0.3019231251934492, 0.32744640200502934]
3 210.369 [0.3059946211653164, 0.3828882166100109] [0.3019231251934492, 0.32744640200502934]
3 215.376 [0.3059946211653164, 0.3828882166100109] [0.3019231251934492, 0.32744640200502934]
3 220.383 [0.3059946211653164, 0.3828882166100109] [0.3019231251934492, 0.32744640200502934]
3 225.39 [0.30412515904878473, 0.37943839494900977] [0.3019231251934492, 0.32744640200502934]
3 230.395 [0.30372215904878475, 0.3769333949490098] [0.3019231251934492, 0.32744640200502934]
3 235.402 [0.3037261590487847, 0.3768763949490098] [0.3019231251934492, 0.32744640200502934]
3 240.409 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 245.416 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 250.422 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 255.43 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 260.437 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 265.443 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 270.449 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 275.456 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 280.462 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 285.469 [0.30371815904878474, 0.3768563949490098] [0.3019231251934492, 0.32744640200502934]
3 290.475 [0.3074528718625316, 0.3755885408627362] [0.3019231251934492, 0.32744640200502934]
3 295.482 [0.29827923549889523, 0.3793667226809179] [0.3019231251934492, 0.32744640200502934]
3 300.49 [0.2983092354988952, 0.37937399540819067] [0.3019231251934492, 0.32744640200502934]
3 305.497 [0.29915741731707707, 0.3784039954081907] [0.3019231251934492, 0.32744640200502934]
3 310.502 [0.2992101445898043, 0.37838944995364526] [0.3019231251934492, 0.32744640200502934]
3 315.508 [0.29949650822616797, 0.378006722680918] [0.3019231251934492, 0.32744640200502934]
3 320.515 [0.29949559913525886, 0.378006722680918] [0.3019231251934492, 0.32744640200502934]
3 325.522 [0.2995192354988952, 0.37797399540819065] [0.3019231251934492, 0.32744640200502934]
3 330.529 [0.2995192354988952, 0.37797399540819065] [0.3019231251934492, 0.32744640200502934]
3 335.535 [0.2995728718625316, 0.37792854086273614] [0.3019231251934492, 0.32744640200502934]
3 340.543 [0.29957378095344067, 0.37792308631728166] [0.3019231251934492, 0.32744640200502934]
3 345.548 [0.29957378095344067, 0.37792308631728166] [0.3019231251934492, 0.32744640200502934]
3 350.554 [0.29957378095344067, 0.37792308631728166] [0.3019231251934492, 0.32744640200502934]
