ID TIME pos
13 0.095 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 5.108 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 10.114 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 15.116 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 20.125 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 25.131 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 30.142 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 35.144 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 40.151 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 45.158 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 50.166 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 55.171 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 60.178 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 65.185 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 70.193 [0, 0] [-0.26338720063524884, -0.1710551276553231]
13 75.302 [-0.2261200000000001, -0.2722199999999999] [-0.26338720063524884, -0.1710551276553231]
13 80.31 [-0.22295500000000001, -0.248915] [-0.26338720063524884, -0.1710551276553231]
13 85.312 [-0.2243666666666667, -0.23926666666666666] [-0.26338720063524884, -0.1710551276553231]
13 90.32 [-0.2243666666666667, -0.23926666666666666] [-0.26338720063524884, -0.1710551276553231]
13 95.326 [-0.21324000000000004, -0.223545] [-0.26338720063524884, -0.1710551276553231]
13 100.331 [-0.21380750000000004, -0.223335] [-0.26338720063524884, -0.1710551276553231]
13 105.339 [-0.21130000000000004, -0.234104] [-0.26338720063524884, -0.1710551276553231]
13 110.339 [-0.22012333333333337, -0.23628666666666664] [-0.26338720063524884, -0.1710551276553231]
13 115.356 [-0.22016333333333335, -0.2351633333333333] [-0.26338720063524884, -0.1710551276553231]
13 120.357 [-0.2213557142857143, -0.23794] [-0.26338720063524884, -0.1710551276553231]
13 125.37 [-0.22135714285714286, -0.23794] [-0.26338720063524884, -0.1710551276553231]
13 130.478 [-0.22135714285714286, -0.23794] [-0.26338720063524884, -0.1710551276553231]
13 135.582 [-0.22135714285714286, -0.23794] [-0.26338720063524884, -0.1710551276553231]
13 140.583 [-0.22135714285714286, -0.23794] [-0.26338720063524884, -0.1710551276553231]
13 145.59 [-0.2214471428571429, -0.23772857142857143] [-0.26338720063524884, -0.1710551276553231]
13 150.599 [-0.22056000000000006, -0.23616714285714285] [-0.26338720063524884, -0.1710551276553231]
13 155.605 [-0.22047428571428576, -0.23585000000000003] [-0.26338720063524884, -0.1710551276553231]
13 160.61 [-0.22113500000000003, -0.23163375000000003] [-0.26338720063524884, -0.1710551276553231]
13 165.724 [-0.22107125000000002, -0.23161] [-0.26338720063524884, -0.1710551276553231]
13 170.823 [-0.22218666666666667, -0.22799444444444447] [-0.26338720063524884, -0.1710551276553231]
13 175.839 [-0.22391300000000003, -0.223496] [-0.26338720063524884, -0.1710551276553231]
13 180.943 [-0.22457700000000003, -0.220812] [-0.26338720063524884, -0.1710551276553231]
13 185.944 [-0.2501751549011398, -0.24886262744290868] [-0.26338720063524884, -0.1710551276553231]
13 190.954 [-0.2503097003556852, -0.2488926274429087] [-0.26338720063524884, -0.1710551276553231]
13 195.955 [-0.24808889199271145, -0.241517408489333] [-0.26338720063524884, -0.1710551276553231]
13 200.961 [-0.24809972532604482, -0.24147740848933297] [-0.26338720063524884, -0.1710551276553231]
13 205.972 [-0.24821722532604482, -0.24160407515599966] [-0.26338720063524884, -0.1710551276553231]
13 211.082 [-0.2482438919927115, -0.241679908489333] [-0.26338720063524884, -0.1710551276553231]
13 216.086 [-0.25082305865937815, -0.23764574182266637] [-0.26338720063524884, -0.1710551276553231]
13 221.096 [-0.25082305865937815, -0.23764574182266637] [-0.26338720063524884, -0.1710551276553231]
13 226.097 [-0.25082305865937815, -0.23764574182266637] [-0.26338720063524884, -0.1710551276553231]
13 231.105 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 236.108 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 241.119 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 246.124 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 251.137 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 256.14 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 261.143 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 266.149 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 271.16 [-0.25082389199271155, -0.23764740848933305] [-0.26338720063524884, -0.1710551276553231]
13 276.164 [-0.2512913919927115, -0.237232408489333] [-0.26338720063524884, -0.1710551276553231]
13 281.17 [-0.2512913919927115, -0.237232408489333] [-0.26338720063524884, -0.1710551276553231]
13 286.176 [-0.2512938919927115, -0.23721407515599968] [-0.26338720063524884, -0.1710551276553231]
13 291.184 [-0.2512938919927115, -0.23721407515599968] [-0.26338720063524884, -0.1710551276553231]
13 296.192 [-0.2511413919927115, -0.23723074182266637] [-0.26338720063524884, -0.1710551276553231]
13 301.201 [-0.2522438919927115, -0.236844908489333] [-0.26338720063524884, -0.1710551276553231]
13 306.205 [-0.2522438919927115, -0.236844908489333] [-0.26338720063524884, -0.1710551276553231]
13 311.208 [-0.2547738919927115, -0.233842408489333] [-0.26338720063524884, -0.1710551276553231]
13 316.216 [-0.25681305865937815, -0.23577240848933304] [-0.26338720063524884, -0.1710551276553231]
13 321.226 [-0.2568372253260448, -0.23577490848933302] [-0.26338720063524884, -0.1710551276553231]
13 326.23 [-0.2568372253260448, -0.23577490848933302] [-0.26338720063524884, -0.1710551276553231]
13 331.243 [-0.2568372253260448, -0.235777408489333] [-0.26338720063524884, -0.1710551276553231]
13 336.35 [-0.2568372253260448, -0.235777408489333] [-0.26338720063524884, -0.1710551276553231]
13 341.451 [-0.25684555865937814, -0.23580824182266635] [-0.26338720063524884, -0.1710551276553231]
13 346.459 [-0.2568813919927114, -0.2357682418226664] [-0.26338720063524884, -0.1710551276553231]
13 351.461 [-0.2568813919927114, -0.2357682418226664] [-0.26338720063524884, -0.1710551276553231]
13 356.47 [-0.2568813919927114, -0.2357682418226664] [-0.26338720063524884, -0.1710551276553231]
13 361.482 [-0.2568813919927114, -0.2357682418226664] [-0.26338720063524884, -0.1710551276553231]
13 366.584 [-0.2545105156855798, -0.23286222322092281] [-0.26338720063524884, -0.1710551276553231]
13 371.592 [-0.2545105156855798, -0.23286222322092281] [-0.26338720063524884, -0.1710551276553231]
13 376.599 [-0.2545105156855798, -0.23286222322092281] [-0.26338720063524884, -0.1710551276553231]
13 381.608 [-0.2545105156855798, -0.23286222322092281] [-0.26338720063524884, -0.1710551276553231]
13 386.608 [-0.25453436183942596, -0.23283376168246125] [-0.26338720063524884, -0.1710551276553231]
13 391.621 [-0.2545389772240413, -0.23283376168246125] [-0.26338720063524884, -0.1710551276553231]
13 396.72 [-0.2545389772240413, -0.23283376168246125] [-0.26338720063524884, -0.1710551276553231]
13 401.729 [-0.2554197464548105, -0.22789760783630741] [-0.26338720063524884, -0.1710551276553231]
13 406.733 [-0.25544205414711824, -0.2279122232209228] [-0.26338720063524884, -0.1710551276553231]
13 411.745 [-0.2555505156855798, -0.22789145399015354] [-0.26338720063524884, -0.1710551276553231]
13 416.747 [-0.25481405027946696, -0.22619777870514263] [-0.26338720063524884, -0.1710551276553231]
13 421.763 [-0.25526119313660983, -0.22619992156228547] [-0.26338720063524884, -0.1710551276553231]
13 426.767 [-0.2552619074223241, -0.22619920727657114] [-0.26338720063524884, -0.1710551276553231]
13 431.771 [-0.2552619074223241, -0.22619920727657114] [-0.26338720063524884, -0.1710551276553231]
13 436.771 [-0.2552619074223241, -0.22619920727657114] [-0.26338720063524884, -0.1710551276553231]
13 441.784 [-0.2552619074223241, -0.22619920727657114] [-0.26338720063524884, -0.1710551276553231]
13 446.792 [-0.2552619074223241, -0.22619920727657114] [-0.26338720063524884, -0.1710551276553231]
