ID TIME pos
1 5.034 [0.3695360651938398, 0.4468751130088178] []
1 10.066 [0.3695360651938398, 0.4468751130088178] []
1 15.097 [0.3695360651938398, 0.4468751130088178] []
1 20.171 [0.3695360651938398, 0.4468751130088178] []
1 25.185 [0.3695360651938398, 0.4468751130088178] []
1 30.261 [0.3695360651938398, 0.4468751130088178] []
1 35.327 [0.3695360651938398, 0.4468751130088178] []
1 45.381 [0.3695360651938398, 0.4468751130088178] []
1 50.415 [0.3695360651938398, 0.4468751130088178] []
1 55.435 [0.3695360651938398, 0.4468751130088178] []
1 60.568 [0.3695360651938398, 0.4468751130088178] []
1 65.639 [0.3695360651938398, 0.4468751130088178] []
1 70.67 [0.3695360651938398, 0.4468751130088178] []
1 75.785 [0.3695360651938398, 0.4468751130088178] []
1 80.856 [0.3695360651938398, 0.4468751130088178] []
1 85.932 [0.3695360651938398, 0.4468751130088178] []
1 91.0 [0.3695360651938398, 0.4468751130088178] []
1 96.048 [0.3695360651938398, 0.4468751130088178] [(35771, 43862, 1676624038, 0, 5, 50000000000000000000, 50000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 35771, 43862), (35765, -42647, 1676624049, 0, 2, 20000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445)]
1 105.705 [0.3695360651938398, 0.4468751130088178] [(35834, 41581, 1676624038, 0, 7, 70000000000000000000, 70000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 35834, 41581), (35655, -42819, 1676624049, 0, 3, 30000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445)]
1 136.56 [0.3695360651938398, 0.4468751130088178] [(36920, 42014, 1676624141, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36920, 42014), (35254, -42619, 1676624049, 0, 5, 50000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445), (37996, 54514, 1676624133, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 37996, 54514)]
1 169.899 [0.3695360651938398, 0.4468751130088178] [(36920, 42014, 1676624183, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36920, 42014), (35505, -42427, 1676624049, 0, 7, 70000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445), (33380, 52537, 1676624133, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 33380, 52537)]
1 190.663 [0.3695360651938398, 0.4468751130088178] [(36920, 42014, 1676624195, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36920, 42014), (35345, -42383, 1676624049, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445), (35694, 50118, 1676624133, 0, 5, 50000000000000000000, 50000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 35694, 50118)]
1 221.152 [0.3695360651938398, 0.4468751130088178] [(36920, 42014, 1676624211, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36920, 42014), (35345, -42383, 1676624049, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445), (36493, 50468, 1676624133, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36493, 50468)]
1 256.754 [0.3695360651938398, 0.4468751130088178] [(36920, 42014, 1676624251, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36920, 42014), (35345, -42383, 1676624049, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445), (36700, 49723, 1676624133, 0, 7, 71250000000000000000, 71250000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36700, 49723)]
1 266.82 [0.3695360651938398, 0.4468751130088178] [(36920, 42014, 1676624281, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36920, 42014), (35345, -42383, 1676624049, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445), (36700, 49723, 1676624133, 0, 7, 71250000000000000000, 71250000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36700, 49723)]
1 276.87 [0.3695360651938398, 0.4468751130088178] [(36920, 42014, 1676624287, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36920, 42014), (35345, -42383, 1676624049, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 35765, -42647), (-31104, -43136, 1676624071, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -31104, -43136), (-43166, 38445, 1676624075, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -43166, 38445), (36799, 50310, 1676624133, 0, 7, 71250000000000000000, 71250000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 36799, 50310)]
