ID TIME pos
11 0.096 [0, 0] [0.5146479101499363, -0.546950197752196]
11 5.106 [0, 0] [0.5146479101499363, -0.546950197752196]
11 10.117 [0, 0] [0.5146479101499363, -0.546950197752196]
11 15.117 [0, 0] [0.5146479101499363, -0.546950197752196]
11 20.125 [0, 0] [0.5146479101499363, -0.546950197752196]
11 25.135 [0, 0] [0.5146479101499363, -0.546950197752196]
11 30.139 [0, 0] [0.5146479101499363, -0.546950197752196]
11 35.145 [0, 0] [0.5146479101499363, -0.546950197752196]
11 40.153 [0, 0] [0.5146479101499363, -0.546950197752196]
11 45.155 [0, 0] [0.5146479101499363, -0.546950197752196]
11 50.161 [0, 0] [0.5146479101499363, -0.546950197752196]
11 55.167 [0, 0] [0.5146479101499363, -0.546950197752196]
11 60.175 [0, 0] [0.5146479101499363, -0.546950197752196]
11 65.183 [0, 0] [0.5146479101499363, -0.546950197752196]
11 70.19 [0, 0] [0.5146479101499363, -0.546950197752196]
11 75.201 [0, 0] [0.5146479101499363, -0.546950197752196]
11 80.301 [0, 0] [0.5146479101499363, -0.546950197752196]
11 85.314 [0, 0] [0.5146479101499363, -0.546950197752196]
11 90.315 [0, 0] [0.5146479101499363, -0.546950197752196]
11 95.323 [0, 0] [0.5146479101499363, -0.546950197752196]
11 100.329 [0, 0] [0.5146479101499363, -0.546950197752196]
11 105.331 [0, 0] [0.5146479101499363, -0.546950197752196]
11 110.34 [0, 0] [0.5146479101499363, -0.546950197752196]
11 115.348 [0, 0] [0.5146479101499363, -0.546950197752196]
11 120.359 [0.50068, -0.72008] [0.5146479101499363, -0.546950197752196]
11 125.36 [0.50068, -0.72008] [0.5146479101499363, -0.546950197752196]
11 130.364 [0.50068, -0.72008] [0.5146479101499363, -0.546950197752196]
11 135.374 [0.50068, -0.72008] [0.5146479101499363, -0.546950197752196]
11 140.382 [0.50068, -0.72008] [0.5146479101499363, -0.546950197752196]
11 145.391 [0.5099549999999999, -0.638435] [0.5146479101499363, -0.546950197752196]
11 150.395 [0.5099400000000001, -0.63836] [0.5146479101499363, -0.546950197752196]
11 155.404 [0.50928, -0.63848] [0.5146479101499363, -0.546950197752196]
11 160.408 [0.5110366666666667, -0.61871] [0.5146479101499363, -0.546950197752196]
11 165.41 [0.514214, -0.593736] [0.5146479101499363, -0.546950197752196]
11 170.422 [0.5144833333333333, -0.5868000000000001] [0.5146479101499363, -0.546950197752196]
11 175.424 [0.5156128571428572, -0.5868457142857143] [0.5146479101499363, -0.546950197752196]
11 180.434 [0.5151814285714286, -0.5870414285714285] [0.5146479101499363, -0.546950197752196]
11 185.437 [0.5151214285714285, -0.5870957142857144] [0.5146479101499363, -0.546950197752196]
11 190.453 [0.5151214285714285, -0.5870957142857144] [0.5146479101499363, -0.546950197752196]
11 195.455 [0.5147928571428572, -0.5873528571428571] [0.5146479101499363, -0.546950197752196]
11 200.455 [0.5140399999999999, -0.5887571428571429] [0.5146479101499363, -0.546950197752196]
11 205.463 [0.5028073019479571, -0.5774876301173231] [0.5146479101499363, -0.546950197752196]
11 210.469 [0.5029265717531614, -0.5774288671055908] [0.5146479101499363, -0.546950197752196]
11 215.479 [0.5028525717531613, -0.5773398671055908] [0.5146479101499363, -0.546950197752196]
11 220.483 [0.5027835717531615, -0.5774648671055908] [0.5146479101499363, -0.546950197752196]
11 225.488 [0.5027605717531614, -0.5774788671055908] [0.5146479101499363, -0.546950197752196]
11 230.494 [0.5027505717531613, -0.5774808671055908] [0.5146479101499363, -0.546950197752196]
11 235.506 [0.5029641561392375, -0.5795289700959917] [0.5146479101499363, -0.546950197752196]
11 240.509 [0.5059713097943012, -0.573597389254659] [0.5146479101499363, -0.546950197752196]
11 245.519 [0.5060204764609678, -0.5747932225879925] [0.5146479101499363, -0.546950197752196]
11 250.525 [0.5058771431276344, -0.575574889254659] [0.5146479101499363, -0.546950197752196]
11 255.526 [0.5062227475024318, -0.5740129746966084] [0.5146479101499363, -0.546950197752196]
11 260.538 [0.5063119782716625, -0.5741298977735314] [0.5146479101499363, -0.546950197752196]
11 265.54 [0.5063119782716625, -0.5741298977735314] [0.5146479101499363, -0.546950197752196]
11 270.548 [0.5063119782716625, -0.5741298977735314] [0.5146479101499363, -0.546950197752196]
11 275.556 [0.5063119782716625, -0.5741298977735314] [0.5146479101499363, -0.546950197752196]
11 280.56 [0.5063089013485856, -0.5741668208504545] [0.5146479101499363, -0.546950197752196]
11 285.56 [0.5064489013485857, -0.5749929746966083] [0.5146479101499363, -0.546950197752196]
11 290.576 [0.5065858244255087, -0.5758714362350699] [0.5146479101499363, -0.546950197752196]
11 295.58 [0.5065858244255087, -0.5758722054658392] [0.5146479101499363, -0.546950197752196]
11 300.592 [0.5066019782716626, -0.575898359311993] [0.5146479101499363, -0.546950197752196]
11 305.592 [0.5068842859639703, -0.5755968208504545] [0.5146479101499363, -0.546950197752196]
11 310.601 [0.5065442859639702, -0.5765629746966083] [0.5146479101499363, -0.546950197752196]
11 315.608 [0.5066073628870472, -0.5765514362350699] [0.5146479101499363, -0.546950197752196]
11 320.613 [0.5066004398101239, -0.5765537439273776] [0.5146479101499363, -0.546950197752196]
11 325.62 [0.5066004398101239, -0.5765537439273776] [0.5146479101499363, -0.546950197752196]
11 330.634 [0.5066004398101239, -0.5765537439273776] [0.5146479101499363, -0.546950197752196]
11 335.635 [0.5066004398101239, -0.5765537439273776] [0.5146479101499363, -0.546950197752196]
11 340.644 [0.5066004398101239, -0.5765537439273776] [0.5146479101499363, -0.546950197752196]
11 345.648 [0.5067527475024318, -0.575782205465839] [0.5146479101499363, -0.546950197752196]
11 350.652 [0.5067527475024318, -0.575782205465839] [0.5146479101499363, -0.546950197752196]
11 355.657 [0.5067527475024318, -0.575782205465839] [0.5146479101499363, -0.546950197752196]
11 360.666 [0.5067527475024318, -0.575782205465839] [0.5146479101499363, -0.546950197752196]
11 365.67 [0.5067889013485856, -0.5751091285427622] [0.5146479101499363, -0.546950197752196]
11 370.677 [0.5067889013485856, -0.575108359311993] [0.5146479101499363, -0.546950197752196]
11 375.686 [0.5067889013485856, -0.575108359311993] [0.5146479101499363, -0.546950197752196]
