ID TIME BLOCK BALANCE #RESOURCES
2 7.038 1 21.00 0
2 60.756 3 21.00 0
2 61.781 4 21.00 1
2 64.812 5 21.00 1
2 71.346 8 27.00 0
2 71.872 9 27.00 0
2 73.894 10 27.00 0
2 76.415 11 27.00 0
2 78.938 12 27.00 0
2 80.959 13 27.00 0
2 82.979 14 27.00 0
2 83.999 15 27.00 0
2 86.014 16 27.00 0
2 88.033 17 27.00 0
2 90.562 18 27.00 0
2 92.597 19 27.00 0
2 108.169 20 27.00 0
2 110.692 21 27.00 0
2 111.706 22 27.00 0
2 142.328 25 27.00 0
2 143.855 26 27.00 0
2 146.373 27 27.00 0
2 148.393 28 27.00 0
2 149.907 29 27.00 0
2 152.433 30 27.00 0
2 154.458 31 27.00 0
2 155.984 32 27.00 0
2 158.011 33 27.00 0
2 160.034 34 27.00 0
2 163.055 35 27.00 0
2 164.074 36 27.00 0
2 166.6 37 27.00 0
2 167.114 37 27.00 0
2 169.134 38 27.00 0
2 170.149 39 27.00 0
2 172.176 40 27.00 0
2 175.214 41 27.00 0
2 175.732 42 27.00 0
2 178.756 43 27.00 0
2 179.774 44 27.00 0
2 182.303 45 27.00 0
2 202.919 49 27.00 0
2 204.962 50 27.00 0
2 206.504 51 27.00 0
2 209.033 52 27.00 0
2 220.084 53 27.00 0
2 223.11 54 27.00 0
2 225.132 55 27.00 1
2 227.15 56 27.00 1
2 228.166 57 27.00 0
2 229.693 58 27.00 0
2 231.713 59 27.00 0
2 234.743 60 27.00 0
2 239.277 61 27.00 0
2 241.803 62 27.00 0
2 244.333 63 27.00 0
2 245.353 64 27.00 0
2 247.388 65 27.00 0
2 260.463 66 27.00 0
2 264.995 67 27.00 0
2 267.014 68 27.00 0
2 269.537 69 27.00 0
2 271.558 70 27.00 0
2 273.587 71 27.00 1
2 276.124 72 27.00 1
2 278.154 73 27.00 1
2 278.679 74 27.00 1
2 312.334 83 27.00 2
2 322.436 84 27.00 2
2 351.068 88 27.00 4
