ID TIME MB
2 0.544 150971
2 10.714 165500
2 20.8 169499
2 30.836 169499
2 40.917 170546
2 50.961 170546
2 61.065 192576
2 71.208 196764
2 81.381 203904
2 91.528 208092
2 101.562 208092
2 111.612 217558
2 121.706 221746
2 131.772 228028
2 141.854 237066
2 152.001 243152
2 162.107 245246
2 172.266 255520
2 182.371 261606
2 192.456 263700
2 202.581 267895
2 212.727 277318
2 222.78 284647
2 232.86 293908
2 242.99 301711
2 253.135 313142
2 263.174 313142
2 273.21 313142
2 283.408 329910
2 293.524 336205
2 303.676 344007
2 313.729 348203
2 323.822 351350
2 333.876 352399
2 343.931 355546
2 354.054 371539
2 364.184 376784
2 374.236 378882
2 384.279 378882
2 394.466 395666
2 404.577 401183
2 414.689 405183
2 424.797 412526
2 434.851 417771
2 444.914 426194
2 455.104 433544
2 465.218 437544
2 475.26 437544
2 485.374 448042
2 495.519 458542
2 505.66 462742
2 515.757 464849
2 525.869 473249
2 536.115 489226
2 546.312 497468
2 556.398 506753
2 566.5 508853
2 576.546 508853
2 586.753 526942
2 596.845 529042
2 606.91 531151
2 616.995 539798
2 627.136 553296
2 637.241 560653
2 647.335 564864
2 657.372 564864
2 667.432 576425
2 677.531 585688
2 687.693 595381
2 697.875 600832
2 707.969 612001
2 718.078 619162
2 728.199 628895
2 738.289 635005
2 748.372 643444
2 758.465 648534
2 768.504 648534
2 778.555 648534
2 788.681 660487
2 798.845 667459
2 808.989 673569
2 819.183 681977
2 829.29 686181
2 839.337 686181
2 849.449 696729
2 859.513 699882
2 869.574 700933
2 879.642 709372
2 889.723 715678
2 899.847 723066
