ID TIME pos
8 5.203 [-0.32558344964554425, -0.4409892725514717] []
8 10.319 [-0.32558344964554425, -0.4409892725514717] [(-35954, -43956, 1676644092, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -35954, -43956)]
8 35.659 [-0.32558344964554425, -0.4409892725514717] [(-37180, -44403, 1676644092, 0, 4, 40000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -38131, -45965)]
8 40.686 [-0.32558344964554425, -0.4409892725514717] [(-37180, -44403, 1676644092, 0, 4, 40000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -38131, -45965)]
8 45.698 [-0.32558344964554425, -0.4409892725514717] [(-32371, -47930, 1676644092, 0, 6, 60000000000000000000, 40000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -30443, -50475)]
8 50.823 [-0.32558344964554425, -0.4409892725514717] [(-32371, -47930, 1676644092, 0, 6, 60000000000000000000, 40000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -30443, -50475)]
8 55.918 [-0.32558344964554425, -0.4409892725514717] [(-33681, -49226, 1676644092, 0, 9, 90000000000000000000, 70000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -32953, -51052)]
8 60.936 [-0.32558344964554425, -0.4409892725514717] [(-32972, -48459, 1676644092, 0, 9, 90000000000000000000, 70000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -32158, -49865)]
8 66.003 [-0.32558344964554425, -0.4409892725514717] [(-32972, -48459, 1676644092, 0, 9, 90000000000000000000, 70000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -32158, -49865)]
8 71.059 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644154, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35629, -44266, 1676644144, 0, 5, 50000000000000000000, 50000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35629, -44266)]
8 121.27 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644200, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35494, -44325, 1676644200, 1, 10, 105000000000000000000, 105000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35494, -44325)]
8 157.056 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644240, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35494, -44325, 1676644240, 1, 10, 105000000000000000000, 105000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35494, -44325), (-30647, -43375, 1676644206, 0, 7, 63750000000000000000, 63750000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -30647, -43375)]
8 162.103 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644240, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35494, -44325, 1676644240, 1, 10, 105000000000000000000, 105000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35494, -44325), (-30647, -43375, 1676644206, 0, 7, 63750000000000000000, 63750000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -30647, -43375)]
8 242.839 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644324, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35494, -44325, 1676644324, 1, 10, 105000000000000000000, 105000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35494, -44325), (-31655, -42732, 1676644324, 1, 10, 97500000000000000000, 97500000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -31655, -42732), (-33192, -44720, 1676644324, 1, 10, 106250000000000000000, 106250000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -33192, -44720), (-34377, -47741, 1676644304, 0, 3, 27500000000000000000, 27500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -34377, -47741), (16978, -29453, 1676644308, 0, 1, 11250000000000000000, 11250000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 16978, -29453), (-70533, -62267, 1676644324, 0, 1, 5000000000000000000, 5000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -70533, -62267)]
8 279.16 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644362, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35494, -44325, 1676644362, 1, 10, 105000000000000000000, 105000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35494, -44325), (-31655, -42732, 1676644362, 1, 10, 97500000000000000000, 97500000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -31655, -42732), (-33192, -44720, 1676644362, 1, 10, 106250000000000000000, 106250000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -33192, -44720), (-34417, -43971, 1676644362, 1, 10, 101250000000000000000, 68750000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -33685, -41186), (16978, -29453, 1676644308, 0, 1, 11250000000000000000, 11250000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 16978, -29453), (-70533, -62267, 1676644324, 3, 1, 5000000000000000000, 5000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -70533, -62267), (-36228, -47689, 1676644360, 0, 2, 21250000000000000000, 21250000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, -36228, -47689)]
8 344.955 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644422, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35494, -44325, 1676644422, 1, 10, 105000000000000000000, 105000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35494, -44325), (-31655, -42732, 1676644422, 1, 10, 97500000000000000000, 97500000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -31655, -42732), (-33192, -44720, 1676644422, 1, 10, 106250000000000000000, 106250000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -33192, -44720), (-34417, -43971, 1676644422, 1, 10, 101250000000000000000, 68750000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -33685, -41186), (17045, -29405, 1676644308, 0, 9, 102857142857142855000, 11250000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 16978, -29453), (-70533, -62267, 1676644324, 3, 1, 5000000000000000000, 5000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -70533, -62267), (-35752, -44556, 1676644360, 0, 4, 37500000000000000000, 32500000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, -36164, -44987)]
8 400.442 [-0.32558344964554425, -0.4409892725514717] [(-34062, -47823, 1676644470, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -33622, -48894), (-35494, -44325, 1676644470, 1, 10, 105000000000000000000, 105000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -35494, -44325), (-31655, -42732, 1676644470, 1, 10, 97500000000000000000, 97500000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -31655, -42732), (-33192, -44720, 1676644470, 1, 10, 106250000000000000000, 106250000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -33192, -44720), (-34417, -43971, 1676644470, 1, 10, 101250000000000000000, 68750000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -33685, -41186), (16994, -29413, 1676644308, 2, 10, 108482142857142855000, 11250000000000000000, 0, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 16978, -29453), (-70533, -62267, 1676644324, 3, 1, 5000000000000000000, 5000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -70533, -62267), (-36284, -44820, 1676644360, 0, 8, 91785714285714284000, 86785714285714284000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, -36469, -44997)]
