ID TIME pos
8 0.097 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 5.111 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 10.116 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 15.122 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 20.128 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 25.137 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 30.139 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 35.147 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 40.153 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 45.16 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 50.167 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 55.173 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 60.183 [0, 0] [0.35283777483355916, -0.12539184974878545]
8 65.185 [0.3657300000000001, -0.15579999999999994] [0.35283777483355916, -0.12539184974878545]
8 70.195 [0.3657300000000001, -0.15579999999999994] [0.35283777483355916, -0.12539184974878545]
8 75.2 [0.37051500000000015, -0.15345999999999993] [0.35283777483355916, -0.12539184974878545]
8 80.206 [0.37051999999999996, -0.15345999999999993] [0.35283777483355916, -0.12539184974878545]
8 85.213 [0.37051999999999996, -0.15345999999999993] [0.35283777483355916, -0.12539184974878545]
8 90.219 [0.3792166666666666, -0.14772666666666665] [0.35283777483355916, -0.12539184974878545]
8 95.225 [0.3792166666666666, -0.14772666666666665] [0.35283777483355916, -0.12539184974878545]
8 100.234 [0.3792166666666666, -0.14772666666666665] [0.35283777483355916, -0.12539184974878545]
8 105.236 [0.37760499999999997, -0.146905] [0.35283777483355916, -0.12539184974878545]
8 110.24 [0.3789600000000001, -0.1464225] [0.35283777483355916, -0.12539184974878545]
8 115.252 [0.38185, -0.14404166666666665] [0.35283777483355916, -0.12539184974878545]
8 120.255 [0.38271142857142865, -0.14431] [0.35283777483355916, -0.12539184974878545]
8 125.26 [0.3791783230702475, -0.13307268350843618] [0.35283777483355916, -0.12539184974878545]
8 130.267 [0.379887658456198, -0.13457914680674893] [0.35283777483355916, -0.12539184974878545]
8 135.274 [0.379890658456198, -0.13459114680674894] [0.35283777483355916, -0.12539184974878545]
8 140.281 [0.386255658456198, -0.13269514680674893] [0.35283777483355916, -0.12539184974878545]
8 145.288 [0.3873187804147255, -0.13295376982431723] [0.35283777483355916, -0.12539184974878545]
8 150.297 [0.3875051440510891, -0.1327364970970445] [0.35283777483355916, -0.12539184974878545]
8 155.301 [0.38785423496017996, -0.13282740618795358] [0.35283777483355916, -0.12539184974878545]
8 160.31 [0.3905938820468317, -0.13473845567229079] [0.35283777483355916, -0.12539184974878545]
8 165.313 [0.39058804871349834, -0.13472262233895746] [0.35283777483355916, -0.12539184974878545]
8 170.32 [0.3905680487134983, -0.13470845567229078] [0.35283777483355916, -0.12539184974878545]
