ID TIME VOTE
12 215.981 3554054
12 237.911 3604368
12 366.995 2966101
12 415.921 2848443
12 637.005 2616696
12 649.011 2568281
12 735.982 2729037
12 809.053 2784050
12 967.042 2958879
12 972.002 2948337
12 1014.033 2902217
12 1039.037 2851193
12 1241.124 2693925
12 1362.064 2711972
12 1500.242 2643655
12 1617.057 2631484
12 1622.095 2625808
12 1632.129 2616071
12 1636.144 2610477
12 1681.185 2699375
12 1766.376 2671390
12 1771.116 2666118
12 1989.166 2764310
12 2016.102 2745239
12 2065.19 2793869
12 2233.153 2702105
12 2238.172 2703578
12 2283.174 2677935
12 2306.143 2684859
12 2570.227 2655437
12 2598.195 2656459
12 2860.374 2624466
12 2911.286 2615523
12 3130.286 2595724
12 3136.238 2591389
12 3158.235 2597127
12 3197.313 2582727
12 3522.301 2540009
12 3540.34 2540243
12 3566.318 2538298
12 3606.253 2534246
12 3637.31 2519590
12 3844.322 2512475
12 3911.341 2508532
12 3929.37 2513665
12 4090.468 2508871
12 4124.414 2511611
12 4140.37 2517183
12 4264.345 2519733
12 4373.499 2542474
12 4476.448 2527223
12 4524.413 2539082
12 4529.38 2536157
12 4567.433 2543436
12 4774.378 2537032
12 4810.483 2542158
12 4842.441 2546989
12 4901.495 2553204
12 4925.542 2547369
12 4960.527 2544976
12 5023.469 2546995
12 5059.472 2560416
12 5090.462 2567182
12 5295.513 2579851
12 5384.567 2579100
12 5390.496 2577679
12 5464.477 2574231
12 5480.628 Value Error
12 5542.522 2569262
12 5706.544 2563567
12 5726.547 2562556
12 5751.527 2562020
12 5924.554 2564868
12 5959.597 2565988
12 6013.525 2561588
12 6049.524 2567736
12 6118.605 2570626
12 6142.52 2585765
12 6165.601 2589041
12 6191.664 2585395
12 6339.658 2588717
12 6365.559 2598219
12 6580.627 2583214
12 6661.681 2568577
12 6667.638 2568303
12 6728.652 2559223
12 6736.639 2558291
12 6753.673 2556635
12 6774.678 2556660
12 6819.666 2552871
12 7030.761 2558459
12 7036.707 2560711
12 7060.676 2559058
12 7261.647 2558393
12 7306.689 2548413
12 7354.714 2556069
12 7373.662 2556519
12 7421.685 2557725
12 7501.684 2556164
12 7547.729 2552918
12 7683.737 2561582
12 7707.711 2563291
12 7894.824 2556606
12 7923.755 2552299
12 7932.867 2551512
12 7966.793 2548158
12 8025.78 2543422
12 8141.824 2550386
12 8187.881 2558198
12 8226.825 2562406
12 8251.764 2559341
12 8544.821 2578367
12 8547.896 2578835
12 8657.859 2580217
12 8662.865 2581204
12 8701.87 2580808
12 8765.933 2570824
12 8842.909 2575223
12 9002.028 2583458
12 9010.057 2584845
12 9047.918 2592243
12 9052.911 2590729
12 9113.914 2587662
12 9189.968 2577480
12 9205.916 2576231
12 9245.068 2583502
12 9274.875 2588454
12 9289.999 2593165
12 9393.98 2585184
12 9465.884 2590264
12 9498.966 2586845
12 9502.913 2587876
12 9536.033 2589872
12 9647.902 2575546
12 9652.028 2575215
12 9676.007 2572768
12 9755.058 2576339
12 9832.945 2572168
12 9847.969 2573848
12 9868.929 2572182
12 9873.919 2570810
12 9925.979 2567193
12 9930.034 2568777
12 9955.005 2570664
