ID TIME pos
10 1.201 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 6.413 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 11.617 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 16.824 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 22.027 [-0.5696399999999999, 0.16005000000000003] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5696399999999999, 0.16005000000000003], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 27.14 [-0.06526301496433967, 0.44322555639987715] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [-0.52963, 0.25071999999999983], [0, 0], [0, 0], [0, 0], [-0.5696399999999999, 0.16005000000000003], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 32.244 [-0.06526301496433967, 0.44322555639987715] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [-0.52963, 0.25071999999999983], [0, 0], [0, 0], [0, 0], [-0.5696399999999999, 0.16005000000000003], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
10 37.451 [-0.2791365074821698, 0.30371277819993864] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [-0.5208999999999999, 0.2069399999999999], [0, 0], [0, 0], [0, 0], [-0.5086999999999999, 0.17810000000000015], [0, 0], [-0.49300999999999995, 0.16420000000000012], [0, 0], [0, 0], [0, 0], [0, 0], [-0.45892, -0.016350000000000087], [0, 0], [0, 0]]
10 42.663 [-0.49625832835881784, 0.17992539931874796] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [-0.5042500000000001, 0.1771799999999999], [0, 0], [0, 0], [0, 0], [-0.50343, 0.17479999999999984], [0, 0], [-0.5041500000000001, 0.17695999999999978], [0, 0], [0, 0], [0, 0], [0, 0], [-0.49722, 0.1527099999999999], [0, 0], [0, 0]]
10 47.964 [-0.5039627602612131, 0.177170793728711] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [-0.50421, 0.17708000000000013], [0, 0], [0, 0], [0, 0], [-0.50343, 0.17479999999999984], [0, 0], [-0.50423, 0.17710999999999988], [0, 0], [0, 0], [0, 0], [0, 0], [-0.49722, 0.1527099999999999], [0, 0], [0, 0]]
10 53.071 [-0.504202273758163, 0.17708283730402236] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [-0.50421, 0.17708000000000013], [0, 0], [0, 0], [0, 0], [-0.50343, 0.17479999999999984], [0, 0], [-0.50423, 0.17710999999999988], [0, 0], [0, 0], [0, 0], [0, 0], [-0.49722, 0.1527099999999999], [0, 0], [0, 0]]
