ID TIME pos
10 0.097 [0, 0] [-0.0014482807622385608, 0.3194076610939437]
10 5.109 [0, 0] [-0.0014482807622385608, 0.3194076610939437]
10 10.122 [0, 0] [-0.0014482807622385608, 0.3194076610939437]
10 15.219 [0, 0] [-0.0014482807622385608, 0.3194076610939437]
10 20.227 [0, 0] [-0.0014482807622385608, 0.3194076610939437]
10 25.235 [0, 0] [-0.0014482807622385608, 0.3194076610939437]
10 30.243 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 35.246 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 40.255 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 45.262 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 50.263 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 55.27 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 60.275 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 65.286 [-0.022580000000000044, 0.8858199999999998] [-0.0014482807622385608, 0.3194076610939437]
10 70.292 [0.010287040426259908, 0.6022898379108861] [-0.0014482807622385608, 0.3194076610939437]
10 75.301 [0.005513040426259807, 0.6081718379108861] [-0.0014482807622385608, 0.3194076610939437]
10 80.311 [0.005914200355216494, 0.6248315315924051] [-0.0014482807622385608, 0.3194076610939437]
10 85.311 [0.005914200355216494, 0.6248315315924051] [-0.0014482807622385608, 0.3194076610939437]
10 90.318 [0.005914200355216494, 0.6248315315924051] [-0.0014482807622385608, 0.3194076610939437]
10 95.323 [0.005914200355216494, 0.6248315315924051] [-0.0014482807622385608, 0.3194076610939437]
10 100.332 [0.005914200355216494, 0.6248315315924051] [-0.0014482807622385608, 0.3194076610939437]
10 105.34 [0.005914200355216494, 0.6248315315924051] [-0.0014482807622385608, 0.3194076610939437]
10 110.349 [0.005914200355216494, 0.6248315315924051] [-0.0014482807622385608, 0.3194076610939437]
10 115.446 [0.008319314590185542, 0.6369841699363473] [-0.0014482807622385608, 0.3194076610939437]
10 120.454 [0.008267886018757014, 0.6382313127934901] [-0.0014482807622385608, 0.3194076610939437]
10 125.465 [0.008272171733042693, 0.6382670270792044] [-0.0014482807622385608, 0.3194076610939437]
10 130.568 [0.008267886018757014, 0.63961131279349] [-0.0014482807622385608, 0.3194076610939437]
10 135.576 [0.0148031502664124, 0.6338223986943038] [-0.0014482807622385608, 0.3194076610939437]
10 140.577 [0.013676900266412405, 0.6362886486943037] [-0.0014482807622385608, 0.3194076610939437]
10 145.587 [0.013601900266412358, 0.6364348986943037] [-0.0014482807622385608, 0.3194076610939437]
10 150.592 [0.013091689125699869, 0.6405232432838255] [-0.0014482807622385608, 0.3194076610939437]
10 155.598 [0.013091689125699869, 0.6405232432838255] [-0.0014482807622385608, 0.3194076610939437]
10 160.606 [0.013091689125699869, 0.6405232432838255] [-0.0014482807622385608, 0.3194076610939437]
10 165.609 [0.013091689125699869, 0.6405232432838255] [-0.0014482807622385608, 0.3194076610939437]
10 170.621 [0.01455280023681098, 0.6392154655060477] [-0.0014482807622385608, 0.3194076610939437]
10 175.624 [0.014055520213129896, 0.648958918955443] [-0.0014482807622385608, 0.3194076610939437]
10 180.631 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 185.638 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 190.647 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 195.655 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 200.661 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 205.666 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 210.672 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 215.678 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 220.682 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 225.691 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 230.701 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 235.705 [0.014221520213129918, 0.651483918955443] [-0.0014482807622385608, 0.3194076610939437]
10 240.71 [0.015068654739209026, 0.6523490172322209] [-0.0014482807622385608, 0.3194076610939437]
10 245.718 [0.016004109284663563, 0.6506462899594937] [-0.0014482807622385608, 0.3194076610939437]
10 250.725 [0.016018654739209034, 0.6507181081413118] [-0.0014482807622385608, 0.3194076610939437]
10 255.73 [0.016018654739209034, 0.6507181081413118] [-0.0014482807622385608, 0.3194076610939437]
10 260.737 [0.016018654739209034, 0.6507181081413118] [-0.0014482807622385608, 0.3194076610939437]
10 265.746 [0.016579600177608265, 0.6530215991295358] [-0.0014482807622385608, 0.3194076610939437]
10 270.753 [0.01658293351094162, 0.6530340991295358] [-0.0014482807622385608, 0.3194076610939437]
10 275.758 [0.01658293351094162, 0.6530340991295358] [-0.0014482807622385608, 0.3194076610939437]
10 280.765 [0.01658293351094162, 0.6530340991295358] [-0.0014482807622385608, 0.3194076610939437]
10 285.769 [0.01658293351094162, 0.6530340991295358] [-0.0014482807622385608, 0.3194076610939437]
10 290.771 [0.01658293351094162, 0.6530340991295358] [-0.0014482807622385608, 0.3194076610939437]
10 295.783 [0.016588766844274957, 0.6530065991295358] [-0.0014482807622385608, 0.3194076610939437]
10 300.791 [0.016440400163946087, 0.655526091504187] [-0.0014482807622385608, 0.3194076610939437]
10 305.798 [0.016828943009378504, 0.6563556563967449] [-0.0014482807622385608, 0.3194076610939437]
10 310.804 [0.01690608586652139, 0.6563249421110305] [-0.0014482807622385608, 0.3194076610939437]
10 315.81 [0.016933943009378526, 0.6561963706824592] [-0.0014482807622385608, 0.3194076610939437]
10 320.818 [0.016933943009378526, 0.6561963706824592] [-0.0014482807622385608, 0.3194076610939437]
10 325.822 [0.016933943009378526, 0.6561963706824592] [-0.0014482807622385608, 0.3194076610939437]
10 330.831 [0.016876085866521385, 0.651347799253888] [-0.0014482807622385608, 0.3194076610939437]
10 335.836 [0.017041085866521387, 0.6499235135396022] [-0.0014482807622385608, 0.3194076610939437]
10 340.842 [0.017041085866521387, 0.6499235135396022] [-0.0014482807622385608, 0.3194076610939437]
10 345.849 [0.017041085866521387, 0.649922799253888] [-0.0014482807622385608, 0.3194076610939437]
10 350.855 [0.017041085866521387, 0.649922799253888] [-0.0014482807622385608, 0.3194076610939437]
10 355.862 [0.017041085866521387, 0.649922799253888] [-0.0014482807622385608, 0.3194076610939437]
10 360.868 [0.017041800152235675, 0.6499213706824593] [-0.0014482807622385608, 0.3194076610939437]
10 365.873 [0.0170196572950928, 0.6514149421110307] [-0.0014482807622385608, 0.3194076610939437]
10 370.883 [0.0170196572950928, 0.6514149421110307] [-0.0014482807622385608, 0.3194076610939437]
10 375.894 [0.0170196572950928, 0.6514149421110307] [-0.0014482807622385608, 0.3194076610939437]
10 380.897 [0.017035371580807094, 0.6513299421110308] [-0.0014482807622385608, 0.3194076610939437]
10 385.901 [0.017035371580807094, 0.6513292278253164] [-0.0014482807622385608, 0.3194076610939437]
10 390.913 [0.017081085866521396, 0.651212799253888] [-0.0014482807622385608, 0.3194076610939437]
10 395.917 [0.017081085866521396, 0.651212799253888] [-0.0014482807622385608, 0.3194076610939437]
10 400.922 [0.017081085866521396, 0.651212799253888] [-0.0014482807622385608, 0.3194076610939437]
10 405.929 [0.017081085866521396, 0.651212799253888] [-0.0014482807622385608, 0.3194076610939437]
10 410.936 [0.018156800152235652, 0.648410656396745] [-0.0014482807622385608, 0.3194076610939437]
10 415.947 [0.018156800152235652, 0.648410656396745] [-0.0014482807622385608, 0.3194076610939437]
10 420.949 [0.018156800152235652, 0.648410656396745] [-0.0014482807622385608, 0.3194076610939437]
10 425.956 [0.018156800152235652, 0.648410656396745] [-0.0014482807622385608, 0.3194076610939437]
10 430.962 [0.018156800152235652, 0.648410656396745] [-0.0014482807622385608, 0.3194076610939437]
10 435.97 [0.018278943009378486, 0.6471927992538878] [-0.0014482807622385608, 0.3194076610939437]
10 440.977 [0.01829251443794991, 0.6471577992538879] [-0.0014482807622385608, 0.3194076610939437]
10 445.984 [0.0182982287236642, 0.6471285135396022] [-0.0014482807622385608, 0.3194076610939437]
10 450.988 [0.02178394300937848, 0.6309863706824593] [-0.0014482807622385608, 0.3194076610939437]
10 455.999 [0.021785371580807063, 0.6309649421110308] [-0.0014482807622385608, 0.3194076610939437]
10 461.004 [0.02355394300937853, 0.6263235135396021] [-0.0014482807622385608, 0.3194076610939437]
10 466.013 [0.023641085866521357, 0.6261470849681736] [-0.0014482807622385608, 0.3194076610939437]
10 471.015 [0.02381537158080707, 0.6231992278253164] [-0.0014482807622385608, 0.3194076610939437]
10 476.024 [0.02381537158080707, 0.6231992278253164] [-0.0014482807622385608, 0.3194076610939437]
10 481.028 [0.02401322872366421, 0.619770656396745] [-0.0014482807622385608, 0.3194076610939437]
10 486.036 [0.024021085866521373, 0.6197456563967451] [-0.0014482807622385608, 0.3194076610939437]
10 491.043 [0.024021085866521373, 0.6197456563967451] [-0.0014482807622385608, 0.3194076610939437]
10 496.049 [0.02402251443794992, 0.6197420849681736] [-0.0014482807622385608, 0.3194076610939437]
10 501.052 [0.02402251443794992, 0.6197420849681736] [-0.0014482807622385608, 0.3194076610939437]
10 506.061 [0.024130371580807074, 0.6190713706824594] [-0.0014482807622385608, 0.3194076610939437]
10 511.066 [0.02413108586652136, 0.619067799253888] [-0.0014482807622385608, 0.3194076610939437]
10 516.072 [0.02413108586652136, 0.619067799253888] [-0.0014482807622385608, 0.3194076610939437]
10 521.075 [0.02413108586652136, 0.619067799253888] [-0.0014482807622385608, 0.3194076610939437]
10 526.086 [0.02413108586652136, 0.619067799253888] [-0.0014482807622385608, 0.3194076610939437]
10 531.098 [0.02413108586652136, 0.619067799253888] [-0.0014482807622385608, 0.3194076610939437]
10 536.098 [0.02437322872366422, 0.6179613706824594] [-0.0014482807622385608, 0.3194076610939437]
10 541.109 [0.02437322872366422, 0.6179613706824594] [-0.0014482807622385608, 0.3194076610939437]
10 546.11 [0.024671800152235638, 0.6160506563967452] [-0.0014482807622385608, 0.3194076610939437]
10 551.115 [0.025834657295092787, 0.6103399421110308] [-0.0014482807622385608, 0.3194076610939437]
10 556.13 [0.025003228723664256, 0.610242799253888] [-0.0014482807622385608, 0.3194076610939437]
10 561.131 [0.025010371580807097, 0.6101820849681736] [-0.0014482807622385608, 0.3194076610939437]
10 566.138 [0.025261800152235666, 0.609235656396745] [-0.0014482807622385608, 0.3194076610939437]
10 571.145 [0.025262514437949957, 0.6092299421110309] [-0.0014482807622385608, 0.3194076610939437]
10 576.151 [0.02574608586652138, 0.6072792278253167] [-0.0014482807622385608, 0.3194076610939437]
10 581.156 [0.02578965729509281, 0.6070985135396022] [-0.0014482807622385608, 0.3194076610939437]
10 586.169 [0.0258053715808071, 0.6070106563967451] [-0.0014482807622385608, 0.3194076610939437]
10 591.169 [0.02828968014208661, 0.6050379459702955] [-0.0014482807622385608, 0.3194076610939437]
10 596.18 [0.02828901347541994, 0.6050372793036288] [-0.0014482807622385608, 0.3194076610939437]
