ID TIME pos
9 0.313 [0, 0] [0.06873405439880698, -0.11272790996845575]
9 5.392 [0.03263999999999978, -0.22462000000000004] [0.06873405439880698, -0.11272790996845575]
9 10.392 [0.032632500000000064, -0.22462000000000004] [0.06873405439880698, -0.11272790996845575]
9 15.493 [0.03263166666666676, -0.22462000000000004] [0.06873405439880698, -0.11272790996845575]
9 20.597 [0.03263125000000011, -0.22462000000000004] [0.06873405439880698, -0.11272790996845575]
9 25.686 [0.03254875000000007, -0.22351750000000004] [0.06873405439880698, -0.11272790996845575]
9 30.687 [0.03265300000000004, -0.222886] [0.06873405439880698, -0.11272790996845575]
9 35.785 [0.03292363636363635, -0.22290363636363633] [0.06873405439880698, -0.11272790996845575]
9 40.794 [0.03298181818181818, -0.22275818181818183] [0.06873405439880698, -0.11272790996845575]
9 45.895 [0.033453636363636345, -0.22058454545454545] [0.06873405439880698, -0.11272790996845575]
9 51.003 [0.03365545454545456, -0.21950363636363637] [0.06873405439880698, -0.11272790996845575]
9 56.086 [0.03395727272727266, -0.21812545454545454] [0.06873405439880698, -0.11272790996845575]
9 61.192 [0.033535833333333286, -0.2166591666666667] [0.06873405439880698, -0.11272790996845575]
9 66.292 [0.03345666666666669, -0.21546583333333336] [0.06873405439880698, -0.11272790996845575]
9 71.293 [0.029333066502629575, -0.21276106922658786] [0.06873405439880698, -0.11272790996845575]
9 76.299 [0.028600923645486713, -0.2127753549408736] [0.06873405439880698, -0.11272790996845575]
9 81.397 [0.02850449507405811, -0.21278821208373078] [0.06873405439880698, -0.11272790996845575]
9 86.491 [0.02834806650262956, -0.21264178351230217] [0.06873405439880698, -0.11272790996845575]
9 91.492 [0.02853806650262954, -0.2109982120837308] [0.06873405439880698, -0.11272790996845575]
9 96.589 [0.028317352216915264, -0.21058392636944506] [0.06873405439880698, -0.11272790996845575]
9 101.592 [0.028061637931200985, -0.20997392636944506] [0.06873405439880698, -0.11272790996845575]
9 106.696 [0.02834092364548672, -0.20867249779801647] [0.06873405439880698, -0.11272790996845575]
9 111.786 [0.02834378078834385, -0.20863892636944503] [0.06873405439880698, -0.11272790996845575]
9 116.798 [0.02834378078834385, -0.20863892636944503] [0.06873405439880698, -0.11272790996845575]
