ID TIME pos
1 0.101 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 5.107 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 10.113 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 15.12 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 20.126 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 25.133 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 30.14 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 35.146 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 40.152 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 45.158 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 50.164 [-0.35340137597419935, -0.37891911157181574] [-0.3627042145495745, -0.3886294839370129]
1 55.171 [-0.35515027519483994, -0.34278182231436316] [-0.3627042145495745, -0.3886294839370129]
1 60.177 [-0.3564002293290332, -0.33705818526196935] [-0.3627042145495745, -0.3886294839370129]
1 65.184 [-0.35848681955268885, -0.3359154568413129] [-0.3627042145495745, -0.3886294839370129]
1 70.191 [-0.35942313759742, -0.3371349111571816] [-0.3627042145495745, -0.3886294839370129]
1 75.197 [-0.3585661375974199, -0.33941591115718156] [-0.3627042145495745, -0.3886294839370129]
1 80.204 [-0.3566701375974199, -0.34297591115718157] [-0.3627042145495745, -0.3886294839370129]
1 85.21 [-0.3565671375974199, -0.34309991115718147] [-0.3627042145495745, -0.3886294839370129]
1 90.216 [-0.35632613759741993, -0.34364591115718157] [-0.3627042145495745, -0.3886294839370129]
1 95.223 [-0.3563081375974199, -0.3436209111571815] [-0.3627042145495745, -0.3886294839370129]
1 100.229 [-0.35588013759741993, -0.3432519111571815] [-0.3627042145495745, -0.3886294839370129]
1 105.236 [-0.3558451375974199, -0.34382791115718153] [-0.3627042145495745, -0.3886294839370129]
1 110.241 [-0.3551681375974199, -0.34387491115718155] [-0.3627042145495745, -0.3886294839370129]
1 115.246 [-0.3551741375974199, -0.34384391115718155] [-0.3627042145495745, -0.3886294839370129]
1 120.253 [-0.3549401375974199, -0.34326491115718155] [-0.3627042145495745, -0.3886294839370129]
1 125.259 [-0.3549201375974199, -0.34316391115718153] [-0.3627042145495745, -0.3886294839370129]
1 130.265 [-0.3545928523612908, -0.3432708283247105] [-0.3627042145495745, -0.3886294839370129]
1 135.271 [-0.354594670543109, -0.34327264650652867] [-0.3627042145495745, -0.3886294839370129]
1 140.278 [-0.354594670543109, -0.34327264650652867] [-0.3627042145495745, -0.3886294839370129]
1 145.284 [-0.354594670543109, -0.3432735555974377] [-0.3627042145495745, -0.3886294839370129]
1 150.29 [-0.3554217813311833, -0.34093659263098464] [-0.3627042145495745, -0.3886294839370129]
1 155.297 [-0.35384011466451654, -0.34120575929765123] [-0.3627042145495745, -0.3886294839370129]
1 160.304 [-0.35384011466451654, -0.34120575929765123] [-0.3627042145495745, -0.3886294839370129]
1 165.31 [-0.3538242813311832, -0.3411474259643179] [-0.3627042145495745, -0.3886294839370129]
1 170.317 [-0.3541409479978499, -0.34232825929765126] [-0.3627042145495745, -0.3886294839370129]
1 175.323 [-0.3541409479978499, -0.34232825929765126] [-0.3627042145495745, -0.3886294839370129]
1 180.33 [-0.35289779815186145, -0.34164916242860116] [-0.3627042145495745, -0.3886294839370129]
1 185.337 [-0.35289702892109226, -0.34164993165937035] [-0.3627042145495745, -0.3886294839370129]
1 190.343 [-0.3520677981518615, -0.3416399316593704] [-0.3627042145495745, -0.3886294839370129]
1 195.349 [-0.3516293366133999, -0.3418645470439858] [-0.3627042145495745, -0.3886294839370129]
1 200.356 [-0.3518531827672462, -0.34186070089013965] [-0.3627042145495745, -0.3886294839370129]
1 205.363 [-0.3518562596903231, -0.3418537778132166] [-0.3627042145495745, -0.3886294839370129]
1 210.369 [-0.3524831827672461, -0.3415591624286011] [-0.3627042145495745, -0.3886294839370129]
1 215.376 [-0.3524985673826307, -0.3415099316593704] [-0.3627042145495745, -0.3886294839370129]
1 220.382 [-0.3525270289210922, -0.34148300858244734] [-0.3627042145495745, -0.3886294839370129]
1 225.389 [-0.35251010584416914, -0.34147454704398583] [-0.3627042145495745, -0.3886294839370129]
1 230.396 [-0.35273933661339996, -0.3407322393516781] [-0.3627042145495745, -0.3886294839370129]
1 235.403 [-0.3515986697124428, -0.340834936540844] [-0.3627042145495745, -0.3886294839370129]
1 240.408 [-0.35169938399815714, -0.3408463651122725] [-0.3627042145495745, -0.3886294839370129]
1 245.415 [-0.35172224114101425, -0.34083422225512966] [-0.3627042145495745, -0.3886294839370129]
1 250.422 [-0.35172224114101425, -0.34083422225512966] [-0.3627042145495745, -0.3886294839370129]
1 255.428 [-0.3513008125695857, -0.3412342222551296] [-0.3627042145495745, -0.3886294839370129]
1 260.435 [-0.35123724114101423, -0.3412192222551297] [-0.3627042145495745, -0.3886294839370129]
1 265.441 [-0.3513379554267285, -0.34117136511227253] [-0.3627042145495745, -0.3886294839370129]
1 270.448 [-0.35136366971244287, -0.3412227936837011] [-0.3627042145495745, -0.3886294839370129]
1 275.455 [-0.3514022411410142, -0.3412670793979868] [-0.3627042145495745, -0.3886294839370129]
1 280.461 [-0.3509708125695857, -0.34164350796941534] [-0.3627042145495745, -0.3886294839370129]
1 285.468 [-0.3520920917316133, -0.34165927410478775] [-0.3627042145495745, -0.3886294839370129]
1 290.474 [-0.35192142506494667, -0.3416632741047877] [-0.3627042145495745, -0.3886294839370129]
1 295.481 [-0.35179875839827995, -0.3415979407714544] [-0.3627042145495745, -0.3886294839370129]
1 300.488 [-0.35179609173161336, -0.34159727410478774] [-0.3627042145495745, -0.3886294839370129]
1 305.494 [-0.35179609173161336, -0.34159727410478774] [-0.3627042145495745, -0.3886294839370129]
1 310.501 [-0.35179609173161336, -0.34159727410478774] [-0.3627042145495745, -0.3886294839370129]
1 315.507 [-0.3518174250649466, -0.34175727410478773] [-0.3627042145495745, -0.3886294839370129]
1 320.514 [-0.3518220917316134, -0.3417506074381211] [-0.3627042145495745, -0.3886294839370129]
1 325.52 [-0.3518220917316134, -0.3417506074381211] [-0.3627042145495745, -0.3886294839370129]
1 330.525 [-0.3518220917316134, -0.3417506074381211] [-0.3627042145495745, -0.3886294839370129]
1 335.531 [-0.3518220917316134, -0.3417506074381211] [-0.3627042145495745, -0.3886294839370129]
1 340.538 [-0.3518220917316134, -0.3417506074381211] [-0.3627042145495745, -0.3886294839370129]
