ID TIME VOTE
8 237.008 2182448
8 255.997 2164179
8 379.997 2401459
8 521.04 2673425
8 678.015 2850697
8 815.047 2899388
8 839.018 2885883
8 871.061 2921954
8 889.052 2943548
8 938.063 2940658
8 982.038 2935393
8 1018.054 2889310
8 1077.066 2857508
8 1109.048 2865336
8 1180.091 2912962
8 1214.096 2901684
8 1271.11 2834491
8 1301.093 2841680
8 1318.067 2852658
8 1389.093 2873312
8 1491.109 2859525
8 1513.153 2852189
8 1529.102 2857400
8 1598.095 2815416
8 1729.107 2800319
8 1761.137 2810836
8 1811.139 2833841
8 1829.155 2820241
