ID TIME pos
11 1.194 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 6.6 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 11.614 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 16.624 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 21.631 [-0.2941800000000001, -0.88276] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.2941800000000001, -0.88276], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 26.84 [-0.2941800000000001, -0.88276] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.2941800000000001, -0.88276], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 32.245 [-0.37276668710330896, -0.7806820458302037] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [-0.3637600000000001, -0.7504599999999999], [0, 0], [-0.4118299999999999, -0.7909999999999999], [0, 0], [0, 0], [0, 0], [-0.2941800000000001, -0.88276], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 37.251 [-0.3250591080928743, -0.844330431685381] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [-0.33397999999999994, -0.83369], [0, 0], [-0.34207999999999994, -0.8226899999999999], [0, 0], [0, 0], [0, 0], [-0.2941800000000001, -0.88276], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 42.457 [-0.309422313582122, -0.8637006840153177] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [-0.3122400000000001, -0.8602099999999999], [0, 0], [-0.31634000000000007, -0.8550500000000001], [0, 0], [0, 0], [0, 0], [-0.2941800000000001, -0.88276], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 47.765 [-0.30129887921248255, -0.8738784576992337] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [-0.3041799999999999, -0.8702799999999999], [0, 0], [-0.30515000000000003, -0.8690800000000001], [0, 0], [0, 0], [0, 0], [-0.2941800000000001, -0.88276], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 53.069 [-0.300224373905481, -0.875223758259472] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [-0.3009200000000001, -0.87436], [0, 0], [-0.30484, -0.86947], [0, 0], [0, 0], [0, 0], [-0.2941800000000001, -0.88276], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
