ID TIME #BLOCKS
12 2.269 1
12 5.438 1
12 20.435 1
12 23.563 1
12 30.926 1
12 46.656 1
12 61.537 1
12 97.72 2
12 114.632 1
12 127.62 1
12 134.859 1
12 199.697 3
12 209.335 1
12 217.902 2
12 220.969 1
12 235.741 1
12 254.816 1
12 281.235 2
12 294.009 2
12 305.546 1
12 331.246 2
12 334.543 1
12 368.567 1
12 394.062 2
12 395.304 1
12 421.828 1
12 444.32 2
12 459.053 2
12 476.306 2
12 480.602 1
12 497.393 1
12 543.806 1
12 551.058 1
12 554.307 1
12 559.691 1
12 576.517 2
12 580.706 1
12 631.22 2
12 637.802 1
