ID TIME pos
6 5.125 [0.38509267377971046, -0.38220035780845835] []
6 10.133 [0.38509267377971046, -0.38220035780845835] []
6 15.153 [0.38509267377971046, -0.38220035780845835] []
6 20.185 [0.38509267377971046, -0.38220035780845835] []
6 25.291 [0.38509267377971046, -0.38220035780845835] []
6 30.343 [0.38509267377971046, -0.38220035780845835] []
6 35.359 [0.38509267377971046, -0.38220035780845835] [(-34665, -38461, 1676636670, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 88.159 [0.38509267377971046, -0.38220035780845835] [(-34826, -38076, 1676636670, 0, 7, 70000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 118.567 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 123.612 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 128.659 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 133.709 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 138.733 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 143.743 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 148.819 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 153.893 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 158.933 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461)]
6 164.004 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (49516, -73580, 1676636793, 0, 1, 10555555555555555000, 10555555555555555000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 49516, -73580)]
6 197.486 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (49516, -73580, 1676636793, 0, 1, 10555555555555555000, 10555555555555555000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 49516, -73580)]
6 238.272 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (50568, -71145, 1676636793, 0, 8, 82222222222222220000, 31111111111111110000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 52121, -66862), (39725, -26843, 1676636838, 0, 2, 20555555555555555000, 20555555555555555000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 39725, -26843)]
6 248.975 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (50306, -71393, 1676636793, 2, 9, 92777777777777775000, 31111111111111110000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 52121, -66862), (39725, -26843, 1676636838, 0, 2, 20555555555555555000, 20555555555555555000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 39725, -26843)]
6 300.065 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (50306, -71393, 1676636793, 2, 9, 92777777777777775000, 31111111111111110000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 52121, -66862), (40403, -29772, 1676636838, 0, 8, 81759259259259258000, 76759259259259258000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 40363, -29933), (49460, -71811, 1676636908, 0, 5, 41666666666666665555, 555, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 52618, 2957)]
6 384.53 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (50306, -71393, 1676636793, 2, 9, 92777777777777775000, 31111111111111110000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 52121, -66862), (41537, -29388, 1676637012, 1, 9, 94907407407407407000, 89907407407407407000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 41566, -29505), (48977, -71755, 1676636908, 0, 9, 69791666666666666055, 2500000000000000555, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 38559, -58769), (39329, -38407, 1676636948, 0, 7, 73622685185185184000, 68032407407407406000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 39560, -38333)]
6 496.047 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (50306, -71393, 1676636793, 2, 9, 92777777777777775000, 31111111111111110000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 52121, -66862), (41537, -29388, 1676637127, 1, 9, 94907407407407407000, 89907407407407407000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 41566, -29505), (49016, -71792, 1676636908, 2, 11, 95601851851851851055, 2500000000000000555, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 38559, -58769), (39792, -35590, 1676637127, 1, 10, 99403935185185184500, 93813657407407406500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 39970, -35373), (42281, -48698, 1676637096, 0, 4, 35065586419753088000, 24199459876543211000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 39589, -37818)]
6 511.709 [0.38509267377971046, -0.38220035780845835] [(-34560, -38017, 1676636670, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -34665, -38461), (50306, -71393, 1676636793, 2, 9, 92777777777777775000, 31111111111111110000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 52121, -66862), (41537, -29388, 1676637147, 1, 9, 94907407407407407000, 89907407407407407000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 41566, -29505), (49016, -71792, 1676636908, 2, 11, 95601851851851851055, 2500000000000000555, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 38559, -58769), (39792, -35590, 1676637147, 1, 10, 99403935185185184500, 93813657407407406500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 39970, -35373), (38468, -44688, 1676637096, 0, 6, 54876543209876544000, 44010416666666667000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 36047, -37716)]
