ID TIME pos
9 0.096 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 5.099 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 10.111 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 15.117 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 20.13 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 25.132 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 30.138 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 35.145 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 40.155 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 45.255 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 50.263 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 55.268 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 60.277 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 65.28 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 70.286 [-0.17884, -0.32643500000000003] [-0.3627042145495745, -0.3886294839370129]
9 75.293 [-0.32257238312362946, -0.31278952878277955] [-0.3627042145495745, -0.3886294839370129]
9 80.301 [-0.32486390649890357, -0.3087276230262236] [-0.3627042145495745, -0.3886294839370129]
9 85.306 [-0.2957149220824197, -0.30155968585518633] [-0.3627042145495745, -0.3886294839370129]
9 90.312 [-0.29461136178493114, -0.32072830216158826] [-0.3627042145495745, -0.3886294839370129]
9 95.318 [-0.2932827903563597, -0.3191654450187312] [-0.3627042145495745, -0.3886294839370129]
9 100.321 [-0.2934299332135026, -0.31917544501873113] [-0.3627042145495745, -0.3886294839370129]
9 105.329 [-0.2939356474992168, -0.3191554450187311] [-0.3627042145495745, -0.3886294839370129]
9 110.333 [-0.2959774415618147, -0.32465726439138975] [-0.3627042145495745, -0.3886294839370129]
9 115.341 [-0.30280994805494643, -0.32526534612567976] [-0.3627042145495745, -0.3886294839370129]
9 120.346 [-0.30743439249939086, -0.3268431239034576] [-0.3627042145495745, -0.3886294839370129]
9 125.353 [-0.30783328138827976, -0.32640756834790197] [-0.3627042145495745, -0.3886294839370129]
9 130.36 [-0.30783328138827976, -0.32640756834790197] [-0.3627042145495745, -0.3886294839370129]
9 135.368 [-0.30783328138827976, -0.32640756834790197] [-0.3627042145495745, -0.3886294839370129]
9 140.376 [-0.3095410591660575, -0.32757423501456867] [-0.3627042145495745, -0.3886294839370129]
9 145.388 [-0.3095410591660575, -0.32757534612567973] [-0.3627042145495745, -0.3886294839370129]
9 150.49 [-0.30645195324945174, -0.3299368115131117] [-0.3627042145495745, -0.3886294839370129]
9 155.495 [-0.3065309532494518, -0.32989681151311173] [-0.3627042145495745, -0.3886294839370129]
9 160.503 [-0.3065309532494518, -0.32989681151311173] [-0.3627042145495745, -0.3886294839370129]
9 165.512 [-0.3074059532494518, -0.32961081151311183] [-0.3627042145495745, -0.3886294839370129]
9 170.515 [-0.3092349532494518, -0.3293088115131118] [-0.3627042145495745, -0.3886294839370129]
9 175.521 [-0.3095009532494518, -0.3290608115131118] [-0.3627042145495745, -0.3886294839370129]
9 180.528 [-0.29479541204495624, -0.32343982864828347] [-0.3627042145495745, -0.3886294839370129]
9 185.535 [-0.2994563211358653, -0.32555710137555616] [-0.3627042145495745, -0.3886294839370129]
9 190.541 [-0.2994563211358653, -0.32555710137555616] [-0.3627042145495745, -0.3886294839370129]
9 195.547 [-0.29952450295404714, -0.3255925559210107] [-0.3627042145495745, -0.3886294839370129]
9 200.551 [-0.29952904840859257, -0.32560891955737437] [-0.3627042145495745, -0.3886294839370129]
9 205.554 [-0.2994966277078765, -0.3264315095942598] [-0.3627042145495745, -0.3886294839370129]
9 210.566 [-0.2994966277078765, -0.3264315095942598] [-0.3627042145495745, -0.3886294839370129]
