ID TIME pos
15 0.093 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 5.107 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 10.124 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 15.126 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 20.135 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 25.135 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 30.149 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 35.25 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 40.252 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 45.263 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 50.267 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 55.268 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 60.274 [-0.43059500000000006, -0.44777999999999996] [-0.3627042145495745, -0.3886294839370129]
15 65.282 [-0.44527333333333335, -0.44234] [-0.3627042145495745, -0.3886294839370129]
15 70.297 [-0.3863264133629362, -0.44506855914135424] [-0.3627042145495745, -0.3886294839370129]
15 75.398 [-0.3852949847915076, -0.44553713056992567] [-0.3627042145495745, -0.3886294839370129]
15 80.516 [-0.3956193616925691, -0.4371562392486849] [-0.3627042145495745, -0.3886294839370129]
15 85.618 [-0.395545611692569, -0.43724873924868496] [-0.3627042145495745, -0.3886294839370129]
15 90.619 [-0.40445499032186844, -0.44384090127177084] [-0.3627042145495745, -0.3886294839370129]
15 95.624 [-0.40490499032186855, -0.44346181036267995] [-0.3627042145495745, -0.3886294839370129]
15 100.627 [-0.40490317214005034, -0.4434572649081345] [-0.3627042145495745, -0.3886294839370129]
15 105.635 [-0.40487499032186847, -0.44348908308995266] [-0.3627042145495745, -0.3886294839370129]
15 110.637 [-0.40487499032186847, -0.44348908308995266] [-0.3627042145495745, -0.3886294839370129]
15 115.655 [-0.40487499032186847, -0.44348908308995266] [-0.3627042145495745, -0.3886294839370129]
15 120.753 [-0.40487499032186847, -0.44348908308995266] [-0.3627042145495745, -0.3886294839370129]
15 125.758 [-0.40487499032186847, -0.44348908308995266] [-0.3627042145495745, -0.3886294839370129]
15 130.763 [-0.40487499032186847, -0.44348908308995266] [-0.3627042145495745, -0.3886294839370129]
15 135.77 [-0.404610444867323, -0.4436572649081345] [-0.3627042145495745, -0.3886294839370129]
15 140.781 [-0.4063995744617128, -0.44294082616578995] [-0.3627042145495745, -0.3886294839370129]
