ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC PENDING QUEUED
8 1.83 2.2464351654052734 1674180761 1 0x864703ef39193316a2622012f1212157d0b36e6bdd482eed17f86908cb8edd03 0x850ed60bd9ea252f4af2e8b0bfef2dbd41a5f2965d82655c3420f1d7d7fbb7f6 1 2 610 0 0
