ID TIME TPS RAM CPU
0 0.019 53 8.9 20.0
0 0.464 2 8.9 20.0
0 0.465 582 8.9 20.0
0 0.582 9 8.9 20.0
0 0.67 11 8.9 20.0
0 0.769 10 8.9 20.0
0 0.871 10 8.9 20.0
0 0.973 10 8.9 20.0
0 1.069 10 8.9 20.0
0 1.179 9 8.9 20.0
0 1.274 11 8.9 20.0
0 1.515 4 8.9 20.0
0 1.697 5 8.9 20.0
0 1.718 49 8.9 20.0
0 1.805 11 8.9 20.0
0 1.907 10 8.9 20.0
0 2.008 10 8.9 20.0
0 2.108 10 8.9 20.0
0 2.224 9 8.9 20.0
0 2.306 12 8.9 20.0
0 2.406 10 8.9 20.0
0 2.509 10 8.9 20.0
0 2.805 3 8.9 20.0
0 2.811 175 8.9 20.0
0 2.914 10 8.9 20.0
0 3.014 10 8.9 20.0
0 3.113 10 8.9 20.0
0 3.215 10 8.9 20.0
0 3.379 6 8.9 20.0
0 3.417 26 8.9 20.0
0 3.517 10 8.9 20.0
0 3.637 8 8.9 20.0
0 3.86 4 8.9 20.0
0 3.869 110 8.9 20.0
0 3.97 10 8.9 20.0
0 4.069 10 8.9 20.0
0 4.17 10 8.9 20.0
0 4.268 10 8.9 20.0
0 4.384 9 8.9 20.0
0 4.474 11 8.9 20.0
0 4.571 10 8.9 20.0
0 4.694 8 8.9 20.0
0 4.904 5 8.9 20.0
0 4.916 89 8.9 20.0
0 5.019 10 8.9 20.0
0 5.117 10 8.9 20.0
0 5.548 2 8.9 20.0
0 5.558 97 8.9 20.0
0 5.767 5 8.9 20.0
0 5.92 7 8.9 20.0
0 5.927 145 8.9 20.0
0 6.035 9 8.9 20.0
0 6.142 9 8.9 20.0
0 6.233 11 8.9 20.0
0 6.331 10 8.9 20.0
0 6.436 10 8.9 20.0
0 6.534 10 8.9 20.0
0 6.638 10 8.9 20.0
0 6.737 10 8.9 20.0
0 7.025 3 8.9 20.0
0 7.038 77 8.9 20.0
0 7.144 9 8.9 20.0
0 7.242 10 8.9 20.0
0 7.336 11 8.9 20.0
0 7.437 10 8.9 20.0
0 7.597 6 8.9 20.0
0 7.645 21 8.9 20.0
0 7.742 10 8.9 20.0
0 8.111 3 8.9 20.0
0 8.121 93 8.9 20.0
0 8.233 9 8.9 20.0
0 8.326 11 8.9 20.0
0 8.422 10 8.9 20.0
0 8.525 10 8.9 20.0
0 8.626 10 8.9 20.0
0 8.723 10 8.9 20.0
0 8.833 9 8.9 20.0
0 9.05 5 8.9 20.0
0 9.056 161 8.9 20.0
0 9.196 7 8.9 20.0
0 9.261 15 8.9 20.0
0 9.375 9 8.9 20.0
0 9.464 11 8.9 20.0
0 9.619 6 8.9 20.0
0 9.665 22 8.9 20.0
0 9.763 10 8.9 20.0
0 9.87 9 8.9 20.0
0 10.2 3 4.7 19.4
0 10.21 103 4.7 19.4
0 10.625 2 4.7 19.4
0 10.632 135 4.7 19.4
0 10.743 9 4.7 19.4
0 10.838 11 4.7 19.4
0 10.94 10 4.7 19.4
0 11.154 5 4.7 19.4
0 11.166 85 4.7 19.4
0 11.307 7 4.7 19.4
0 11.368 17 4.7 19.4
0 11.481 9 4.7 19.4
0 11.627 7 4.7 19.4
0 11.674 21 4.7 19.4
0 11.769 11 4.7 19.4
0 11.868 10 4.7 19.4
0 11.966 10 4.7 19.4
0 12.313 3 4.7 19.4
0 12.328 69 4.7 19.4
0 12.426 10 4.7 19.4
0 12.525 10 4.7 19.4
0 12.625 10 4.7 19.4
0 12.731 9 4.7 19.4
0 12.834 10 4.7 19.4
0 12.928 11 4.7 19.4
0 13.024 10 4.7 19.4
0 13.334 3 4.7 19.4
0 13.348 74 4.7 19.4
0 13.45 10 4.7 19.4
0 13.546 10 4.7 19.4
0 13.707 6 4.7 19.4
0 13.746 26 4.7 19.4
0 13.857 9 4.7 19.4
0 13.951 11 4.7 19.4
0 14.047 10 4.7 19.4
0 14.286 4 4.7 19.4
0 14.411 8 4.7 19.4
0 14.426 69 4.7 19.4
0 14.527 10 4.7 19.4
0 14.625 10 4.7 19.4
0 14.724 10 4.7 19.4
0 14.825 10 4.7 19.4
0 14.937 9 4.7 19.4
0 15.025 11 4.7 19.4
0 15.128 10 4.7 19.4
0 15.429 3 4.7 19.4
0 15.85 2 4.7 19.4
0 15.9 20 4.7 19.4
0 15.962 16 4.7 19.4
0 16.066 10 4.7 19.4
0 16.168 10 4.7 19.4
0 16.5 3 4.7 19.4
0 16.511 89 4.7 19.4
0 16.62 9 4.7 19.4
0 16.721 10 4.7 19.4
0 16.815 11 4.7 19.4
0 16.915 10 4.7 19.4
0 17.014 10 4.7 19.4
0 17.112 10 4.7 19.4
0 17.227 9 4.7 19.4
0 17.467 4 4.7 19.4
0 17.488 46 4.7 19.4
0 17.582 11 4.7 19.4
0 17.678 10 4.7 19.4
0 17.843 6 4.7 19.4
0 17.879 28 4.7 19.4
0 17.979 10 4.7 19.4
0 18.083 10 4.7 19.4
0 18.18 10 4.7 19.4
0 18.278 10 4.7 19.4
0 18.621 3 4.7 19.4
0 18.627 150 4.7 19.4
0 18.734 9 4.7 19.4
0 18.834 10 4.7 19.4
0 18.935 10 4.7 19.4
0 19.153 5 4.7 19.4
0 19.165 78 4.7 19.4
0 19.265 10 4.7 19.4
0 19.364 10 4.7 19.4
0 19.649 4 4.7 19.4
0 19.662 78 4.7 19.4
0 19.763 10 4.7 19.4
0 19.921 6 4.7 19.4
0 19.964 23 4.7 19.4
0 20.068 10 4.7 19.4
0 20.175 9 4.7 19.4
0 20.268 11 3.7 19.4
0 20.366 10 3.7 19.4
0 20.463 10 3.7 19.4
0 21.819 1 3.7 19.4
0 21.916 10 3.7 19.4
0 21.95 30 3.7 19.4
0 22.055 10 3.7 19.4
0 22.151 10 3.7 19.4
0 22.276 8 3.7 19.4
0 22.357 12 3.7 19.4
0 22.458 10 3.7 19.4
0 22.553 11 3.7 19.4
0 22.633 12 3.7 19.4
0 22.737 10 3.7 19.4
0 22.883 7 3.7 19.4
0 22.959 13 3.7 19.4
0 23.056 10 3.7 19.4
0 23.153 10 3.7 19.4
0 23.28 8 3.7 19.4
0 23.357 13 3.7 19.4
0 23.44 12 3.7 19.4
0 23.586 7 3.7 19.4
0 23.692 9 3.7 19.4
0 23.798 9 3.7 19.4
