ID TIME pos
8 0.097 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 5.105 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 10.117 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 15.119 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 20.223 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 25.228 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 30.235 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 35.241 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 40.255 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 45.356 [0, 0] [-0.3627042145495745, -0.3886294839370129]
8 50.362 [-0.31304, -0.3732200000000001] [-0.3627042145495745, -0.3886294839370129]
8 55.372 [-0.3172125, -0.3786125] [-0.3627042145495745, -0.3886294839370129]
8 60.376 [-0.3197685714285714, -0.3796542857142858] [-0.3627042145495745, -0.3886294839370129]
8 65.381 [-0.32014888888888887, -0.3878922222222223] [-0.3627042145495745, -0.3886294839370129]
8 70.386 [-0.33508108763971345, -0.3838176872229223] [-0.3627042145495745, -0.3886294839370129]
8 75.394 [-0.33312462512701224, -0.3822815338390202] [-0.3627042145495745, -0.3886294839370129]
8 80.399 [-0.333081897854285, -0.3822578974753839] [-0.3627042145495745, -0.3886294839370129]
8 85.404 [-0.33308826149064863, -0.3822515338390203] [-0.3627042145495745, -0.3886294839370129]
8 90.412 [-0.3330891705815577, -0.3822506247481112] [-0.3627042145495745, -0.3886294839370129]
8 95.417 [-0.33343189785428495, -0.38246335202083853] [-0.3627042145495745, -0.3886294839370129]
8 100.425 [-0.3369442396997613, -0.38524640601910204] [-0.3627042145495745, -0.3886294839370129]
8 105.429 [-0.3369475730330946, -0.3852505726857687] [-0.3627042145495745, -0.3886294839370129]
8 110.434 [-0.3375785289536257, -0.3893751440176326] [-0.3627042145495745, -0.3886294839370129]
8 115.439 [-0.3391477597228565, -0.38960975940224796] [-0.3627042145495745, -0.3886294839370129]
8 120.445 [-0.3396392981843949, -0.3897705286330172] [-0.3627042145495745, -0.3886294839370129]
8 125.453 [-0.3406216058767026, -0.39028975940224797] [-0.3627042145495745, -0.3886294839370129]
8 130.462 [-0.3402686340283667, -0.39084477658780165] [-0.3627042145495745, -0.3886294839370129]
8 135.466 [-0.339949348314081, -0.39070691944494457] [-0.3627042145495745, -0.3886294839370129]
8 140.472 [-0.3399464911712239, -0.39070763373065887] [-0.3627042145495745, -0.3886294839370129]
8 145.48 [-0.33996506259979536, -0.39073334801637316] [-0.3627042145495745, -0.3886294839370129]
8 150.484 [-0.33996506259979536, -0.39073334801637316] [-0.3627042145495745, -0.3886294839370129]
8 155.49 [-0.33996506259979536, -0.39073334801637316] [-0.3627042145495745, -0.3886294839370129]
8 160.495 [-0.33999506259979534, -0.3924054908735159] [-0.3627042145495745, -0.3886294839370129]
8 165.501 [-0.34014720545693816, -0.3925047765878017] [-0.3627042145495745, -0.3886294839370129]
8 170.509 [-0.3401436340283667, -0.39251120515923027] [-0.3627042145495745, -0.3886294839370129]
8 175.516 [-0.3401436340283667, -0.39251120515923027] [-0.3627042145495745, -0.3886294839370129]
8 180.524 [-0.3401436340283667, -0.39251120515923027] [-0.3627042145495745, -0.3886294839370129]
8 185.532 [-0.3403307768855096, -0.3925647765878017] [-0.3627042145495745, -0.3886294839370129]
8 190.534 [-0.34028220545693827, -0.39266406230208745] [-0.3627042145495745, -0.3886294839370129]
8 195.535 [-0.34028220545693827, -0.39266406230208745] [-0.3627042145495745, -0.3886294839370129]
8 200.55 [-0.34028220545693827, -0.39266406230208745] [-0.3627042145495745, -0.3886294839370129]
8 205.553 [-0.3402843483140811, -0.39266620515923023] [-0.3627042145495745, -0.3886294839370129]
8 210.562 [-0.3402843483140811, -0.39266620515923023] [-0.3627042145495745, -0.3886294839370129]
8 215.568 [-0.3402843483140811, -0.39266620515923023] [-0.3627042145495745, -0.3886294839370129]
8 220.573 [-0.3402843483140811, -0.39266620515923023] [-0.3627042145495745, -0.3886294839370129]
8 225.58 [-0.3402843483140811, -0.39266620515923023] [-0.3627042145495745, -0.3886294839370129]
8 230.588 [-0.34059220545693825, -0.39305834801637307] [-0.3627042145495745, -0.3886294839370129]
8 235.598 [-0.3405993483140811, -0.39307549087351595] [-0.3627042145495745, -0.3886294839370129]
