ID TIME pos
11 5.289 [-0.36284565380529704, -0.35072446492159953] []
11 15.379 [-0.36284565380529704, -0.35072446492159953] []
11 20.459 [-0.36284565380529704, -0.35072446492159953] []
11 25.485 [-0.36284565380529704, -0.35072446492159953] []
11 30.595 [-0.36284565380529704, -0.35072446492159953] [(31826, -44194, 1676595311, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194)]
11 80.856 [-0.36284565380529704, -0.35072446492159953] [(31838, -44471, 1676595311, 0, 5, 50000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194), (-23113, -44697, 1676595349, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -23113, -44697)]
11 116.43 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28634, -46502, 1676595349, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -28634, -46502)]
11 153.04 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-26868, -44523, 1676595349, 0, 7, 76250000000000000000, 31250000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32078, -44588)]
11 188.376 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595479, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-34575, -44449, 1676595473, 0, 2, 21250000000000000000, 10000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -42029, -43430), (-33206, -9026, 1676595479, 0, 1, 11250000000000000000, 11250000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -33206, -9026)]
11 216.68 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595497, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-35419, -42029, 1676595473, 0, 4, 42625000000000000000, 31375000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -38098, -40837), (-33206, -9026, 1676595479, 0, 1, 11250000000000000000, 11250000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -33206, -9026)]
11 252.412 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595543, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-37716, -38889, 1676595543, 1, 9, 98500000000000000000, 87250000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -38976, -38055), (-40378, -34426, 1676595479, 0, 4, 47125000000000000000, 47125000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -40378, -34426)]
11 288.996 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595575, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-37716, -38889, 1676595575, 1, 9, 98500000000000000000, 87250000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -38976, -38055), (-38363, -34393, 1676595479, 0, 6, 69906250000000000000, 69906250000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -38363, -34393), (31826, -44194, 1676595551, 0, 1, 5000000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194)]
11 336.555 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595627, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-37716, -38889, 1676595627, 1, 9, 98500000000000000000, 87250000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -38976, -38055), (-38518, -35260, 1676595627, 1, 9, 102015625000000000000, 102015625000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -38518, -35260), (-16747, -17207, 1676595551, 0, 2, 21453125000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194)]
11 401.064 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595687, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-37716, -38889, 1676595687, 1, 9, 98500000000000000000, 87250000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -38976, -38055), (-38518, -35260, 1676595687, 1, 9, 102015625000000000000, 102015625000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -38518, -35260), (-19455, -16252, 1676595551, 0, 8, 79984375000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194), (-39887, -35613, 1676595647, 0, 4, 48687500000000000000, 48687500000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -39887, -35613)]
11 424.234 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595709, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-37716, -38889, 1676595709, 1, 9, 98500000000000000000, 87250000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -38976, -38055), (-38518, -35260, 1676595709, 1, 9, 102015625000000000000, 102015625000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -38518, -35260), (-19654, -16384, 1676595551, 2, 9, 95187500000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194), (-40726, -36561, 1676595647, 0, 6, 65015625000000000000, 59390625000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -40950, -37089)]
11 490.243 [-0.36284565380529704, -0.35072446492159953] [(32079, -44473, 1676595311, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 34579, -44107), (-28449, -42713, 1676595780, 1, 9, 97500000000000000000, 52500000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, -32907, -41202), (-37716, -38889, 1676595780, 1, 9, 98500000000000000000, 87250000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -38976, -38055), (-38518, -35260, 1676595780, 1, 9, 102015625000000000000, 102015625000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -38518, -35260), (-19654, -16384, 1676595551, 2, 9, 95187500000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194), (-39016, -37212, 1676595780, 1, 10, 103109375000000000000, 97484375000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -39044, -37512), (-34159, -35004, 1676595751, 0, 5, 63343750000000000000, 52640625000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -37261, -38522), (31826, -44194, 1676595776, 0, 1, 2500000000000000000, 2500000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 31826, -44194)]
