ID TIME pos
6 0.012 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 5.041 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 10.042 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 15.145 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 20.145 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 25.241 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 30.242 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 35.342 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 40.448 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 45.542 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 50.544 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 55.643 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 60.741 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 65.839 [0, 0] [0.46328539902163157, 0.18742737993338576]
6 70.843 [0, 0] [0.46328539902163157, 0.18742737993338576]
