ID TIME pos
4 0.099 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 5.106 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 10.112 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 15.119 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 20.126 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 25.133 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 30.137 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 35.147 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 40.154 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 45.16 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 50.166 [0, 0] [0.5040544357065714, 0.14495530061428424]
4 55.173 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
4 60.18 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
4 65.188 [0.4294199999999999, 0.15641000000000016] [0.5040544357065714, 0.14495530061428424]
4 70.193 [0.46411, 0.250105] [0.5040544357065714, 0.14495530061428424]
4 75.201 [0.46699999999999986, 0.2579150000000001] [0.5040544357065714, 0.14495530061428424]
4 80.207 [0.49001670552852633, 0.23200104523795004] [0.5040544357065714, 0.14495530061428424]
4 85.215 [0.4863672546071052, 0.2296758710316251] [0.5040544357065714, 0.14495530061428424]
4 90.221 [0.4875947896632331, 0.23136788945567863] [0.5040544357065714, 0.14495530061428424]
4 95.226 [0.4876447896632331, 0.23208788945567865] [0.5040544357065714, 0.14495530061428424]
4 100.233 [0.48462419095532894, 0.22955565327371882] [0.5040544357065714, 0.14495530061428424]
4 105.24 [0.48462419095532894, 0.22955565327371882] [0.5040544357065714, 0.14495530061428424]
4 110.244 [0.4848241909553289, 0.23044440327371882] [0.5040544357065714, 0.14495530061428424]
4 115.25 [0.4848241909553289, 0.23044440327371882] [0.5040544357065714, 0.14495530061428424]
4 120.256 [0.4848241909553289, 0.23044440327371882] [0.5040544357065714, 0.14495530061428424]
4 125.264 [0.4848241909553289, 0.23044440327371882] [0.5040544357065714, 0.14495530061428424]
4 130.269 [0.4848241909553289, 0.23044440327371882] [0.5040544357065714, 0.14495530061428424]
4 135.278 [0.4878103919602924, 0.23638502513219445] [0.5040544357065714, 0.14495530061428424]
4 140.284 [0.4889393527642632, 0.23788652261897497] [0.5040544357065714, 0.14495530061428424]
4 145.289 [0.489258352764263, 0.23743152261897493] [0.5040544357065714, 0.14495530061428424]
4 150.295 [0.4892463527642631, 0.23757152261897496] [0.5040544357065714, 0.14495530061428424]
4 155.301 [0.48930213887660284, 0.23731774783543177] [0.5040544357065714, 0.14495530061428424]
4 160.308 [0.4893994116038756, 0.23754411147179544] [0.5040544357065714, 0.14495530061428424]
4 165.315 [0.49172612730355264, 0.2390037688491458] [0.5040544357065714, 0.14495530061428424]
4 170.322 [0.490811960636886, 0.23539376884914578] [0.5040544357065714, 0.14495530061428424]
4 175.328 [0.4914356559725101, 0.23546347893767303] [0.5040544357065714, 0.14495530061428424]
4 180.335 [0.491528732895587, 0.23544732509151922] [0.5040544357065714, 0.14495530061428424]
4 185.344 [0.49153180981866396, 0.23544655586074997] [0.5040544357065714, 0.14495530061428424]
4 190.347 [0.4915495021263563, 0.23543501739921152] [0.5040544357065714, 0.14495530061428424]
4 195.355 [0.4915279636648178, 0.2353819404761346] [0.5040544357065714, 0.14495530061428424]
4 200.361 [0.49155104058789484, 0.2357896327838269] [0.5040544357065714, 0.14495530061428424]
4 205.365 [0.4941887328955872, 0.23092886355305767] [0.5040544357065714, 0.14495530061428424]
4 210.372 [0.49412810911733096, 0.23082823044212497] [0.5040544357065714, 0.14495530061428424]
4 215.377 [0.49379668054590237, 0.23011894472783928] [0.5040544357065714, 0.14495530061428424]
4 220.384 [0.49378953768875944, 0.23010823044212497] [0.5040544357065714, 0.14495530061428424]
4 225.391 [0.49378953768875944, 0.23010823044212497] [0.5040544357065714, 0.14495530061428424]
4 230.398 [0.49378953768875944, 0.23010823044212497] [0.5040544357065714, 0.14495530061428424]
4 235.404 [0.4935669018428422, 0.22996301507931666] [0.5040544357065714, 0.14495530061428424]
4 240.411 [0.49353890184284216, 0.22989634841265] [0.5040544357065714, 0.14495530061428424]
4 245.419 [0.49353890184284216, 0.22989634841265] [0.5040544357065714, 0.14495530061428424]
4 250.424 [0.49353023517617545, 0.22986968174598335] [0.5040544357065714, 0.14495530061428424]
4 255.432 [0.4933795685095088, 0.22957301507931666] [0.5040544357065714, 0.14495530061428424]
4 260.439 [0.49337556850950876, 0.22956368174598332] [0.5040544357065714, 0.14495530061428424]
4 265.446 [0.4932735685095088, 0.22951834841264998] [0.5040544357065714, 0.14495530061428424]
4 270.452 [0.49301223517617543, 0.22917234841265] [0.5040544357065714, 0.14495530061428424]
4 275.458 [0.4930129018428421, 0.22916901507931664] [0.5040544357065714, 0.14495530061428424]
4 280.465 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 285.471 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 290.478 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 295.485 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 300.492 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 305.498 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 310.504 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 315.512 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 320.518 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 325.525 [0.4930129018428421, 0.22916834841265] [0.5040544357065714, 0.14495530061428424]
4 330.532 [0.49055690184284206, 0.22640901507931666] [0.5040544357065714, 0.14495530061428424]
4 335.54 [0.49050156850950877, 0.22522768174598334] [0.5040544357065714, 0.14495530061428424]
4 340.546 [0.49110223517617535, 0.22518434841264998] [0.5040544357065714, 0.14495530061428424]
4 345.551 [0.4911055685095087, 0.2250456817459833] [0.5040544357065714, 0.14495530061428424]
4 350.556 [0.49081956850950875, 0.2243336817459833] [0.5040544357065714, 0.14495530061428424]
4 355.563 [0.4908162351761754, 0.22430834841264996] [0.5040544357065714, 0.14495530061428424]
4 360.569 [0.49081356850950875, 0.22429568174598333] [0.5040544357065714, 0.14495530061428424]
4 365.576 [0.4908215685095088, 0.22423101507931667] [0.5040544357065714, 0.14495530061428424]
4 370.583 [0.49083490184284206, 0.22393634841265] [0.5040544357065714, 0.14495530061428424]
4 375.591 [0.49113290184284203, 0.2239750150793167] [0.5040544357065714, 0.14495530061428424]
4 380.597 [0.4911335685095088, 0.22384634841265] [0.5040544357065714, 0.14495530061428424]
4 385.604 [0.4911335685095088, 0.22384634841265] [0.5040544357065714, 0.14495530061428424]
4 390.609 [0.49081356850950875, 0.22370834841265003] [0.5040544357065714, 0.14495530061428424]
4 395.616 [0.49081356850950875, 0.2236890150793167] [0.5040544357065714, 0.14495530061428424]
4 400.624 [0.49206690184284196, 0.22378368174598337] [0.5040544357065714, 0.14495530061428424]
4 405.629 [0.4921669018428421, 0.22371768174598336] [0.5040544357065714, 0.14495530061428424]
4 410.636 [0.49233690184284207, 0.22348968174598335] [0.5040544357065714, 0.14495530061428424]
4 415.642 [0.492876901842842, 0.22224501507931668] [0.5040544357065714, 0.14495530061428424]
4 420.648 [0.4929902351761753, 0.22219434841265004] [0.5040544357065714, 0.14495530061428424]
4 425.654 [0.49360823517617547, 0.2219476817459834] [0.5040544357065714, 0.14495530061428424]
4 430.661 [0.49370356850950875, 0.2218843484126501] [0.5040544357065714, 0.14495530061428424]
4 435.67 [0.49370623517617546, 0.2218816817459834] [0.5040544357065714, 0.14495530061428424]
4 440.677 [0.4952762351761754, 0.22075701507931675] [0.5040544357065714, 0.14495530061428424]
4 445.685 [0.495588901842842, 0.22045968174598343] [0.5040544357065714, 0.14495530061428424]
4 450.69 [0.49559223517617534, 0.22045501507931672] [0.5040544357065714, 0.14495530061428424]
4 455.698 [0.4956095685095087, 0.2204510150793167] [0.5040544357065714, 0.14495530061428424]
4 460.702 [0.49565290184284194, 0.22035701507931674] [0.5040544357065714, 0.14495530061428424]
4 465.709 [0.49565890184284195, 0.22032901507931674] [0.5040544357065714, 0.14495530061428424]
4 470.716 [0.49565890184284195, 0.22032901507931674] [0.5040544357065714, 0.14495530061428424]
4 475.723 [0.49565890184284195, 0.22032901507931674] [0.5040544357065714, 0.14495530061428424]
4 480.73 [0.49565890184284195, 0.22032901507931674] [0.5040544357065714, 0.14495530061428424]
4 485.736 [0.4957255685095087, 0.22017101507931672] [0.5040544357065714, 0.14495530061428424]
4 490.742 [0.4957255685095087, 0.22017101507931672] [0.5040544357065714, 0.14495530061428424]
4 495.75 [0.49572956850950867, 0.22015834841265006] [0.5040544357065714, 0.14495530061428424]
4 500.756 [0.4958215685095086, 0.21992234841265007] [0.5040544357065714, 0.14495530061428424]
4 505.765 [0.4958215685095086, 0.21992234841265007] [0.5040544357065714, 0.14495530061428424]
4 510.772 [0.4958215685095086, 0.21992234841265007] [0.5040544357065714, 0.14495530061428424]
4 515.777 [0.495834901842842, 0.21991168174598338] [0.5040544357065714, 0.14495530061428424]
4 520.779 [0.4960795685095087, 0.21928568174598337] [0.5040544357065714, 0.14495530061428424]
4 525.788 [0.49609090184284194, 0.21922768174598337] [0.5040544357065714, 0.14495530061428424]
4 530.795 [0.49609090184284194, 0.21922768174598337] [0.5040544357065714, 0.14495530061428424]
4 535.802 [0.49609090184284194, 0.21922768174598337] [0.5040544357065714, 0.14495530061428424]
4 540.808 [0.49609090184284194, 0.21922768174598337] [0.5040544357065714, 0.14495530061428424]
4 545.816 [0.49609090184284194, 0.21922768174598337] [0.5040544357065714, 0.14495530061428424]
4 550.824 [0.49609090184284194, 0.21922768174598337] [0.5040544357065714, 0.14495530061428424]
4 555.83 [0.4964695685095086, 0.21920634841265002] [0.5040544357065714, 0.14495530061428424]
4 560.839 [0.4964762351761754, 0.21919768174598336] [0.5040544357065714, 0.14495530061428424]
4 565.844 [0.4967449018428419, 0.21866634841265] [0.5040544357065714, 0.14495530061428424]
4 570.85 [0.4967935685095087, 0.21844168174598336] [0.5040544357065714, 0.14495530061428424]
4 575.856 [0.49679423517617527, 0.21844034841265] [0.5040544357065714, 0.14495530061428424]
4 580.863 [0.49686556850950864, 0.21811634841264999] [0.5040544357065714, 0.14495530061428424]
4 585.869 [0.4968675685095087, 0.21811434841265] [0.5040544357065714, 0.14495530061428424]
4 590.875 [0.496948901842842, 0.21806234841265] [0.5040544357065714, 0.14495530061428424]
4 595.883 [0.496948901842842, 0.21806234841265] [0.5040544357065714, 0.14495530061428424]
