ID TIME pos
7 0.098 [0, 0] [0.5146479101499363, -0.546950197752196]
7 5.107 [0, 0] [0.5146479101499363, -0.546950197752196]
7 10.113 [0, 0] [0.5146479101499363, -0.546950197752196]
7 15.118 [0, 0] [0.5146479101499363, -0.546950197752196]
7 20.126 [0, 0] [0.5146479101499363, -0.546950197752196]
7 25.133 [0, 0] [0.5146479101499363, -0.546950197752196]
7 30.14 [0, 0] [0.5146479101499363, -0.546950197752196]
7 35.146 [0, 0] [0.5146479101499363, -0.546950197752196]
7 40.153 [0, 0] [0.5146479101499363, -0.546950197752196]
7 45.156 [0, 0] [0.5146479101499363, -0.546950197752196]
7 50.161 [0, 0] [0.5146479101499363, -0.546950197752196]
7 55.168 [0, 0] [0.5146479101499363, -0.546950197752196]
7 60.174 [0, 0] [0.5146479101499363, -0.546950197752196]
7 65.182 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 70.188 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 75.198 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 80.201 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 85.21 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 90.22 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 95.222 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 100.229 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 105.235 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 110.243 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
7 115.246 [0.521955, -0.470225] [0.5146479101499363, -0.546950197752196]
7 120.254 [0.5423945135269208, -0.4795918740782252] [0.5146479101499363, -0.546950197752196]
7 125.26 [0.5331132239478006, -0.508647052913018] [0.5146479101499363, -0.546950197752196]
7 130.268 [0.5335203668049434, -0.5073727671987324] [0.5146479101499363, -0.546950197752196]
7 135.274 [0.5335346525192292, -0.5073299100558752] [0.5146479101499363, -0.546950197752196]
7 140.283 [0.5335346525192292, -0.5073299100558752] [0.5146479101499363, -0.546950197752196]
7 145.291 [0.5335346525192292, -0.5073299100558752] [0.5146479101499363, -0.546950197752196]
7 150.296 [0.5316040709543255, -0.5114486712988908] [0.5146479101499363, -0.546950197752196]
7 155.304 [0.5257312567634604, -0.5266579370391127] [0.5146479101499363, -0.546950197752196]
7 160.308 [0.5248875061486005, -0.529112670035557] [0.5146479101499363, -0.546950197752196]
7 165.316 [0.5237852139695505, -0.5363691141992605] [0.5146479101499363, -0.546950197752196]
7 170.322 [0.524384380636217, -0.5353007808659271] [0.5146479101499363, -0.546950197752196]
7 175.329 [0.5247352139695505, -0.5348366141992605] [0.5146479101499363, -0.546950197752196]
7 180.335 [0.5229277139695505, -0.5361641141992605] [0.5146479101499363, -0.546950197752196]
7 185.439 [0.5222777139695506, -0.5365157808659272] [0.5146479101499363, -0.546950197752196]
7 190.448 [0.5222093806362171, -0.5365741141992605] [0.5146479101499363, -0.546950197752196]
7 195.451 [0.5220893806362171, -0.5371041141992605] [0.5146479101499363, -0.546950197752196]
7 200.456 [0.5204932744334312, -0.5421499515685482] [0.5146479101499363, -0.546950197752196]
7 205.464 [0.519458040545329, -0.5453242407422233] [0.5146479101499363, -0.546950197752196]
7 210.469 [0.518760897688186, -0.5443092407422232] [0.5146479101499363, -0.546950197752196]
7 215.479 [0.518525897688186, -0.5441549550279376] [0.5146479101499363, -0.546950197752196]
7 220.484 [0.5184637548310432, -0.5442378121707947] [0.5146479101499363, -0.546950197752196]
7 225.489 [0.518410897688186, -0.5442613835993662] [0.5146479101499363, -0.546950197752196]
7 230.494 [0.5183944691167575, -0.544268526456509] [0.5146479101499363, -0.546950197752196]
7 235.504 [0.5181394691167575, -0.5453228121707947] [0.5146479101499363, -0.546950197752196]
7 240.509 [0.5198580405453289, -0.5450492407422233] [0.5146479101499363, -0.546950197752196]
7 245.516 [0.5201237548310432, -0.5439328121707947] [0.5146479101499363, -0.546950197752196]
7 250.526 [0.5215230405453288, -0.543283526456509] [0.5146479101499363, -0.546950197752196]
7 255.527 [0.5219666119739005, -0.5427849550279376] [0.5146479101499363, -0.546950197752196]
7 260.537 [0.5220016119739004, -0.5428413835993662] [0.5146479101499363, -0.546950197752196]
7 265.542 [0.5220530405453289, -0.5425063835993662] [0.5146479101499363, -0.546950197752196]
7 270.547 [0.5219937548310432, -0.5424799550279376] [0.5146479101499363, -0.546950197752196]
7 275.556 [0.5219944691167574, -0.542488526456509] [0.5146479101499363, -0.546950197752196]
7 280.561 [0.5219944691167574, -0.5424899550279376] [0.5146479101499363, -0.546950197752196]
7 285.563 [0.5219944691167574, -0.5424899550279376] [0.5146479101499363, -0.546950197752196]
7 290.574 [0.5210415045089737, -0.547295958026075] [0.5146479101499363, -0.546950197752196]
7 295.58 [0.5210821711756403, -0.5466386246927417] [0.5146479101499363, -0.546950197752196]
7 300.588 [0.5210821711756403, -0.5466386246927417] [0.5146479101499363, -0.546950197752196]
7 305.593 [0.5210961711756403, -0.5474832913594084] [0.5146479101499363, -0.546950197752196]
7 310.602 [0.5210441711756403, -0.5474466246927416] [0.5146479101499363, -0.546950197752196]
7 315.609 [0.5210441711756403, -0.5474466246927416] [0.5146479101499363, -0.546950197752196]
7 320.614 [0.5210441711756403, -0.5474466246927416] [0.5146479101499363, -0.546950197752196]
7 325.621 [0.5210441711756403, -0.5474466246927416] [0.5146479101499363, -0.546950197752196]
7 330.63 [0.5210441711756403, -0.5474466246927416] [0.5146479101499363, -0.546950197752196]
7 335.636 [0.521064837842307, -0.5497046246927417] [0.5146479101499363, -0.546950197752196]
7 340.644 [0.5210735045089736, -0.5497092913594083] [0.5146479101499363, -0.546950197752196]
7 345.648 [0.5209675045089736, -0.5501872913594084] [0.5146479101499363, -0.546950197752196]
