ID TIME %RAM %CPU
1 0.003 45.0 16.2
1 5.036 45.0 13.9
1 10.059 45.0 25.1
1 17.036 44.7 18.4
1 24.032 45.0 19.5
1 31.051 45.4 26.4
1 37.039 45.4 17.0
1 44.068 45.2 14.2
1 50.005 45.1 11.0
1 55.013 45.2 15.3
1 60.055 45.2 21.5
1 67.011 45.3 17.4
1 73.025 45.2 9.9
1 79.008 45.1 9.5
1 85.047 45.1 9.8
1 92.019 45.1 15.0
1 97.067 44.9 20.7
1 102.068 44.7 16.0
1 109.016 44.8 17.2
1 115.026 44.9 16.7
1 120.068 44.8 25.7
1 127.025 44.9 18.6
1 132.128 45.1 28.0
1 139.059 45.4 13.5
1 145.043 45.7 15.7
1 150.052 45.4 15.6
1 155.067 45.3 15.3
1 161.065 45.3 17.7
1 168.019 45.6 22.1
1 174.022 45.8 26.4
1 179.023 45.8 14.6
1 184.046 46.2 31.7
1 192.053 46.2 17.3
1 198.067 46.6 24.0
1 203.08 46.7 20.8
1 210.053 46.8 38.9
1 216.041 46.8 27.6
1 221.061 46.8 32.8
1 228.039 47.1 36.3
1 233.055 47.1 17.7
1 240.05 47.5 28.4
1 249.067 47.5 18.5
1 255.136 48.0 36.6
1 262.075 47.8 24.9
1 270.03 48.1 25.7
1 276.079 48.1 29.4
1 282.097 48.2 33.9
1 289.051 48.2 27.0
1 294.051 48.3 21.8
1 302.043 48.6 23.2
1 307.058 48.8 26.6
1 312.076 49.0 18.1
1 318.089 49.0 23.2
1 326.049 49.2 21.7
1 332.039 49.4 22.9
1 338.083 49.7 28.7
1 344.092 49.7 17.0
1 350.046 50.2 28.2
1 355.087 50.3 15.5
1 362.09 50.4 17.2
1 368.101 50.4 33.0
1 376.042 50.4 31.4
1 382.041 52.0 27.3
1 388.06 44.8 28.5
1 394.079 41.7 25.1
1 400.044 41.7 20.2
1 406.06 41.7 30.5
1 413.05 40.3 17.8
1 420.057 36.2 25.7
1 425.058 35.9 28.2
1 431.067 35.7 16.2
1 439.058 35.5 14.4
1 446.101 35.5 26.5
1 452.071 36.2 25.9
1 459.053 36.6 30.3
1 467.053 38.2 31.2
1 474.075 38.7 33.1
1 480.069 38.4 22.2
1 486.086 35.6 16.5
1 491.088 35.6 10.0
1 497.095 35.5 10.1
1 502.108 35.5 9.7
1 510.066 35.5 8.8
1 516.119 35.5 9.6
1 523.089 35.5 8.4
1 530.056 35.5 9.0
1 535.104 35.6 10.3
1 542.112 35.7 8.6
1 548.094 35.7 8.4
1 557.067 35.7 8.4
1 564.084 35.6 9.2
1 571.078 35.6 8.7
1 578.096 35.6 8.7
1 583.101 35.6 10.1
1 592.102 35.6 8.7
1 599.101 35.6 8.1
1 606.088 35.6 9.2
1 614.115 35.6 9.6
1 620.136 35.6 11.3
1 627.102 35.7 9.3
1 632.114 35.7 9.5
1 639.112 35.7 8.8
1 645.126 35.7 10.0
1 651.077 35.7 8.7
1 657.1 35.7 10.6
1 664.118 35.7 9.8
1 672.101 35.7 9.2
1 678.072 35.7 10.2
1 687.095 35.7 10.6
1 692.126 35.7 11.2
1 698.118 35.7 10.6
1 705.087 35.8 10.4
1 712.113 35.8 9.8
1 720.125 35.8 10.0
1 728.088 35.7 9.1
1 733.117 35.7 9.8
1 742.082 35.7 9.7
1 747.084 35.8 10.9
1 753.105 35.8 9.8
1 759.137 35.8 10.3
1 766.118 35.8 9.7
1 774.135 35.8 10.2
1 786.112 35.8 10.4
1 796.083 35.9 11.6
1 805.104 36.0 8.9
1 814.084 35.9 9.9
1 819.134 35.9 10.4
1 825.134 35.9 9.1
1 830.151 35.9 9.5
1 836.142 36.1 9.8
1 844.098 36.1 9.1
1 851.137 36.1 9.1
1 858.122 36.1 9.8
1 869.103 36.1 9.0
1 874.125 36.1 12.2
1 879.143 36.1 9.0
1 885.093 36.1 9.0
1 892.096 36.1 8.4
1 897.147 36.1 9.0
1 904.107 36.1 8.6
1 909.108 36.1 8.1
1 914.121 36.1 7.4
1 923.14 36.1 8.7
1 932.138 36.1 8.5
1 940.106 36.2 8.3
1 948.153 36.2 8.2
1 954.129 36.2 8.5
1 962.125 36.2 8.2
1 968.168 36.2 9.7
1 974.116 36.2 7.9
1 981.115 36.2 7.9
1 988.104 36.3 9.0
1 996.108 36.3 8.1
1 1001.151 36.3 9.0
1 1006.151 36.3 8.0
1 1012.167 36.3 9.0
1 1018.168 36.3 11.7
1 1024.111 36.3 9.0
1 1029.171 36.3 9.0
1 1036.121 36.3 8.7
1 1041.156 36.4 8.6
1 1049.126 36.4 9.2
1 1056.107 36.4 9.8
1 1062.126 36.4 8.8
1 1067.149 36.4 9.5
1 1074.131 36.5 9.2
1 1081.137 36.5 7.3
1 1087.163 36.5 10.6
1 1093.18 36.5 9.3
1 1101.126 36.5 9.2
1 1109.128 36.7 10.3
1 1116.13 36.5 9.5
1 1124.169 36.5 9.4
1 1131.131 36.5 8.2
1 1136.161 36.8 10.2
