ID TIME #BLOCKS
5 6.528 1
5 62.253 4
5 63.285 1
5 65.811 1
5 68.839 1
5 70.862 1
5 71.376 1
5 73.396 1
5 76.416 1
5 78.941 1
5 80.457 1
5 82.477 1
5 84.498 1
5 85.526 1
5 89.052 1
5 107.635 4
5 110.669 1
5 111.685 1
5 114.708 1
5 115.721 1
5 166.41 14
5 168.483 1
5 169.999 1
5 172.015 1
5 175.044 1
5 175.556 1
5 178.077 1
5 179.599 1
5 191.161 1
5 192.189 1
5 195.216 1
5 205.767 1
5 208.791 1
5 219.849 4
5 222.887 1
5 224.918 1
5 226.436 1
5 227.454 1
5 269.628 12
5 271.227 1
5 273.252 1
5 275.78 1
5 277.812 1
5 278.338 1
5 280.367 1
5 282.907 1
5 289.96 1
5 292.987 1
5 294.514 1
5 295.541 1
5 298.567 1
5 309.638 1
5 312.161 1
5 314.184 1
5 341.801 2
5 344.837 1
5 346.867 1
5 348.892 1
5 354.43 1
5 379.055 2
5 379.621 3
5 380.17 1
5 391.25 1
5 401.307 2
5 402.339 1
5 413.438 2
5 414.466 1
5 416.997 1
5 419.533 1
5 421.055 1
5 422.576 1
5 424.608 1
5 426.642 1
5 428.697 1
5 430.723 1
5 433.268 1
5 434.289 1
5 437.319 1
5 439.85 1
5 440.389 1
5 442.912 1
5 444.439 1
5 473.6 2
5 476.633 1
5 478.156 1
5 480.178 1
5 481.7 1
5 520.892 1
5 530.452 3
5 532.49 1
5 533.519 1
5 536.544 2
5 537.566 1
5 540.092 1
5 542.116 1
5 544.154 1
5 544.686 1
5 545.725 1
5 584.396 6
5 584.951 1
5 585.479 1
5 588.035 1
5 589.579 1
5 595.62 1
5 602.193 1
5 603.726 1
5 605.769 1
5 608.32 1
5 610.352 1
5 612.376 1
5 631.495 1
5 632.013 1
5 634.537 1
5 636.586 1
5 637.63 1
5 639.672 1
5 642.701 1
5 643.72 1
5 646.755 1
5 689.521 1
5 690.046 1
5 695.593 1
5 698.118 1
5 699.648 1
5 701.671 1
5 743.389 2
5 744.432 1
5 746.96 1
5 749.49 1
5 750.517 1
5 792.745 7
5 793.829 1
5 795.886 1
5 797.952 1
5 799.477 1
5 802.007 1
5 803.532 1
5 805.558 1
5 859.285 8
5 860.318 1
5 863.345 1
5 865.867 1
5 866.901 1
5 868.438 1
5 870.464 1
5 872.521 1
5 874.542 1
5 876.571 1
5 879.123 1
5 881.158 1
5 882.676 1
5 884.735 1
5 886.763 1
5 889.321 1
5 891.348 1
5 892.365 1
5 895.891 1
5 897.411 1
5 898.94 1
5 900.482 1
5 902.506 1
5 904.53 1
5 907.057 1
5 908.579 1
5 912.108 1
5 912.654 1
5 915.689 1
5 917.214 1
5 931.819 1
5 933.88 5
5 934.437 1
5 935.975 1
5 941.525 1
5 942.044 1
5 965.656 3
5 967.691 1
5 970.232 1
5 975.78 2
5 976.823 1
5 978.377 1
5 980.405 1
5 982.453 1
5 984.476 1
5 986.499 1
5 987.517 1
5 990.547 1
5 992.068 1
5 994.599 1
5 996.138 1
5 998.663 1
5 999.684 1
5 1002.21 1
5 1003.731 1
5 1006.285 1
5 1009.32 1
5 1010.367 1
5 1012.895 1
5 1014.917 1
5 1016.954 1
5 1017.469 1
5 1019.498 1
5 1022.024 1
5 1024.051 1
5 1025.592 1
5 1070.284 11
5 1072.332 1
5 1073.852 1
5 1075.373 1
5 1077.421 1
5 1079.454 1
5 1120.61 19
5 1123.172 1
5 1125.199 1
5 1127.725 1
5 1128.747 1
5 1130.774 1
5 1132.295 1
5 1134.818 1
5 1136.34 1
5 1138.384 1
5 1140.422 1
5 1142.467 1
5 1144.999 1
5 1147.039 1
5 1148.561 1
5 1150.59 1
5 1152.632 1
5 1154.657 1
5 1156.688 1
5 1158.711 1
5 1161.244 1
5 1163.769 1
5 1165.794 1
5 1203.941 4
5 1204.472 1
5 1206.496 1
5 1208.529 1
5 1210.562 1
5 1213.112 1
