ID TIME %RAM %CPU
1 0.003 54.5 17.1
1 5.067 54.6 20.3
1 11.041 54.7 15.5
1 18.036 54.6 14.3
1 24.013 54.7 16.4
1 30.003 54.7 13.6
1 36.049 54.7 14.6
1 41.051 54.7 15.8
1 47.063 54.8 13.6
1 55.048 54.9 18.3
1 63.031 54.9 16.8
1 68.062 54.9 16.1
1 75.053 54.8 17.8
1 81.017 54.7 16.2
1 86.021 54.9 15.6
1 91.049 54.9 14.8
1 97.032 54.9 22.3
1 102.043 54.9 18.6
1 109.015 55.0 22.0
1 115.032 55.2 17.4
1 121.07 55.2 24.9
1 127.053 55.3 18.3
1 132.074 55.3 21.3
1 138.022 55.3 25.0
1 144.031 55.4 23.7
1 149.049 55.2 22.9
1 155.02 55.3 16.0
1 161.056 55.3 16.9
1 167.016 55.3 17.3
1 174.021 55.3 14.9
1 179.061 55.3 16.8
1 185.038 55.4 17.4
1 193.018 55.3 16.5
1 198.039 55.3 15.8
1 208.05 55.4 16.8
1 213.073 55.4 21.5
1 221.026 55.6 13.4
1 227.029 55.6 12.5
1 233.053 55.7 12.6
1 242.071 55.6 12.8
1 248.063 55.5 13.0
1 254.025 55.5 16.9
1 261.075 55.6 12.7
1 268.066 55.6 13.4
1 275.073 55.5 12.3
1 286.03 55.5 12.2
1 292.032 55.5 13.3
1 300.063 55.6 12.0
1 308.031 55.6 10.8
1 315.047 55.5 13.7
1 321.034 55.5 11.3
1 326.035 56.0 18.1
1 332.054 56.8 29.4
1 340.054 56.7 28.5
1 347.046 58.1 27.5
1 352.047 57.8 24.8
1 357.077 58.1 30.4
1 363.047 58.4 24.3
1 369.056 58.6 31.9
1 375.052 58.6 18.7
1 382.044 58.6 22.8
1 387.096 58.5 23.3
1 394.043 58.9 26.5
1 399.045 59.0 29.4
1 405.051 58.7 21.3
1 411.077 58.9 23.0
1 417.053 58.9 32.6
1 423.057 59.2 14.7
1 429.067 59.0 22.3
1 434.093 58.9 15.7
1 441.099 58.7 27.4
1 449.078 59.5 23.5
1 456.09 59.3 18.0
1 462.058 59.4 21.3
1 468.056 59.3 17.6
1 473.082 59.3 17.9
1 481.068 59.4 19.8
1 486.073 59.4 17.3
1 492.057 59.3 16.3
1 497.071 59.4 21.7
1 503.063 59.5 21.7
1 509.066 59.5 20.8
1 515.064 60.0 21.3
1 522.056 59.6 13.8
1 528.058 59.7 20.7
1 535.062 59.5 21.2
1 541.074 59.8 10.1
1 547.074 60.1 20.1
1 553.053 61.0 36.8
1 560.056 61.3 24.4
1 566.06 61.1 20.7
1 574.077 61.0 20.9
1 581.085 61.0 18.4
1 589.067 60.7 19.3
1 596.08 60.7 17.0
1 602.062 60.7 21.7
1 608.084 60.7 21.9
