ID TIME pos
11 0.095 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 5.1 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 10.113 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 15.127 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 20.228 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 25.237 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 30.238 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 35.245 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 40.254 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 45.258 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 50.266 [0.3770899999999999, 0.24840000000000018] [0.4514688196983951, 0.4391248372732914]
11 55.272 [0.3770899999999999, 0.24840000000000018] [0.4514688196983951, 0.4391248372732914]
11 60.277 [0.3770899999999999, 0.24840000000000018] [0.4514688196983951, 0.4391248372732914]
11 65.286 [0.3770899999999999, 0.24840000000000018] [0.4514688196983951, 0.4391248372732914]
11 70.288 [0.40917500000000007, 0.34196000000000004] [0.4514688196983951, 0.4391248372732914]
11 75.295 [0.40917500000000007, 0.34196000000000004] [0.4514688196983951, 0.4391248372732914]
11 80.309 [0.40917500000000007, 0.34196000000000004] [0.4514688196983951, 0.4391248372732914]
11 85.311 [0.40917500000000007, 0.34196000000000004] [0.4514688196983951, 0.4391248372732914]
11 90.316 [0.4752200000000001, 0.3808125] [0.4514688196983951, 0.4391248372732914]
11 95.322 [0.49482399999999993, 0.40101000000000003] [0.4514688196983951, 0.4391248372732914]
11 100.328 [0.49882, 0.40075375] [0.4514688196983951, 0.4391248372732914]
11 105.336 [0.4488879341468207, 0.40741697196297] [0.4514688196983951, 0.4391248372732914]
11 110.337 [0.457803648432535, 0.3999398291058271] [0.4514688196983951, 0.4391248372732914]
11 115.354 [0.45748444237846814, 0.40284235046759875] [0.4514688196983951, 0.4391248372732914]
11 120.458 [0.4532306923784681, 0.40940985046759876] [0.4514688196983951, 0.4391248372732914]
11 125.464 [0.4510222198611064, 0.41244554339154144] [0.4514688196983951, 0.4391248372732914]
11 130.467 [0.4550081923784682, 0.4107236004675988] [0.4514688196983951, 0.4391248372732914]
11 135.472 [0.45288569237846815, 0.41503610046759876] [0.4514688196983951, 0.4391248372732914]
11 140.477 [0.45288569237846815, 0.41503610046759876] [0.4514688196983951, 0.4391248372732914]
11 145.486 [0.449537282114194, 0.43382875597119885] [0.4514688196983951, 0.4391248372732914]
11 150.495 [0.4466769423784682, 0.4376261004675987] [0.4514688196983951, 0.4391248372732914]
11 155.497 [0.4450019423784682, 0.4497373504675987] [0.4514688196983951, 0.4391248372732914]
11 160.603 [0.4496439487808606, 0.44722875597119877] [0.4514688196983951, 0.4391248372732914]
11 165.612 [0.4460628376697496, 0.4632820893045321] [0.4514688196983951, 0.4391248372732914]
11 170.623 [0.4486628376697495, 0.45989764486008766] [0.4514688196983951, 0.4391248372732914]
11 175.626 [0.4486628376697495, 0.45989764486008766] [0.4514688196983951, 0.4391248372732914]
11 180.629 [0.4455539487808607, 0.4665487559711987] [0.4514688196983951, 0.4391248372732914]
11 185.635 [0.4469961710030829, 0.46614986708230993] [0.4514688196983951, 0.4391248372732914]
11 190.644 [0.44122505989197175, 0.4770120893045321] [0.4514688196983951, 0.4391248372732914]
11 195.647 [0.44122505989197175, 0.4770120893045321] [0.4514688196983951, 0.4391248372732914]
11 200.653 [0.44122505989197175, 0.4770120893045321] [0.4514688196983951, 0.4391248372732914]
11 205.663 [0.44393505989197174, 0.47354764486008766] [0.4514688196983951, 0.4391248372732914]
11 210.667 [0.44393505989197174, 0.47354764486008766] [0.4514688196983951, 0.4391248372732914]
11 215.676 [0.44393505989197174, 0.47354764486008766] [0.4514688196983951, 0.4391248372732914]
11 220.678 [0.44393505989197174, 0.47354764486008766] [0.4514688196983951, 0.4391248372732914]
11 225.691 [0.44381505989197173, 0.4751087559711988] [0.4514688196983951, 0.4391248372732914]
11 230.692 [0.4455683932253051, 0.4737654226378655] [0.4514688196983951, 0.4391248372732914]
11 235.699 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 240.704 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 245.713 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 250.72 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 255.723 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 260.729 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 265.736 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 270.745 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 275.752 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 280.756 [0.4438461710030828, 0.47574431152675434] [0.4514688196983951, 0.4391248372732914]
11 285.765 [0.44398755390277456, 0.4791858803740789] [0.4514688196983951, 0.4391248372732914]
11 290.769 [0.44499455390277454, 0.4787668803740789] [0.4514688196983951, 0.4391248372732914]
11 295.781 [0.4373595539027746, 0.489465880374079] [0.4514688196983951, 0.4391248372732914]
11 300.784 [0.4400195539027746, 0.4859588803740789] [0.4514688196983951, 0.4391248372732914]
11 305.891 [0.4559214126388859, 0.48105716397643544] [0.4514688196983951, 0.4391248372732914]
11 310.896 [0.45547712825231207, 0.48612490031173244] [0.4514688196983951, 0.4391248372732914]
11 315.902 [0.45547712825231207, 0.48612490031173244] [0.4514688196983951, 0.4391248372732914]
11 320.91 [0.45547712825231207, 0.48612490031173244] [0.4514688196983951, 0.4391248372732914]
11 325.918 [0.45765212825231205, 0.48744323364506575] [0.4514688196983951, 0.4391248372732914]
11 330.922 [0.4574671282523121, 0.48738240031173247] [0.4514688196983951, 0.4391248372732914]
11 335.929 [0.4542887949189787, 0.49279573364506574] [0.4514688196983951, 0.4391248372732914]
11 340.935 [0.45588379491897874, 0.49395906697839914] [0.4514688196983951, 0.4391248372732914]
11 345.941 [0.4591221282523121, 0.4935815669783991] [0.4514688196983951, 0.4391248372732914]
11 350.953 [0.4566779615856454, 0.4959749003117326] [0.4514688196983951, 0.4391248372732914]
11 355.954 [0.458632128252312, 0.4943232336450658] [0.4514688196983951, 0.4391248372732914]
11 360.96 [0.457802128252312, 0.4958624003117325] [0.4514688196983951, 0.4391248372732914]
11 365.969 [0.4567629615856453, 0.49546656697839925] [0.4514688196983951, 0.4391248372732914]
11 370.974 [0.45698879491897865, 0.4952590669783991] [0.4514688196983951, 0.4391248372732914]
11 375.981 [0.457282128252312, 0.49499073364506585] [0.4514688196983951, 0.4391248372732914]
11 380.987 [0.45912796158564534, 0.4947240669783992] [0.4514688196983951, 0.4391248372732914]
11 385.994 [0.45912796158564534, 0.4947240669783992] [0.4514688196983951, 0.4391248372732914]
11 390.998 [0.45912796158564534, 0.4947240669783992] [0.4514688196983951, 0.4391248372732914]
11 396.007 [0.45910712825231204, 0.4948507336450658] [0.4514688196983951, 0.4391248372732914]
11 401.012 [0.4592954615856453, 0.49467823364506586] [0.4514688196983951, 0.4391248372732914]
11 406.018 [0.4598968671843405, 0.4969253457946172] [0.4514688196983951, 0.4391248372732914]
11 411.026 [0.45966323082070404, 0.4971389821582536] [0.4514688196983951, 0.4391248372732914]
11 416.034 [0.45966323082070404, 0.4971389821582536] [0.4514688196983951, 0.4391248372732914]
11 421.034 [0.45966323082070404, 0.4971389821582536] [0.4514688196983951, 0.4391248372732914]
11 426.047 [0.4600141399116131, 0.4968908003400718] [0.4514688196983951, 0.4391248372732914]
11 431.052 [0.4600141399116131, 0.4968908003400718] [0.4514688196983951, 0.4391248372732914]
11 436.06 [0.4633068671843404, 0.4946198912491626] [0.4514688196983951, 0.4391248372732914]
11 441.067 [0.465073230820704, 0.4934198912491627] [0.4514688196983951, 0.4391248372732914]
11 446.073 [0.46417232172979495, 0.4941517094309809] [0.4514688196983951, 0.4391248372732914]
11 451.078 [0.46508323082070413, 0.49343807306734444] [0.4514688196983951, 0.4391248372732914]
11 456.092 [0.46417232172979495, 0.4941517094309809] [0.4514688196983951, 0.4391248372732914]
11 461.193 [0.46417232172979495, 0.4941517094309809] [0.4514688196983951, 0.4391248372732914]
11 466.201 [0.46334141263888584, 0.49538534579461724] [0.4514688196983951, 0.4391248372732914]
11 471.207 [0.4622771282523121, 0.49666906697839913] [0.4514688196983951, 0.4391248372732914]
