ID TIME TPS RAM CPU
0 0.356 3 8.9 28.1
0 0.743 3 8.9 28.1
0 0.765 45 8.9 28.1
0 0.869 10 8.9 28.1
0 0.957 11 8.9 28.1
0 1.056 10 8.9 28.1
0 1.155 10 8.9 28.1
0 1.256 10 8.9 28.1
0 1.378 8 8.9 28.1
0 1.457 13 8.9 28.1
0 1.557 10 8.9 28.1
0 1.657 10 8.9 28.1
0 1.769 9 8.9 28.1
0 1.857 11 8.9 28.1
0 1.984 8 8.9 28.1
0 2.064 13 8.9 28.1
0 2.166 10 8.9 28.1
0 2.266 10 8.9 28.1
0 2.366 10 8.9 28.1
0 2.465 10 8.9 28.1
0 2.582 9 8.9 28.1
0 2.662 12 8.9 28.1
0 2.766 10 8.9 28.1
0 2.867 10 8.9 28.1
0 2.965 10 8.9 28.1
0 3.081 9 8.9 28.1
0 3.169 11 8.9 28.1
0 3.267 10 8.9 28.1
0 3.367 10 8.9 28.1
0 3.466 10 8.9 28.1
0 3.565 10 8.9 28.1
0 3.683 9 8.9 28.1
0 3.765 12 8.9 28.1
0 3.866 10 8.9 28.1
0 3.967 10 8.9 28.1
0 4.066 10 8.9 28.1
0 4.186 8 8.9 28.1
0 4.267 12 8.9 28.1
0 4.366 10 8.9 28.1
0 4.457 11 8.9 28.1
0 4.567 9 8.9 28.1
0 4.668 10 8.9 28.1
0 4.781 9 8.9 28.1
0 4.866 12 8.9 28.1
0 4.967 10 8.9 28.1
0 5.066 10 8.9 28.1
0 5.169 10 8.9 28.1
0 5.265 10 8.9 28.1
0 5.385 8 8.9 28.1
0 5.469 12 8.9 28.1
0 5.569 10 8.9 28.1
0 5.825 4 8.9 28.1
0 5.851 39 8.9 28.1
0 5.866 64 8.9 28.1
0 5.981 9 8.9 28.1
0 6.067 12 8.9 28.1
0 6.167 10 8.9 28.1
0 6.265 10 8.9 28.1
0 6.366 10 8.9 28.1
0 6.484 8 8.9 28.1
0 6.559 13 8.9 28.1
0 6.667 9 8.9 28.1
0 6.767 10 8.9 28.1
0 6.867 10 8.9 28.1
0 6.968 10 8.9 28.1
0 7.085 9 8.9 28.1
0 7.168 12 8.9 28.1
0 7.267 10 8.9 28.1
0 7.368 10 8.9 28.1
0 7.468 10 8.9 28.1
0 7.57 10 8.9 28.1
0 7.682 9 8.9 28.1
0 7.766 12 8.9 28.1
0 7.87 10 8.9 28.1
0 7.968 10 8.9 28.1
0 8.068 10 8.9 28.1
0 8.183 9 8.9 28.1
0 8.257 14 8.9 28.1
0 8.358 10 8.9 28.1
0 8.469 9 8.9 28.1
0 8.568 10 8.9 28.1
0 8.67 10 8.9 28.1
0 8.781 9 8.9 28.1
0 8.866 12 8.9 28.1
0 8.967 10 8.9 28.1
0 9.067 10 8.9 28.1
0 9.169 10 8.9 28.1
0 9.284 9 8.9 28.1
0 9.363 13 8.9 28.1
0 9.468 9 8.9 28.1
0 9.57 10 8.9 28.1
0 9.666 10 8.9 28.1
0 9.786 8 8.9 28.1
0 9.867 12 8.9 28.1
0 9.968 10 8.9 28.1
0 10.068 10 5.0 27.7
0 10.169 10 5.0 27.7
0 10.266 10 5.0 27.7
0 10.371 10 5.0 27.7
0 10.47 10 5.0 27.7
0 10.57 10 5.0 27.7
0 10.671 10 5.0 27.7
0 10.891 5 5.0 27.7
0 10.916 41 5.0 27.7
0 10.969 19 5.0 27.7
0 11.067 10 5.0 27.7
0 11.167 10 5.0 27.7
0 11.271 10 5.0 27.7
0 11.369 10 5.0 27.7
0 11.483 9 5.0 27.7
0 11.569 12 5.0 27.7
0 11.667 10 5.0 27.7
0 11.769 10 5.0 27.7
0 11.87 10 5.0 27.7
0 11.969 10 5.0 27.7
0 12.084 9 5.0 27.7
0 12.163 13 5.0 27.7
0 12.267 10 5.0 27.7
0 12.366 10 5.0 27.7
0 12.471 10 5.0 27.7
0 12.584 9 5.0 27.7
0 12.669 12 5.0 27.7
0 12.77 10 5.0 27.7
0 12.864 11 5.0 27.7
0 12.963 10 5.0 27.7
0 13.082 8 5.0 27.7
0 13.171 11 5.0 27.7
0 13.268 10 5.0 27.7
0 13.367 10 5.0 27.7
0 13.465 10 5.0 27.7
0 13.568 10 5.0 27.7
0 13.686 8 5.0 27.7
0 13.768 12 5.0 27.7
0 13.867 10 5.0 27.7
0 13.969 10 5.0 27.7
0 14.07 10 5.0 27.7
0 14.167 10 5.0 27.7
0 14.282 9 5.0 27.7
0 14.357 13 5.0 27.7
0 14.469 9 5.0 27.7
0 14.563 11 5.0 27.7
0 14.673 9 5.0 27.7
0 14.769 10 5.0 27.7
0 14.877 9 5.0 27.7
0 14.97 11 5.0 27.7
0 15.069 10 5.0 27.7
0 15.169 10 5.0 27.7
0 15.277 9 5.0 27.7
0 15.357 12 5.0 27.7
0 15.48 8 5.0 27.7
0 15.57 11 5.0 27.7
0 15.669 10 5.0 27.7
0 15.77 10 5.0 27.7
0 16.04 4 5.0 27.7
0 16.067 38 5.0 27.7
0 16.172 10 5.0 27.7
0 16.27 10 5.0 27.7
0 16.368 10 5.0 27.7
0 16.464 10 5.0 27.7
0 16.578 9 5.0 27.7
0 16.67 11 5.0 27.7
0 16.77 10 5.0 27.7
0 16.869 10 5.0 27.7
