ID TIME pos
9 0.009 [0, 0] [0.46328539902163157, 0.18742737993338576]
9 5.041 [0, 0] [0.46328539902163157, 0.18742737993338576]
9 10.041 [0.884411898794249, -0.20388708391247679] [0.46328539902163157, 0.18742737993338576]
9 15.147 [0.884411898794249, -0.20388708391247679] [0.46328539902163157, 0.18742737993338576]
9 20.241 [0.884411898794249, -0.20388708391247679] [0.46328539902163157, 0.18742737993338576]
9 25.242 [0.7821809493971243, -0.12470854195623843] [0.46328539902163157, 0.18742737993338576]
9 30.341 [0.7821809493971243, -0.12470854195623843] [0.46328539902163157, 0.18742737993338576]
9 35.342 [0.7566209493971243, -0.10491354195623842] [0.46328539902163157, 0.18742737993338576]
9 40.451 [0.7502309493971244, -0.0999635419562383] [0.46328539902163157, 0.18742737993338576]
9 45.542 [0.7502309493971244, -0.0999635419562383] [0.46328539902163157, 0.18742737993338576]
9 50.543 [0.7262706329314162, -0.08140902797082561] [0.46328539902163157, 0.18742737993338576]
9 55.643 [0.7339006329314163, -0.08731902797082562] [0.46328539902163157, 0.18742737993338576]
9 60.741 [0.7339006329314163, -0.08731902797082562] [0.46328539902163157, 0.18742737993338576]
9 65.837 [0.7339006329314163, -0.08731902797082562] [0.46328539902163157, 0.18742737993338576]
9 70.844 [0.7339006329314163, -0.08731902797082562] [0.46328539902163157, 0.18742737993338576]
