ID TIME POS
13 0.094 -0.0336648i + -0.108236j
13 10.15 0.108973i + -0.0917044j
13 20.246 -0.0207519i + -0.0351415j
13 30.294 0.00592326i + 0.279739j
13 40.348 -0.0411202i + 0.536659j
13 50.372 -0.0153743i + 0.623683j
13 60.413 -0.00180442i + 0.286877j
13 70.427 -0.0516414i + 0.0427235j
13 80.438 -0.214975i + -0.176021j
13 90.501 -0.176106i + -0.404263j
13 100.54 -0.240241i + -0.525184j
13 110.69 -0.448879i + -0.722352j
13 120.694 -0.176585i + -0.68362j
13 130.83 0.108904i + -0.623998j
13 140.945 0.384182i + -0.568521j
13 151.052 0.471979i + -0.41561j
13 161.061 0.297691i + -0.273475j
13 171.148 0.237305i + -0.172476j
13 181.149 0.0881282i + -0.0568333j
13 191.255 0.0445521i + 0.251243j
13 201.421 0.0419464i + 0.505695j
13 211.456 -0.0360046i + 0.48797j
13 221.458 -0.00616035i + 0.115058j
13 231.483 -0.0369028i + -0.0778554j
13 241.555 -0.359454i + -0.284615j
13 251.559 -0.600213i + -0.428438j
13 261.657 -0.844626i + -0.680603j
13 271.743 -0.808884i + -0.585247j
13 281.761 -0.586309i + -0.563725j
13 291.852 -0.283502i + -0.47715j
13 301.946 -0.157669i + -0.646829j
13 312.018 -0.292575i + -0.867874j
13 322.036 -0.490564i + -0.796543j
13 332.043 -0.49795i + -0.609047j
13 342.18 -0.372258i + -0.841228j
13 352.279 -0.143624i + -0.665578j
13 362.356 0.0367131i + -0.402048j
13 372.411 -0.110245i + -0.159793j
13 382.446 -0.299783i + -0.0521047j
13 392.462 -0.329325i + 0.234982j
13 402.536 -0.210663i + 0.307945j
13 412.635 -0.210665i + 0.112081j
13 422.737 -0.163135i + -0.215852j
13 432.748 -0.142193i + -0.471093j
13 442.753 -0.192991i + -0.556674j
13 452.76 -0.149773i + -0.314724j
13 462.855 -0.0346399i + -0.0241956j
13 472.948 -0.178356i + 0.178086j
13 483.052 -0.327514i + 0.32637j
13 493.069 -0.218998i + 0.521313j
13 503.154 -0.177884i + 0.50322j
13 513.244 -0.103462i + 0.536774j
13 523.255 -0.111336i + 0.464734j
13 533.31 -0.153756i + 0.499444j
13 543.385 -0.0605091i + 0.493496j
13 553.399 -0.0609187i + 0.464292j
13 563.539 -0.00233691i + 0.417598j
13 573.621 -0.00548371i + 0.48136j
13 583.636 0.0304192i + 0.485571j
13 593.652 0.0265335i + 0.545446j
13 603.746 0.0836763i + 0.624911j
13 613.76 0.0160906i + 0.574389j
13 623.769 0.0268007i + 0.620951j
13 633.868 -0.0190446i + 0.644792j
13 643.953 -0.0501493i + 0.650234j
13 654.039 -0.102586i + 0.699923j
13 664.04 -0.140902i + 0.669163j
13 674.051 -0.0891642i + 0.668122j
13 684.153 -0.126242i + 0.565771j
13 694.179 -0.0792275i + 0.550608j
13 704.24 -0.0285928i + 0.573305j
13 714.253 -0.0773338i + 0.562936j
13 724.324 -0.0555352i + 0.569283j
13 734.344 -0.0338396i + 0.529226j
13 744.381 -0.0970513i + 0.533739j
13 754.391 0.0569277i + 0.527369j
13 764.409 -0.0786137i + 0.523196j
13 774.468 -0.0273092i + 0.531449j
13 784.537 -0.0211505i + 0.539626j
13 794.543 -0.0178219i + 0.577308j
13 804.549 -0.0408418i + 0.590827j
13 814.649 0.0200831i + 0.580705j
13 824.748 -0.0515535i + 0.582094j
13 834.783 -0.0124743i + 0.59095j
13 844.845 0.0119237i + 0.568706j
13 854.851 -0.0232704i + 0.570509j
13 864.983 0.0301897i + 0.580205j
13 875.042 0.0457108i + 0.649139j
13 885.186 0.0325316i + 0.712543j
13 895.235 -0.0185436i + 0.647367j
13 905.298 -0.0752611i + 0.690415j
13 915.37 -0.101254i + 0.692597j
13 925.374 -0.190617i + 0.67942j
13 935.454 -0.105828i + 0.619384j
13 945.535 -0.129002i + 0.578333j
13 955.552 -0.125554i + 0.600078j
13 965.638 -0.0403481i + 0.582863j
13 975.757 -0.00859544i + 0.534072j
13 985.763 0.0328492i + 0.60208j
13 995.849 0.0116817i + 0.566548j
13 1005.873 -0.0198428i + 0.597784j
13 1015.951 0.032557i + 0.587139j
13 1025.954 -0.00268957i + 0.629945j
13 1036.079 0.0108433i + 0.645956j
13 1046.222 -0.00394502i + 0.700386j
13 1056.284 -0.0861649i + 0.766312j
13 1066.285 -0.101361i + 0.686258j
13 1076.349 -0.0824623i + 0.647642j
13 1086.444 -0.123269i + 0.647083j
13 1096.477 -0.073635i + 0.649504j
13 1106.546 -0.0894953i + 0.669088j
13 1116.65 -0.131465i + 0.655798j
13 1126.713 -0.155639i + 0.605219j
13 1136.834 -0.111431i + 0.545231j
13 1146.835 -0.08143i + 0.514818j
13 1156.848 -0.0227744i + 0.279158j
13 1166.968 0.0770958i + 0.237564j
13 1176.989 0.21449i + 0.292411j
13 1187.114 0.369131i + 0.280616j
13 1197.143 0.160992i + 0.474084j
13 1207.151 -0.0536746i + 0.56626j
13 1217.153 -0.0189585i + 0.293514j
13 1227.177 -0.0364229i + -0.0582432j
13 1237.212 -0.0984352i + -0.295074j
13 1247.244 -0.23307i + -0.533083j
13 1257.272 0.00389925i + -0.46069j
13 1267.349 0.296086i + -0.468137j
13 1277.35 0.513416i + -0.522874j
13 1287.353 0.559801i + -0.581448j
13 1297.354 0.377768i + -0.37041j
13 1307.459 0.193884i + -0.176373j
13 1317.482 -0.0141606i + 0.0506175j
13 1327.618 -0.279064i + 0.149204j
13 1337.66 -0.607621i + 0.209267j
13 1347.661 -0.720621i + 0.342108j
13 1357.76 -0.748592i + 0.599548j
13 1367.77 -0.668253i + 0.893433j
13 1377.859 -0.4064i + 0.914298j
13 1387.953 -0.064359i + 0.843877j
13 1397.961 0.171574i + 0.797429j
13 1408.103 0.422667i + 0.735886j
13 1418.152 0.664022i + 0.67077j
13 1428.16 0.848557i + 0.698797j
13 1438.255 0.721967i + 0.479171j
13 1448.353 0.472772i + 0.568732j
13 1458.359 0.218354i + 0.455975j
13 1468.587 0.202712i + 0.608731j
13 1478.632 0.332376i + 0.584681j
13 1488.685 0.537662i + 0.392938j
13 1498.75 0.811912i + 0.357801j
13 1508.812 0.896635i + 0.467831j
13 1518.848 0.896653i + 0.150675j
13 1528.898 0.790773i + -0.0725552j
13 1538.936 0.727166i + -0.334517j
13 1548.958 0.912432i + -0.460242j
13 1559.06 0.694104i + -0.331857j
13 1569.153 0.497483i + -0.015161j
13 1579.156 0.271082i + 0.244519j
13 1589.164 0.15747i + 0.397194j
13 1599.25 0.105158i + 0.592726j
13 1609.261 -0.0159221i + 0.58779j
13 1619.274 -0.0669988i + 0.586666j
13 1629.299 -0.0664911i + 0.233479j
13 1639.356 0.0303331i + 0.0304055j
13 1649.362 0.128453i + -0.236201j
13 1659.451 0.351794i + -0.292625j
13 1669.537 0.525809i + -0.418135j
13 1679.559 0.526338i + -0.461535j
13 1689.664 0.496914i + -0.447522j
13 1699.691 0.588645i + -0.508974j
13 1709.706 0.547626i + -0.47047j
13 1719.773 0.54192i + -0.365774j
13 1729.879 0.24934i + -0.16955j
13 1739.881 0.0106152i + 0.0206668j
13 1749.935 -0.199045i + 0.0169599j
13 1759.953 -0.347801i + -0.0900039j
13 1770.044 -0.193825i + -0.344405j
13 1780.143 -0.0573163i + -0.611179j
13 1790.16 0.0629205i + -0.391465j
13 1800.169 0.116316i + -0.201362j
13 1810.287 0.119393i + -0.172011j
13 1820.348 0.167326i + -0.0801321j
13 1830.378 0.516218i + 0.0285792j
13 1840.45 0.737869i + -0.171006j
13 1850.534 0.859699i + -0.030829j
13 1860.646 0.862512i + 0.059614j
13 1870.647 0.87399i + -0.241517j
13 1880.657 0.757505i + -0.451291j
13 1890.753 0.502057i + -0.517228j
13 1900.762 0.272959i + -0.306463j
13 1910.848 0.249697i + -0.105615j
13 1920.892 -0.0245406i + -0.0558337j
13 1930.968 -0.200986i + 0.00729622j
