ID TIME FPS
12 0.107 0.11
12 0.197 0.09
12 0.296 0.1
12 0.398 0.1
12 0.497 0.1
12 0.597 0.1
12 0.698 0.1
12 0.798 0.1
12 0.898 0.1
12 0.998 0.1
12 1.098 0.1
12 1.199 0.1
12 1.298 0.1
12 1.399 0.1
12 1.501 0.1
12 1.599 0.1
12 1.699 0.1
12 1.799 0.1
12 1.899 0.1
12 2.0 0.1
12 2.099 0.1
12 2.2 0.1
12 2.299 0.1
12 2.401 0.1
12 2.5 0.1
12 2.601 0.1
12 2.7 0.1
12 2.8 0.1
12 2.901 0.1
12 3.0 0.1
12 3.1 0.1
12 3.201 0.1
12 3.301 0.1
12 3.402 0.1
12 3.5 0.1
12 3.608 0.11
12 3.701 0.09
12 3.801 0.1
12 3.909 0.11
12 4.003 0.09
12 4.102 0.1
12 4.203 0.1
12 4.302 0.1
12 4.403 0.1
12 4.503 0.1
12 4.602 0.1
12 4.702 0.1
12 4.814 0.11
12 4.903 0.09
12 5.003 0.1
12 5.116 0.11
12 5.204 0.09
12 5.303 0.1
12 5.403 0.1
12 5.504 0.1
12 5.611 0.11
12 5.705 0.09
12 5.804 0.1
12 5.905 0.1
12 6.005 0.1
12 6.105 0.1
12 6.214 0.11
12 6.313 0.1
12 6.406 0.09
12 6.505 0.1
12 6.605 0.1
12 6.705 0.1
12 6.806 0.1
12 6.906 0.1
12 7.007 0.1
12 7.106 0.1
12 7.206 0.1
12 7.306 0.1
12 7.407 0.1
12 7.506 0.1
12 7.607 0.1
12 7.711 0.1
12 7.809 0.1
12 7.906 0.1
12 8.007 0.1
12 8.107 0.1
12 8.208 0.1
12 8.307 0.1
12 8.408 0.1
12 8.507 0.1
12 8.608 0.1
12 8.708 0.1
12 8.809 0.1
12 8.908 0.1
12 9.009 0.1
12 9.108 0.1
12 9.216 0.11
12 9.31 0.09
12 9.408 0.1
12 9.509 0.1
12 9.609 0.1
12 9.709 0.1
12 9.809 0.1
12 9.91 0.1
12 10.009 0.1
12 10.11 0.1
12 10.21 0.1
12 10.31 0.1
12 10.409 0.1
12 10.509 0.1
12 10.61 0.1
12 10.71 0.1
12 10.81 0.1
12 10.919 0.11
12 11.012 0.09
12 11.11 0.1
12 11.211 0.1
12 11.31 0.1
