ID TIME DIST RECRUIT_DIST SCOUT_DIST red green blue yellow TOTAL VALUE
0 0.003 0.04724998326588427 0.04724998326588427 0 0 0 0 0 0 0
0 0.109 0.1469999974978534 0.1469999974978534 0 0 0 0 0 0 0
0 0.209 0.29253165215722615 0.29253165215722615 0 0 0 0 0 0 0
0 0.309 0.48325982297836445 0.48325982297836445 0 0 0 0 0 0 0
0 0.409 0.7130602311441847 0.7130602311441847 0 0 0 0 0 0 0
0 0.509 0.9820410043110631 0.9820410043110631 0 0 0 0 0 0 0
0 0.609 1.290300149179782 1.290300149179782 0 0 0 0 0 0 0
0 0.71 1.6379258741808507 1.6379258741808507 0 0 0 0 0 0 0
0 0.809 2.024997295080845 2.024997295080845 0 0 0 0 0 0 0
0 0.91 2.4515852134324296 2.4515852134324296 0 0 0 0 0 0 0
0 1.009 2.9177529954460892 2.9177529954460892 0 0 0 0 0 0 0
0 1.114 3.423557486980146 3.423557486980146 0 0 0 0 0 0 0
0 1.218 3.9690498850850497 3.9690498850850497 0 0 0 0 0 0 0
0 1.316 4.541215690049383 4.541215690049383 0 0 0 0 0 0 0
0 1.416 5.138934582833245 5.138934582833245 0 0 0 0 0 0 0
0 1.516 5.762295830081435 5.762295830081435 0 0 0 0 0 0 0
0 1.616 6.395893240642519 6.395893240642519 0 0 0 0 0 0 0
0 1.716 7.035262118564755 7.035262118564755 0 0 0 0 0 0 0
0 1.816 7.6850603054341455 7.6850603054341455 0 0 0 0 0 0 0
0 1.916 8.349135213240963 8.349135213240963 0 0 0 0 0 0 0
0 2.016 9.031937054052415 9.031937054052415 0 0 0 0 0 0 0
0 2.117 9.735724129485893 9.735724129485893 0 0 0 0 0 0 0
0 2.215 10.456412650204543 10.456412650204543 0 0 0 0 0 0 0
0 2.321 11.194163011659416 11.194163011659416 0 0 0 0 0 0 0
0 2.422 11.94548939135011 11.94548939135011 0 0 0 0 0 0 0
0 2.521 12.713075212763176 12.713075212763176 0 0 0 0 0 0 0
0 2.621 13.500417521748647 13.500417521748647 0 0 0 0 0 0 0
0 2.722 14.310308968646334 14.310308968646334 0 0 0 0 0 0 0
0 2.822 15.137949368865344 15.137949368865344 0 0 0 0 0 0 0
0 2.922 15.989173465096902 15.989173465096902 0 0 0 0 0 0 0
