ID TIME pos
4 0.1 [0, 0] [0.3753602891645067, 0.26231960669856597]
4 5.107 [0, 0] [0.3753602891645067, 0.26231960669856597]
4 10.112 [0, 0] [0.3753602891645067, 0.26231960669856597]
4 15.119 [0, 0] [0.3753602891645067, 0.26231960669856597]
4 20.126 [0, 0] [0.3753602891645067, 0.26231960669856597]
4 25.135 [0, 0] [0.3753602891645067, 0.26231960669856597]
4 30.14 [0, 0] [0.3753602891645067, 0.26231960669856597]
4 35.147 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 40.153 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 45.16 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 50.165 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 55.171 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 60.177 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 65.183 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 70.192 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 75.198 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 80.203 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 85.209 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 90.216 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 95.222 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 100.229 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 105.236 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 110.237 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 115.245 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 120.253 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 125.26 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 130.268 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 135.274 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 140.281 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 145.283 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
4 150.292 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
4 155.298 [0.15873000000000004, -0.11455499999999996] [0.3753602891645067, 0.26231960669856597]
4 160.306 [0.158825, -0.11214999999999997] [0.3753602891645067, 0.26231960669856597]
4 165.312 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 170.318 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 175.324 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 180.332 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 185.334 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 190.344 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 195.35 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 200.36 [0.16186999999999996, -0.034909999999999886] [0.3753602891645067, 0.26231960669856597]
4 205.363 [0.18935333333333335, -0.0035566666666666524] [0.3753602891645067, 0.26231960669856597]
4 210.37 [0.18935333333333335, -0.0035566666666666524] [0.3753602891645067, 0.26231960669856597]
4 215.376 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 220.383 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 225.39 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 230.396 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 235.404 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 240.409 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 245.416 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 250.423 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 255.43 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 260.436 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 265.445 [0.19648000000000007, 0.010716666666666633] [0.3753602891645067, 0.26231960669856597]
4 270.452 [0.19599400000000006, 0.0036159999999999747] [0.3753602891645067, 0.26231960669856597]
4 275.456 [0.1958828571428571, -0.01088] [0.3753602891645067, 0.26231960669856597]
4 280.463 [0.19754875000000005, -0.008632500000000015] [0.3753602891645067, 0.26231960669856597]
4 285.47 [0.19810125000000006, -0.006740000000000024] [0.3753602891645067, 0.26231960669856597]
4 290.474 [0.19801875000000008, -0.007237500000000008] [0.3753602891645067, 0.26231960669856597]
4 295.478 [0.19887333333333337, -0.006392222222222206] [0.3753602891645067, 0.26231960669856597]
4 300.489 [0.20161777777777784, -0.011910000000000039] [0.3753602891645067, 0.26231960669856597]
4 305.496 [0.20006000000000004, -0.017176000000000035] [0.3753602891645067, 0.26231960669856597]
4 310.502 [0.20057400000000003, -0.016313] [0.3753602891645067, 0.26231960669856597]
4 315.51 [0.1987063636363637, -0.020790000000000006] [0.3753602891645067, 0.26231960669856597]
4 320.516 [0.19882818181818188, -0.020870909090909082] [0.3753602891645067, 0.26231960669856597]
4 325.521 [0.19897000000000006, -0.020522727272727262] [0.3753602891645067, 0.26231960669856597]
4 330.529 [0.19981500000000005, -0.018400833333333328] [0.3753602891645067, 0.26231960669856597]
4 335.535 [0.1998183333333334, -0.018397499999999973] [0.3753602891645067, 0.26231960669856597]
4 340.541 [0.19969666666666672, -0.019094166666666634] [0.3753602891645067, 0.26231960669856597]
4 345.549 [0.19969500000000007, -0.01913249999999998] [0.3753602891645067, 0.26231960669856597]
4 350.555 [0.19679083333333336, -0.0236808333333333] [0.3753602891645067, 0.26231960669856597]
4 355.561 [0.19651833333333338, -0.024445833333333316] [0.3753602891645067, 0.26231960669856597]
4 360.567 [0.19611750000000003, -0.025033333333333335] [0.3753602891645067, 0.26231960669856597]
4 365.575 [0.19603000000000004, -0.02529916666666669] [0.3753602891645067, 0.26231960669856597]
4 370.582 [0.19607416666666674, -0.025221666666666698] [0.3753602891645067, 0.26231960669856597]
4 375.586 [0.19607166666666676, -0.025237500000000024] [0.3753602891645067, 0.26231960669856597]
