ID TIME ETH
13 0.208 21
13 5.214 21
13 10.286 21
13 15.343 21
13 20.438 21
13 25.55 21
13 30.585 21
13 35.643 21
13 40.753 21
13 45.834 21
13 50.856 21
13 55.921 21
13 60.978 21
13 66.02 21
13 71.132 21
13 76.214 21
13 81.291 21
13 86.43 21
13 91.507 21
13 96.546 21
13 101.622 21
13 106.665 21
13 111.729 21
13 116.8 21
13 121.895 21
13 127.031 21
13 132.165 21
13 137.227 21
13 142.26 21
13 147.336 21
13 152.43 21
13 157.515 21
13 162.528 21
13 167.699 21
13 172.789 21
13 177.835 21
13 182.924 21
13 187.949 21
13 193.009 21
13 198.179 21
13 203.236 21
13 208.306 21
13 213.43 21
13 218.489 21
13 223.532 21
13 228.625 21
13 233.732 21
13 238.818 21
13 243.85 21
13 248.928 21
13 253.997 21
13 259.0 21
13 264.106 21
13 269.172 21
13 274.193 21
13 279.287 21
13 284.423 21
13 289.501 21
