[13 INFO main 29] Initialising Python Geth Console...
[13 INFO main 33] Initialising RandB board...
[13 INFO main 33] Initialising navigation...
[13 INFO main 33] Initialising random-walk...
[13 INFO main 34] Initialising odometry...
[13 INFO main 34] Initialising ground-sensors...
[13 INFO main 562] --//-- Starting Experiment --//--
[13 INFO main 2064] Idle.IDLE -> Scout.Query | Duration: 27.49
[13 INFO main 10403] Scout.Query -> Scout.PrepSend | Homing
[13 INFO main 17046] Scout.PrepSend -> Verify.Homing | Homing
[13 INFO main 38500] Verify.Homing -> Scout.Query | Arrived home
[13 INFO main 100349] Scout.Query -> Scout.PrepSend | Homing
[13 INFO main 106333] Scout.PrepSend -> Verify.Homing | Homing
[13 INFO main 120482] Verify.Homing -> Scout.Query | Arrived home
[13 INFO main 214336] Scout.Query -> Scout.PrepSend | Homing
[13 INFO main 220004] Scout.PrepSend -> Verify.Homing | Homing
[13 INFO main 241120] Verify.Homing -> Scout.Query | Arrived home
