ID TIME pos
6 0.098 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 5.103 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 10.112 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 15.118 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 20.124 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 25.13 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 30.138 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 35.147 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 40.154 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 45.16 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 50.167 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 55.175 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 60.182 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 65.184 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 70.192 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 75.199 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 80.203 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 85.212 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 90.219 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 95.226 [0, 0] [-0.32228721682564804, 0.4458270469294284]
6 100.232 [-0.329155, 0.544505] [-0.32228721682564804, 0.4458270469294284]
6 105.238 [-0.33325, 0.5532533333333333] [-0.32228721682564804, 0.4458270469294284]
6 110.242 [-0.3332366666666666, 0.5531766666666665] [-0.32228721682564804, 0.4458270469294284]
6 115.247 [-0.3332366666666666, 0.5531766666666665] [-0.32228721682564804, 0.4458270469294284]
6 120.254 [-0.3332366666666666, 0.5531766666666665] [-0.32228721682564804, 0.4458270469294284]
6 125.263 [-0.33414249999999995, 0.5510849999999999] [-0.32228721682564804, 0.4458270469294284]
6 130.266 [-0.33353833333333327, 0.5510683333333333] [-0.32228721682564804, 0.4458270469294284]
6 135.274 [-0.3301271428571428, 0.55386] [-0.32228721682564804, 0.4458270469294284]
6 140.281 [-0.3426946667551342, 0.5511846907717326] [-0.32228721682564804, 0.4458270469294284]
6 145.288 [-0.34274966675513424, 0.5511896907717325] [-0.32228721682564804, 0.4458270469294284]
6 150.296 [-0.34274966675513424, 0.5511896907717325] [-0.32228721682564804, 0.4458270469294284]
6 155.303 [-0.34274966675513424, 0.5511896907717325] [-0.32228721682564804, 0.4458270469294284]
6 160.311 [-0.34274966675513424, 0.5511896907717325] [-0.32228721682564804, 0.4458270469294284]
6 165.318 [-0.34037859267123044, 0.5519441695748735] [-0.32228721682564804, 0.4458270469294284]
6 170.322 [-0.3403797037823415, 0.5519419473526512] [-0.32228721682564804, 0.4458270469294284]
6 175.329 [-0.3405252593378971, 0.5518886140193178] [-0.32228721682564804, 0.4458270469294284]
6 180.337 [-0.3405319260045637, 0.5518841695748733] [-0.32228721682564804, 0.4458270469294284]
6 185.344 [-0.3404152593378971, 0.5512675029082067] [-0.32228721682564804, 0.4458270469294284]
6 190.351 [-0.34038859267123045, 0.551249725130429] [-0.32228721682564804, 0.4458270469294284]
6 195.358 [-0.34043192600456373, 0.5513286140193179] [-0.32228721682564804, 0.4458270469294284]
6 200.36 [-0.33962073340410737, 0.5522017526173861] [-0.32228721682564804, 0.4458270469294284]
6 205.368 [-0.3398117334041074, 0.5519257526173861] [-0.32228721682564804, 0.4458270469294284]
6 210.374 [-0.33877339400373396, 0.5508425023794419] [-0.32228721682564804, 0.4458270469294284]
6 215.381 [-0.3385761212764613, 0.5507270478339874] [-0.32228721682564804, 0.4458270469294284]
6 220.386 [-0.3385743030946431, 0.5507261387430783] [-0.32228721682564804, 0.4458270469294284]
6 225.389 [-0.34203227783675616, 0.550778127181155] [-0.32228721682564804, 0.4458270469294284]
6 230.395 [-0.3419497778367562, 0.5506156271811552] [-0.32228721682564804, 0.4458270469294284]
6 235.402 [-0.34154977783675616, 0.5506947938478216] [-0.32228721682564804, 0.4458270469294284]
6 240.411 [-0.3415772778367561, 0.5506539605144883] [-0.32228721682564804, 0.4458270469294284]
6 245.418 [-0.34151644450342283, 0.5505689605144883] [-0.32228721682564804, 0.4458270469294284]
6 250.425 [-0.34151644450342283, 0.5505689605144883] [-0.32228721682564804, 0.4458270469294284]
6 255.432 [-0.34151644450342283, 0.5505689605144883] [-0.32228721682564804, 0.4458270469294284]
6 260.439 [-0.34151477783675616, 0.5505672938478218] [-0.32228721682564804, 0.4458270469294284]
6 265.446 [-0.34151477783675616, 0.5505672938478218] [-0.32228721682564804, 0.4458270469294284]
6 270.455 [-0.34193311117008945, 0.5502772938478218] [-0.32228721682564804, 0.4458270469294284]
6 275.561 [-0.3419581111700895, 0.5499914605144884] [-0.32228721682564804, 0.4458270469294284]
6 280.568 [-0.3419956111700895, 0.5490764605144884] [-0.32228721682564804, 0.4458270469294284]
6 285.574 [-0.34170144450342277, 0.5459522938478217] [-0.32228721682564804, 0.4458270469294284]
6 290.581 [-0.3417081111700895, 0.5459556271811551] [-0.32228721682564804, 0.4458270469294284]
6 295.588 [-0.34291561117008945, 0.5458206271811551] [-0.32228721682564804, 0.4458270469294284]
6 300.591 [-0.34292977783675616, 0.5458164605144884] [-0.32228721682564804, 0.4458270469294284]
6 305.6 [-0.34292977783675616, 0.5458164605144884] [-0.32228721682564804, 0.4458270469294284]
6 310.606 [-0.3425044103108518, 0.5455090404749123] [-0.32228721682564804, 0.4458270469294284]
6 315.611 [-0.3426036410800825, 0.5454490404749124] [-0.32228721682564804, 0.4458270469294284]
6 320.614 [-0.342598256464698, 0.5454405789364508] [-0.32228721682564804, 0.4458270469294284]
6 325.626 [-0.34260133338777493, 0.5454398097056817] [-0.32228721682564804, 0.4458270469294284]
6 330.631 [-0.34260133338777493, 0.5454398097056817] [-0.32228721682564804, 0.4458270469294284]
6 335.637 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
6 340.644 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
6 345.651 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
6 350.657 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
6 355.664 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
6 360.674 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
6 365.681 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
6 370.687 [-0.3425936410800826, 0.545447502013374] [-0.32228721682564804, 0.4458270469294284]
