ID TIME pos
7 0.098 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 5.105 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 10.111 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 15.121 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 20.125 [-0.24556, -0.4381299999999999] [-0.3627042145495745, -0.3886294839370129]
7 25.132 [-0.35116, -0.346445] [-0.3627042145495745, -0.3886294839370129]
7 30.139 [-0.34409999999999996, -0.36021500000000006] [-0.3627042145495745, -0.3886294839370129]
7 35.144 [-0.3235154575008553, -0.28654051062319374] [-0.3627042145495745, -0.3886294839370129]
7 40.151 [-0.32282436600068426, -0.30003240849855506] [-0.3627042145495745, -0.3886294839370129]
7 45.157 [-0.3227863660006842, -0.30082840849855497] [-0.3627042145495745, -0.3886294839370129]
7 50.163 [-0.3227863660006842, -0.30082840849855497] [-0.3627042145495745, -0.3886294839370129]
7 55.172 [-0.3252663660006842, -0.30024040849855504] [-0.3627042145495745, -0.3886294839370129]
7 60.178 [-0.3252803660006842, -0.300090408498555] [-0.3627042145495745, -0.3886294839370129]
7 65.184 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 70.19 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 75.198 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 80.206 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 85.209 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 90.215 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 95.222 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 100.228 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 105.234 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 110.24 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 115.245 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 120.251 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 125.257 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 130.263 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 135.269 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 140.276 [-0.3252823660006842, -0.300086408498555] [-0.3627042145495745, -0.3886294839370129]
7 145.284 [-0.33015697166723684, -0.30686367374879586] [-0.3627042145495745, -0.3886294839370129]
7 150.289 [-0.33780363833390353, -0.3019636737487958] [-0.3627042145495745, -0.3886294839370129]
7 155.295 [-0.33815030500057025, -0.3018953404154625] [-0.3627042145495745, -0.3886294839370129]
7 160.302 [-0.33815030500057025, -0.3018953404154625] [-0.3627042145495745, -0.3886294839370129]
7 165.308 [-0.33815030500057025, -0.3018953404154625] [-0.3627042145495745, -0.3886294839370129]
7 170.319 [-0.33815030500057025, -0.3018953404154625] [-0.3627042145495745, -0.3886294839370129]
7 175.324 [-0.3381186383339036, -0.3013953404154625] [-0.3627042145495745, -0.3886294839370129]
7 180.33 [-0.3361488328576316, -0.305667434641825] [-0.3627042145495745, -0.3886294839370129]
7 185.336 [-0.3361488328576316, -0.305667434641825] [-0.3627042145495745, -0.3886294839370129]
7 190.347 [-0.3361202614290602, -0.3057217203561107] [-0.3627042145495745, -0.3886294839370129]
7 195.35 [-0.33870798111149125, -0.313203560276975] [-0.3627042145495745, -0.3886294839370129]
7 200.356 [-0.33803575888926907, -0.3135713380547528] [-0.3627042145495745, -0.3886294839370129]
7 205.364 [-0.33903718300034213, -0.3179102042492775] [-0.3627042145495745, -0.3886294839370129]
7 210.371 [-0.33904218300034217, -0.3179142042492775] [-0.3627042145495745, -0.3886294839370129]
7 215.372 [-0.33904218300034217, -0.3179142042492775] [-0.3627042145495745, -0.3886294839370129]
7 220.382 [-0.33904218300034217, -0.3179142042492775] [-0.3627042145495745, -0.3886294839370129]
7 225.389 [-0.33904218300034217, -0.3179142042492775] [-0.3627042145495745, -0.3886294839370129]
7 230.394 [-0.33904218300034217, -0.3179142042492775] [-0.3627042145495745, -0.3886294839370129]
7 235.401 [-0.33904218300034217, -0.3179142042492775] [-0.3627042145495745, -0.3886294839370129]
7 240.409 [-0.33879818300034215, -0.3183672042492775] [-0.3627042145495745, -0.3886294839370129]
7 245.417 [-0.3387601830003421, -0.3188532042492775] [-0.3627042145495745, -0.3886294839370129]
7 250.425 [-0.3385761830003421, -0.3189572042492775] [-0.3627042145495745, -0.3886294839370129]
7 255.43 [-0.33854118300034214, -0.31898320424927756] [-0.3627042145495745, -0.3886294839370129]
7 260.436 [-0.33854118300034214, -0.31898320424927756] [-0.3627042145495745, -0.3886294839370129]
7 265.446 [-0.33854118300034214, -0.31898320424927756] [-0.3627042145495745, -0.3886294839370129]
7 270.45 [-0.3385541830003421, -0.3188332042492775] [-0.3627042145495745, -0.3886294839370129]
7 275.456 [-0.3384191830003421, -0.3187082042492775] [-0.3627042145495745, -0.3886294839370129]
