ID TIME pos
2 5.067 [0, 0] [-0.46688828404979016, -0.4360642591606199]
2 35.566 [0, 0] [-0.46688828404979016, -0.4360642591606199]
2 65.97 [0, 0] [-0.46688828404979016, -0.4360642591606199]
2 99.367 [-0.5156775, -0.25026750000000003] [-0.46688828404979016, -0.4360642591606199]
2 132.369 [-0.5025669999999998, -0.25902200000000003] [-0.46688828404979016, -0.4360642591606199]
2 162.868 [-0.4945983722211638, -0.2843492608598712] [-0.46688828404979016, -0.4360642591606199]
2 193.267 [-0.4964750333324261, -0.28354865216560393] [-0.46688828404979016, -0.4360642591606199]
2 223.667 [-0.48951431904671194, -0.2914072235941753] [-0.46688828404979016, -0.4360642591606199]
2 253.967 [-0.47954431904671196, -0.3004222235941753] [-0.46688828404979016, -0.4360642591606199]
2 284.167 [-0.47779431904671193, -0.30334436645131824] [-0.46688828404979016, -0.4360642591606199]
2 314.666 [-0.47766289047528326, -0.30356936645131827] [-0.46688828404979016, -0.4360642591606199]
2 344.967 [-0.47678574761814047, -0.3046043664513182] [-0.46688828404979016, -0.4360642591606199]
2 375.267 [-0.47566789047528335, -0.30594293787988963] [-0.46688828404979016, -0.4360642591606199]
2 405.667 [-0.47506789047528336, -0.30675508073703245] [-0.46688828404979016, -0.4360642591606199]
2 436.067 [-0.4746700333324262, -0.30733365216560393] [-0.46688828404979016, -0.4360642591606199]
