ID TIME VOTE
11 89.021 1878980
11 93.947 1871165
11 172.978 1763698
11 182.94 1758064
11 186.942 1787974
11 442.936 2307197
11 461.937 2315724
11 544.946 2355110
11 550.937 2332985
11 563.966 2319796
11 626.025 2392497
11 871.047 2347682
11 895.037 2322809
11 929.092 2352392
11 1093.16 2372476
11 1207.101 Value Error
11 1238.141 2492951
11 1244.064 2482452
11 1322.04 2401679
11 1638.112 2369642
11 1643.178 2370199
11 1676.091 2352427
11 1765.487 2344473
11 1772.192 2335201
11 1804.151 2339360
11 1813.155 2330331
11 1843.193 2320240
11 1865.098 2312871
11 2030.111 2355395
11 2194.226 2363805
11 2198.189 2360042
11 2212.137 2360928
11 2266.205 2356646
11 2274.173 2349397
11 2289.222 2355414
11 2346.216 2397566
11 2371.245 2422642
11 2536.277 2423580
11 2561.188 2431662
11 2577.217 2423590
11 2616.212 2406375
11 2656.224 2422612
11 2722.245 2395587
11 2777.225 2395002
11 2926.297 2390609
11 2940.251 2379200
11 2943.274 2380337
11 2978.292 2406390
11 3002.289 2408993
11 3070.321 2389607
11 3093.345 2394139
11 3149.31 2387796
11 3155.298 2384344
11 3170.319 2390383
11 3258.302 2388580
11 3285.328 2418724
11 3390.282 2424216
11 3428.372 2428085
11 3500.31 2453317
11 3680.341 2429409
11 3738.371 2417693
11 3774.289 2415791
11 3800.412 2414031
11 3848.342 2402577
11 3896.349 2386686
11 4046.457 2412577
11 4051.373 2412331
11 4056.465 2409214
11 4062.379 2407141
11 4108.337 2403205
11 4130.407 2398843
11 4243.343 2400521
11 4300.435 2395805
11 4340.364 2400830
11 4423.449 2440131
11 4427.38 2438206
11 4687.41 2448562
11 4691.493 2445833
11 4743.421 2443940
11 4751.438 2441575
11 4798.445 2450327
11 4887.506 2469392
11 4899.505 2463244
11 5029.472 2435349
11 5034.489 2435128
11 5102.538 2423190
11 5139.493 2423711
11 5159.466 2433329
11 5199.586 2421387
11 5363.578 2431306
11 5438.553 2457310
11 5446.577 2454729
11 5483.704 2442881
11 5644.701 2451363
11 5649.684 2448339
11 5686.616 2440482
11 5737.627 2452190
11 5793.578 2459402
11 5829.513 2459384
11 5907.566 2470258
11 5979.685 2468409
11 5985.596 2468194
11 6079.64 2452604
11 6095.586 2450549
11 6135.592 2445383
11 6195.663 2448451
11 6412.562 2479682
11 6417.609 2476967
11 6481.6 2471305
11 6523.648 2468331
11 6539.638 2476698
11 6620.688 2474313
11 6755.658 2483708
11 6824.656 2491181
11 6832.656 2491190
11 6858.668 2495291
11 6878.654 2494876
11 6883.671 2495305
11 6970.738 2484616
11 7000.732 2485944
11 7027.695 2481180
11 7053.653 2486876
11 7125.702 2486600
11 7155.671 2489532
11 7210.647 2483289
11 7220.712 2480465
11 7266.694 2486051
11 7271.706 2488488
11 7302.747 2498189
11 7370.763 2497409
11 7375.68 2496216
11 7415.738 2490292
11 7468.835 2485046
11 7543.774 2493179
11 7583.715 2504459
11 7599.79 2510643
11 7810.827 2504142
11 7845.789 2506001
11 7855.818 2509364
11 7900.747 2502608
11 7955.759 2512765
11 8188.772 2507012
11 8257.902 2501961
11 8281.767 2499822
11 8331.778 2499646
11 8404.892 2509112
11 8410.835 2510860
11 8462.838 2505397
11 8475.903 2505910
11 8529.895 2498790
11 8621.867 2504442
11 8678.867 2501526
11 8742.919 2495957
11 8759.939 2498318
11 8772.94 2496810
11 8871.931 2499335
11 8933.841 2496043
11 8995.849 2488547
11 9053.946 2487327
11 9067.912 2488645
11 9091.056 2484799
11 9114.868 2483063
11 9216.016 2486922
11 9306.963 2503471
11 9342.028 2500000
11 9350.979 2505336
11 9405.962 2503745
11 9440.033 2500621
11 9485.028 2498143
11 9499.018 2501235
11 9545.009 2494622
11 9721.987 2511755
11 9733.075 2513998
11 9755.0 2511713
11 9789.056 2512720
11 9794.02 2511966
11 9853.954 2505054
11 9876.931 2511416
11 9884.984 2511408
11 9919.94 2510333
11 9925.991 2511360
11 9985.059 2510999
11 9991.962 2513336
