ID TIME pos
11 0.095 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 5.101 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 10.117 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 15.216 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 20.222 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 25.229 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 30.236 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 35.241 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 40.249 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 45.255 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 50.262 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 55.27 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 60.277 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 65.285 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 70.291 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 75.299 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 80.301 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 85.315 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 90.316 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 95.328 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 100.33 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 105.335 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 110.43 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 115.442 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 120.447 [0.6005150000000001, 0.48349] [0.4514688196983951, 0.4391248372732914]
11 125.459 [0.6044, 0.48328499999999996] [0.4514688196983951, 0.4391248372732914]
11 130.463 [0.6044, 0.48328499999999996] [0.4514688196983951, 0.4391248372732914]
11 135.472 [0.6222966666666667, 0.49424333333333337] [0.4514688196983951, 0.4391248372732914]
11 140.475 [0.6733894018323863, 0.4583654492398443] [0.4514688196983951, 0.4391248372732914]
11 145.48 [0.6733894018323863, 0.4583654492398443] [0.4514688196983951, 0.4391248372732914]
11 150.492 [0.6733894018323863, 0.4583654492398443] [0.4514688196983951, 0.4391248372732914]
11 155.494 [0.6733894018323863, 0.4583654492398443] [0.4514688196983951, 0.4391248372732914]
11 160.5 [0.6733894018323863, 0.4583654492398443] [0.4514688196983951, 0.4391248372732914]
11 165.506 [0.6733894018323863, 0.4583654492398443] [0.4514688196983951, 0.4391248372732914]
