ID TIME POS
4 0.024 -0.0777363i + 0.348729j
4 10.031 -0.0529394i + 0.537812j
4 20.131 0.144774i + 0.599403j
4 30.23 0.443927i + 0.669158j
4 40.231 0.588122i + 0.252519j
4 50.333 0.740126i + 0.381568j
4 60.431 0.522846i + 0.218643j
4 70.531 0.371685i + 0.56792j
4 80.534 0.649352i + 0.682531j
4 90.63 0.255154i + 0.560123j
4 100.633 0.426059i + 0.571418j
4 110.728 0.638374i + 0.63456j
4 120.731 0.761099i + 0.638425j
4 130.732 0.532415i + 0.412343j
4 140.732 0.585386i + 0.562475j
4 150.835 0.630306i + 0.650712j
4 160.936 0.645392i + 0.62051j
