[4 INFO main 30] Initialising Python Geth Console...
[4 INFO main 33] Initialising RandB board...
[4 INFO main 33] Initialising navigation...
[4 INFO main 34] Initialising random-walk...
[4 INFO main 34] Initialising odometry...
[4 INFO main 34] Initialising ground-sensors...
[4 INFO main 1430] --//-- Starting Experiment --//--
[4 INFO main 2537] Idle.IDLE -> Scout.Query | Duration: 23.89
[4 INFO main 94553] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 114876] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 115078] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 116979] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 117180] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 117981] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 118181] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 118983] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 119184] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 119483] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 120184] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 120484] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 121186] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 121886] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 122188] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 122582] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 123288] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 123488] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 124291] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 124390] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 125292] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 125793] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 126293] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 127594] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 128295] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 128493] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 129297] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 130599] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 131300] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 131698] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 132300] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 132398] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 133402] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 134103] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 134403] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 136304] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 136505] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 136605] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 137506] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[4 INFO main 137609] Scout.GotoCenter -> Scout.Query | return to random walk
[4 INFO main 137609] Scout.Query -> Scout.Query | return to random walk
