ID TIME pos
9 0.097 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 5.101 [0, 0] [-0.3627042145495745, -0.3886294839370129]
9 10.117 [-0.4042699999999999, -0.3350599999999999] [-0.3627042145495745, -0.3886294839370129]
9 15.118 [-0.4042699999999999, -0.3350599999999999] [-0.3627042145495745, -0.3886294839370129]
9 20.128 [-0.33603965201908237, -0.19036812643777445] [-0.3627042145495745, -0.3886294839370129]
9 25.134 [-0.31558643467938824, -0.19606208429184968] [-0.3627042145495745, -0.3886294839370129]
9 30.137 [-0.31062976801272163, -0.1895120842918497] [-0.3627042145495745, -0.3886294839370129]
9 35.144 [-0.32384732600954125, -0.21635656321888724] [-0.3627042145495745, -0.3886294839370129]
9 40.151 [-0.339147860807633, -0.23428725057510977] [-0.3627042145495745, -0.3886294839370129]
9 45.157 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 50.168 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 55.174 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 60.181 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 65.184 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 70.192 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 75.195 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 80.202 [-0.339167860807633, -0.23430125057510978] [-0.3627042145495745, -0.3886294839370129]
9 85.207 [-0.341019860807633, -0.2380652505751098] [-0.3627042145495745, -0.3886294839370129]
9 90.215 [-0.341139860807633, -0.2377072505751098] [-0.3627042145495745, -0.3886294839370129]
9 95.224 [-0.344197860807633, -0.23758125057510976] [-0.3627042145495745, -0.3886294839370129]
9 100.331 [-0.344193860807633, -0.23761525057510977] [-0.3627042145495745, -0.3886294839370129]
9 105.333 [-0.36533561486259497, -0.2528937504107927] [-0.3627042145495745, -0.3886294839370129]
9 110.337 [-0.3651141862911664, -0.2529508932679356] [-0.3627042145495745, -0.3886294839370129]
9 115.346 [-0.3651141862911664, -0.2529508932679356] [-0.3627042145495745, -0.3886294839370129]
9 120.353 [-0.3651141862911664, -0.2529508932679356] [-0.3627042145495745, -0.3886294839370129]
9 125.359 [-0.3651141862911664, -0.2529508932679356] [-0.3627042145495745, -0.3886294839370129]
9 130.364 [-0.3651141862911664, -0.2529508932679356] [-0.3627042145495745, -0.3886294839370129]
9 135.372 [-0.3651141862911664, -0.2529508932679356] [-0.3627042145495745, -0.3886294839370129]
9 140.378 [-0.3676224130047706, -0.2579732816094436] [-0.3627042145495745, -0.3886294839370129]
9 145.384 [-0.37097093040381646, -0.26893962528755483] [-0.3627042145495745, -0.3886294839370129]
9 150.39 [-0.3720229304038165, -0.27899262528755486] [-0.3627042145495745, -0.3886294839370129]
9 155.398 [-0.3723317549125604, -0.2810505684432317] [-0.3627042145495745, -0.3886294839370129]
9 160.508 [-0.37206077533651377, -0.28353218773962907] [-0.3627042145495745, -0.3886294839370129]
9 165.51 [-0.37293917723370507, -0.28280894252888833] [-0.3627042145495745, -0.3886294839370129]
9 170.515 [-0.37293994646447426, -0.28280894252888833] [-0.3627042145495745, -0.3886294839370129]
9 175.524 [-0.37294071569524345, -0.28280894252888833] [-0.3627042145495745, -0.3886294839370129]
9 180.531 [-0.37294071569524345, -0.28280894252888833] [-0.3627042145495745, -0.3886294839370129]
9 185.538 [-0.3723945618490897, -0.2833566348365807] [-0.3627042145495745, -0.3886294839370129]
9 190.541 [-0.37235225415678197, -0.2833281732981191] [-0.3627042145495745, -0.3886294839370129]
9 195.548 [-0.3723407156952435, -0.2833474040673499] [-0.3627042145495745, -0.3886294839370129]
9 200.556 [-0.3723407156952435, -0.2833474040673499] [-0.3627042145495745, -0.3886294839370129]
9 205.564 [-0.37172917723370497, -0.2835043271442729] [-0.3627042145495745, -0.3886294839370129]
9 210.572 [-0.37151994646447417, -0.283731250221196] [-0.3627042145495745, -0.3886294839370129]
9 215.573 [-0.37132225415678194, -0.28455740406734986] [-0.3627042145495745, -0.3886294839370129]
9 220.584 [-0.37134071569524346, -0.2847020194519652] [-0.3627042145495745, -0.3886294839370129]
9 225.588 [-0.3714876387721665, -0.28529201945196525] [-0.3627042145495745, -0.3886294839370129]
9 230.595 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 235.598 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 240.606 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 245.613 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 250.618 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 255.624 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 260.636 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 265.641 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 270.644 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 275.655 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 280.658 [-0.37148917723370495, -0.2852974040673499] [-0.3627042145495745, -0.3886294839370129]
9 285.664 [-0.37154225415678194, -0.28555663483658067] [-0.3627042145495745, -0.3886294839370129]
9 290.673 [-0.37157302338755116, -0.28557817329811913] [-0.3627042145495745, -0.3886294839370129]
9 295.681 [-0.37157456184908955, -0.2855766348365807] [-0.3627042145495745, -0.3886294839370129]
9 300.687 [-0.37157456184908955, -0.2855766348365807] [-0.3627042145495745, -0.3886294839370129]
9 305.694 [-0.37157456184908955, -0.2855766348365807] [-0.3627042145495745, -0.3886294839370129]
9 310.701 [-0.37157456184908955, -0.2855766348365807] [-0.3627042145495745, -0.3886294839370129]
9 315.705 [-0.3715830233875511, -0.28558509637504226] [-0.3627042145495745, -0.3886294839370129]
9 320.711 [-0.3715830233875511, -0.28558509637504226] [-0.3627042145495745, -0.3886294839370129]
9 325.721 [-0.3715830233875511, -0.28558509637504226] [-0.3627042145495745, -0.3886294839370129]
