ID TIME pos
5 0.099 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 5.11 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 10.115 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 15.121 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 20.126 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 25.132 [0.5253700000000001, 0.46674000000000015] [0.4514688196983951, 0.4391248372732914]
5 30.138 [0.479155, 0.43749000000000016] [0.4514688196983951, 0.4391248372732914]
5 35.145 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 40.153 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 45.157 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 50.164 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 55.169 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 60.176 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 65.184 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 70.188 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 75.193 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 80.2 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 85.206 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 90.212 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 95.219 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 100.225 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 105.231 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 110.237 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 115.241 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 120.248 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 125.256 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 130.261 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 135.268 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 140.275 [0.47438666666666673, 0.45129666666666673] [0.4514688196983951, 0.4391248372732914]
5 145.284 [0.47627600000000003, 0.4611120000000001] [0.4514688196983951, 0.4391248372732914]
5 150.29 [0.4765940000000001, 0.46124400000000004] [0.4514688196983951, 0.4391248372732914]
5 155.297 [0.4833442857142857, 0.47970428571428575] [0.4514688196983951, 0.4391248372732914]
5 160.304 [0.48957375000000003, 0.4875625] [0.4514688196983951, 0.4391248372732914]
5 165.304 [0.4898355555555556, 0.49095444444444447] [0.4514688196983951, 0.4391248372732914]
