ID TIME VOTE
1 141.05 2471698
1 148.027 2472924
1 169.175 2304075
1 185.172 2230320
1 249.124 2645788
1 487.06 2602974
1 587.141 2687916
1 637.172 2725265
1 696.162 2817299
1 702.176 2854283
1 796.164 2720536
1 843.181 2730590
1 930.211 2763078
1 1108.165 2696202
1 1125.225 2680798
1 1252.212 2644424
1 1627.287 2549256
1 1633.247 2541350
1 1638.263 2540364
1 1648.216 2538409
1 1762.332 2563897
1 1911.203 2554604
1 1915.291 2556667
1 1973.301 2565018
1 1979.255 2559099
1 2026.351 2550680
1 2076.303 Value Error
1 2207.276 2540920
1 2211.406 2547242
1 2254.269 2551991
1 2258.376 2553164
1 2285.265 2537700
1 2348.367 2539128
1 2398.276 2510030
1 2495.345 2532349
1 2508.324 2531631
1 2540.384 2502784
1 2592.304 2540947
1 2610.321 2530917
1 2646.385 2535828
1 2682.393 2513182
1 2685.424 2510006
1 2874.372 2462465
1 2948.376 2469195
1 2997.335 2483913
1 3026.405 2465303
1 3094.36 2491282
1 3105.466 2481718
1 3220.398 2480613
1 3230.462 2490337
1 3373.378 Value Error
1 3447.4 2503288
1 3486.451 2509749
1 3491.489 2514197
1 3534.504 2525649
1 3654.446 2530241
1 3696.455 2513414
1 3702.411 2517980
1 3758.473 2508298
1 3775.426 2507509
1 3860.443 2475051
1 3954.51 2471354
1 3986.49 2466969
1 4005.535 2475254
1 4108.513 2465913
1 4153.481 2465594
1 4172.463 2455914
1 4294.576 2436792
1 4300.474 2434868
1 4328.529 2442164
1 4357.459 2448065
1 4514.625 2431163
1 4519.517 2429339
1 4558.528 2425576
1 4729.667 2408982
1 4763.51 2409301
1 4793.606 2410471
1 4798.591 2408237
1 4866.547 2410683
1 4871.557 2410807
1 4994.773 2422060
1 5140.614 2429736
1 5151.581 2428822
1 5185.734 2419460
1 5190.55 2418175
1 5225.625 2427967
1 5257.635 2424324
1 5272.611 2418852
1 5302.626 2414511
1 5639.742 2419841
1 5643.708 2418382
1 5790.73 2444890
1 5798.611 2445673
1 5870.685 2451653
1 5878.638 2451709
1 6066.649 2455344
1 6129.667 2452332
1 6141.76 2450346
1 6145.771 2448989
1 6159.711 Value Error
1 6264.725 2446490
1 6269.682 2446972
1 6343.731 2452212
1 6351.758 2452737
1 6389.775 2450552
1 6480.71 2465253
1 6513.712 2469584
1 6587.729 2470124
1 6638.809 2468653
1 6660.71 2483086
1 6708.817 2485758
1 6740.707 2480735
1 6756.832 2482050
1 6796.84 2478370
1 6803.804 2475874
1 6852.825 2473543
1 7003.813 2494091
1 7089.854 2487920
1 7138.876 2482402
1 7211.785 2503366
1 7226.841 2505333
1 7323.797 2508383
1 7371.823 2504262
1 7390.914 2504831
1 7395.875 2503669
1 7435.826 2504613
1 7438.938 2507300
1 7497.88 2497332
1 7545.816 2497726
1 7597.928 2489840
1 7624.819 2497187
1 7642.837 2497567
1 7733.919 2494455
1 7749.874 2492438
1 7780.919 2489347
1 7819.838 2486480
1 7875.946 2482591
1 7898.962 2486621
1 7943.856 2483093
1 8021.878 2478446
1 8037.923 2478137
1 8148.995 2476327
1 8225.973 2473226
1 8231.964 2473943
1 8293.957 2476719
1 8388.912 2476986
1 8394.972 2480411
1 8478.996 2492242
1 8482.999 2491233
1 8534.997 2502176
1 8648.973 2502808
1 8694.02 2501642
1 8782.009 2503415
1 8790.976 2503412
1 8828.997 2496602
1 8855.035 2495322
1 8871.118 2495329
1 8946.997 2497763
1 8995.111 2492056
1 9003.035 2492697
1 9063.1 2494797
1 9076.166 2491028
1 9096.125 2496073
1 9158.091 2493447
1 9189.051 2493780
1 9337.187 2503057
1 9342.167 2501680
1 9391.024 2499695
1 9514.054 2505400
1 9592.127 2505948
1 9597.064 2505054
1 9645.035 2499408
1 9655.13 2497931
1 9672.162 2494839
1 9738.107 2495314
1 9757.048 2501461
1 9798.081 2498108
1 9840.073 2491159
1 9861.195 2487854
1 9903.088 2497553
1 9963.079 2495136
