ID TIME pos
7 0.098 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 5.112 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 10.114 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 15.121 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 20.126 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 25.131 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 30.137 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 35.145 [0, 0] [-0.3627042145495745, -0.3886294839370129]
7 40.153 [-0.5877249999999999, -0.3754350000000001] [-0.3627042145495745, -0.3886294839370129]
7 45.154 [-0.6001000000000001, -0.33059000000000005] [-0.3627042145495745, -0.3886294839370129]
7 50.165 [-0.60501, -0.328442] [-0.3627042145495745, -0.3886294839370129]
7 55.173 [-0.5612552101677442, -0.32249631543107077] [-0.3627042145495745, -0.3886294839370129]
7 60.18 [-0.5612901801437806, -0.33548827036948925] [-0.3627042145495745, -0.3886294839370129]
7 65.185 [-0.5354901576258081, -0.3481797365733031] [-0.3627042145495745, -0.3886294839370129]
7 70.191 [-0.5323645845562739, -0.35148087695404717] [-0.3627042145495745, -0.3886294839370129]
7 75.199 [-0.5321212512229406, -0.35136865473182494] [-0.3627042145495745, -0.3886294839370129]
7 80.205 [-0.531525695667385, -0.351188654731825] [-0.3627042145495745, -0.3886294839370129]
7 85.212 [-0.531525695667385, -0.351188654731825] [-0.3627042145495745, -0.3886294839370129]
7 90.22 [-0.531525695667385, -0.351188654731825] [-0.3627042145495745, -0.3886294839370129]
7 95.225 [-0.5305321261006466, -0.3516777892586425] [-0.3627042145495745, -0.3886294839370129]
7 100.229 [-0.5305321261006466, -0.3516777892586425] [-0.3627042145495745, -0.3886294839370129]
7 105.237 [-0.5269611261006466, -0.3522877892586425] [-0.3627042145495745, -0.3886294839370129]
7 110.345 [-0.5269291261006466, -0.35226278925864246] [-0.3627042145495745, -0.3886294839370129]
7 115.347 [-0.5256064782733151, -0.35393799023512956] [-0.3627042145495745, -0.3886294839370129]
